# columns = TERM LEMMA POS PROB
# identifier = balzac1842FC54
# creator = Balzac, Honoré de
# created = 1842
# modified = 1846
# title = Un épisode sous la Terreur. Études de mœurs. Scènes de la vie politique

↵↵	↵↵	PUNCTstruct
ce	ce	DET
soir	soir	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
À	à	ADP
ces	ce	DET
mots	mot	NOUN
,	,	PUNCTclause
les	le	DET
trois	trois	NUM
habitants	habitant	NOUN
de	de	ADP
ce	ce	DET
taudis	taudis	NOUN
se	se	PRON
regardèrent	regarder	VERB
en	en	ADP
laissant	laisser	VERB
paraître	paraître	VERB
sur	sur	ADP
leurs	leur	DET
visages	visage	NOUN
les	le	DET
signes	signe	NOUN
de	de	ADP
une	un	DET
terreur	terreur	NOUN
profonde	profond	ADJ
.	.	PUNCTsent
Le	le	DET
vieillard	vieillard	NOUN
fut	être	AUX
le	le	DET
moins	moins	ADV
agité	agiter	VERB
des	un	ADP_DET
trois	trois	NUM
,	,	PUNCTclause
peut-être	peut-être	ADV
parce que	parce que	SCONJ
il	il	PRON
était	être	AUX
le	le	DET
plus	plus	ADV
en	en	ADP
danger	danger	NOUN
.	.	PUNCTsent
Sous	sous	ADP
le	le	DET
poids	poids	NOUN
de	de	ADP
un	un	DET
grand	grand	ADJ
malheur	malheur	NOUN
ou	ou	CCONJ
sous	sous	ADP
le	le	DET
joug	joug	NOUN
de	de	ADP
la	le	DET
persécution	persécution	NOUN
,	,	PUNCTclause
un	un	DET
homme	homme	NOUN
courageux	courageux	ADJ
commence	commencer	VERB
pour	pour	ADP
ainsi	ainsi	ADV
dire	dire	VERB
par	par	ADP
faire	faire	VERB
le	le	DET
sacrifice	sacrifice	NOUN
de	de	ADP
lui-même	lui-même	PRON
,	,	PUNCTclause
il	il	PRON
ne	ne	ADV
considère	considérer	VERB
ses	son	DET
jours	jour	NOUN
que	que	SCONJ
comme	comme	ADP
autant	autant	ADV
de	de	ADP
victoires	victoire	NOUN
remportées	remporter	VERB
sur	sur	ADP
le	le	DET
Sort	Sort	PROPN
.	.	PUNCTsent
Les	le	DET
regards	regard	NOUN
des	un	ADP_DET
deux	deux	NUM
femmes	femme	NOUN
,	,	PUNCTclause
attachés	attacher	VERB
sur	sur	ADP
ce	ce	DET
vieillard	vieillard	NOUN
,	,	PUNCTclause
laissaient	laisser	VERB
facilement	facilement	ADV
deviner	deviner	VERB
que	que	SCONJ
il	il	PRON
était	être	AUX
l'	le	DET
unique	unique	ADJ
objet	objet	NOUN
de	de	ADP
leur	leur	DET
vive	vif	ADJ
sollicitude	sollicitude	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Pourquoi	pourquoi	ADV
désespérer	désespérer	VERB
de	de	ADP
Dieu	Dieu	PROPN
,	,	PUNCTclause
mes	mon	DET
sœurs	sœur	NOUN
?	?	PUNCTsent
dit	dire	VERB
il	il	PRON
de	de	ADP
une	un	DET
voix	voix	NOUN
sourde	sourd	ADJ
mais	mais	CCONJ
onctueuse	onctueux	ADJ
,	,	PUNCTclause
nous	nous	PRON
chantions	chanter	VERB
ses	son	DET
louanges	louange	NOUN
au	au	ADP_DET
milieu	milieu	NOUN
des	un	ADP_DET
cris	cri	NOUN
que	que	SCONJ
poussaient	pousser	VERB
les	le	DET
assassins	assassin	NOUN
et	et	CCONJ
les	le	DET
mourants	mourant	NOUN
au	au	ADP_DET
couvent	couvent	NOUN
des	un	ADP_DET
Carmes	Carmes	PROPN
.	.	PUNCTsent
si	si	SCONJ
il	il	PRON
a	avoir	AUX
voulu	vouloir	VERB
que	que	SCONJ
je	je	PRON
fusse	être	VERB
sauvé	sauver	VERB
de	de	ADP
cette	ce	DET
boucherie	boucherie	NOUN
,	,	PUNCTclause
ce	ce	PRON
est	être	AUX
sans doute	sans doute	ADV
pour	pour	ADP
me	me	PRON
réserver	réserver	VERB
à	à	ADP
une	un	DET
destinée	destinée	NOUN
que	que	PRON
je	je	PRON
dois	devoir	VERB
accepter	accepter	VERB
sans	sans	ADP
murmure	murmure	NOUN
.	.	PUNCTsent
Dieu	Dieu	PROPN
protège	protéger	VERB
les siens	les siens	PRON
,	,	PUNCTclause
il	il	PRON
peut	pouvoir	VERB
en	en	ADP
disposer	disposer	VERB
à	à	ADP
son	son	DET
gré	gré	NOUN
.	.	PUNCTsent
ce	ce	PRON
est	être	AUX
de	de	ADP
vous	vous	PRON
,	,	PUNCTclause
et	et	CCONJ
non	non	ADV
de	de	ADP
moi	moi	PRON
que	que	PRON
il	il	PRON
faut	falloir	VERB
se	se	PRON
occuper	occuper	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Non	non	ADV
,	,	PUNCTclause
dit	dire	VERB
l'une	l'une	PRON
des	un	ADP_DET
deux	deux	NUM
vieilles	vieux	ADJ
femmes	femme	NOUN
,	,	PUNCTclause
qu'est-ce que	qu'est-ce que	ADV
notre	notre	DET
vie	vie	NOUN
en comparaison de	en comparaison de	ADP
celle	celle	PRON
de	de	ADP
un	un	DET
prêtre	prêtre	NOUN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
une fois que	une fois que	SCONJ
je	je	PRON
me	me	PRON
suis	être	AUX
vue	vu	VERB
hors de	hors de	ADP
l'	le	DET
abbaye	abbaye	NOUN
de	de	ADP
Chelles	Chelles	PROPN
,	,	PUNCTclause
je	je	PRON
me	me	PRON
suis	être	AUX
considérée	considérer	VERB
comme	comme	ADP
morte	mort	NOUN
,	,	PUNCTclause
se	se	PRON
écria	écrier	VERB
celle	celle	PRON
des	un	ADP_DET
deux	deux	NUM
religieuses	religieux	NOUN
qui	qui	PRON
ne	ne	ADV
était	être	AUX
pas	pas	ADV
sortie	sortir	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Voici	voici	ADP
,	,	PUNCTclause
reprit	reprendre	VERB
celle	celle	PRON
qui	qui	PRON
arrivait	arriver	VERB
en	en	ADP
tendant	tendre	VERB
la	le	DET
petite	petit	ADJ
boîte	boîte	NOUN
au	au	ADP_DET
prêtre	prêtre	NOUN
,	,	PUNCTclause
voici	voici	ADP
les	le	DET
hosties	hostie	NOUN
.	.	PUNCTsent
Mais	mais	CCONJ
,	,	PUNCTclause
se	se	PRON
écria	écrier	VERB
elle	elle	PRON
,	,	PUNCTclause
je	je	PRON
entends	entendre	VERB
monter	monter	VERB
les	le	DET
degrés	degré	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
À	à	ADP
ces	ce	DET
mots	mot	NOUN
,	,	PUNCTclause
tous	tous	PRON
trois	trois	NUM
ils	ils	PRON
se	se	PRON
mirent	mettre	VERB
à	à	ADP
écouter	écouter	VERB
.	.	PUNCTsent
Le	le	DET
bruit	bruit	NOUN
cessa	cesser	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Ne	ne	ADV
vous	vous	PRON
effrayez	effrayer	VERB
pas	pas	ADV
,	,	PUNCTclause
dit	dire	VERB
le	le	DET
prêtre	prêtre	NOUN
,	,	PUNCTclause
si	si	SCONJ
quelqu'un	quelqu'un	PRON
essaie	essayer	VERB
de	de	ADP
parvenir	parvenir	VERB
jusque	jusque	ADP
à	à	ADP
vous	vous	PRON
.	.	PUNCTsent
Une	un	DET
personne	personne	NOUN
sur	sur	ADP
la	le	DET
fidélité	fidélité	NOUN
de	de	ADP
laquelle	laquelle	PRON
nous	nous	PRON
pouvons	pouvoir	VERB
compter	compter	VERB
a	avoir	AUX
dû	devoir	VERB
prendre	prendre	VERB
toutes	tout	ADJ
ses	son	DET
mesures	mesure	NOUN
pour	pour	ADP
passer	passer	VERB
la	le	DET
frontière	frontière	NOUN
,	,	PUNCTclause
et	et	CCONJ
viendra	venir	VERB
chercher	chercher	VERB
les	le	DET
lettres	lettre	NOUN
que	que	PRON
je	je	PRON
ai	avoir	AUX
écrites	écrire	VERB
au	au	ADP_DET
duc	duc	NOUN
de	de	ADP
Langeais	Langeais	PROPN
et	et	CCONJ
au	au	ADP_DET
marquis	marquis	NOUN
de	de	ADP
Beauséant	Beauséant	PROPN
,	,	PUNCTclause
afin que	afin que	SCONJ
ils	ils	PRON
puissent	pouvoir	VERB
aviser	aviser	VERB
aux	au	ADP_DET
moyens	moyen	NOUN
de	de	ADP
vous	vous	PRON
arracher	arracher	VERB
à	à	ADP
cet	ce	DET
affreux	affreux	ADJ
pays	pays	NOUN
,	,	PUNCTclause
à	à	ADP
la	le	DET
mort	mort	NOUN
ou	ou	CCONJ
à	à	ADP
la	le	DET
misère	misère	NOUN
qui	qui	PRON
vous	vous	PRON
y	y	PRON
attendent	attendre	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Vous	vous	PRON
ne	ne	ADV
nous	nous	PRON
suivrez	suivre	VERB
donc	donc	ADV
pas	pas	ADV
?	?	PUNCTsent
se	se	PRON
écrièrent	écrier	VERB
doucement	doucement	ADV
les	le	DET
deux	deux	NUM
religieuses	religieux	NOUN
en	en	ADP
manifestant	manifester	VERB
une	un	DET
sorte	sorte	NOUN
de	de	ADP
désespoir	désespoir	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Ma	mon	DET
place	place	NOUN
est	être	VERB
là	là	ADV
où	où	PRON
il y a	il y a	VERB
des	un	ADP_DET
victimes	victime	NOUN
,	,	PUNCTclause
dit	dire	VERB
le	le	DET
prêtre	prêtre	NOUN
avec	avec	ADP
simplicité	simplicité	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Elles	elles	PRON
se	se	PRON
turent	taire	VERB
et	et	CCONJ
regardèrent	regarder	VERB
leur	leur	DET
hôte	hôte	NOUN
avec	avec	ADP
une	un	DET
sainte	saint	NOUN
admiration	admiration	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Sœur	sœur	NOUN
Marthe	Marthe	PROPN
,	,	PUNCTclause
dit	dire	VERB
il	il	PRON
en	en	PRON
se	se	PRON
adressant	adresser	VERB
à	à	ADP
la	le	DET
religieuse	religieux	NOUN
qui	qui	PRON
était	être	AUX
allée	aller	VERB
chercher	chercher	VERB
les	le	DET
hosties	hostie	NOUN
,	,	PUNCTclause
cet	ce	DET
envoyé	envoyé	NOUN
devra	devoir	VERB
répondre	répondre	VERB
Fiat	Fiat	PROPN
voluntas	voluntas	ADV
,	,	PUNCTclause
au	au	ADP_DET
mot	mot	NOUN
Hosanna	Hosanna	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
il y a	il y a	VERB
quelqu'un	quelqu'un	PRON
dans	dans	ADP
l'	le	DET
escalier	escalier	NOUN
!	!	PUNCTsent
se	se	PRON
écria	écrier	VERB
l'autre	l'autre	PRON
religieuse	religieux	ADJ
en	en	ADP
ouvrant	ouvrer	VERB
une	un	DET
cachette	cachette	NOUN
pratiquée	pratiquer	VERB
sous	sous	ADP
le	le	DET
toit	toit	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
cette fois ci	cette fois ci	PRON
,	,	PUNCTclause
il	il	PRON
fut	être	AUX
facile	facile	ADJ
de	de	ADP
entendre	entendre	VERB
,	,	PUNCTclause
au	au	ADP_DET
milieu	milieu	NOUN
du	du	ADP_DET
plus	plus	ADV
profond	profond	ADJ
silence	silence	NOUN
,	,	PUNCTclause
les	le	DET
pas	pas	NOUN
de	de	ADP
un	un	DET
homme	homme	NOUN
qui	qui	PRON
faisait	faire	VERB
retentir	retentir	VERB
les	le	DET
marches	marche	NOUN
couvertes	couvert	ADJ
de	de	ADP
callosités	callosité	NOUN
produites	produire	VERB
par	par	ADP
de	de	ADP
la	le	DET
boue	boue	NOUN
durcie	durcir	VERB
.	.	PUNCTsent
Le	le	DET
prêtre	prêtre	NOUN
se	se	PRON
coula	couler	VERB
péniblement	péniblement	ADV
dans	dans	ADP
une	un	DET
espèce	espèce	NOUN
de	de	ADP
armoire	armoire	NOUN
,	,	PUNCTclause
et	et	CCONJ
la	le	DET
religieuse	religieux	NOUN
jeta	jeter	VERB
quelques	quelque	DET
hardes	harde	NOUN
sur	sur	ADP
lui	lui	PRON
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Vous	vous	PRON
pouvez	pouvoir	VERB
fermer	fermer	VERB
,	,	PUNCTclause
sœur	sœur	NOUN
Agathe	Agathe	PROPN
,	,	PUNCTclause
dit	dire	VERB
il	il	PRON
de	de	ADP
une	un	DET
voix	voix	NOUN
étouffée	étouffer	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
à peine	à peine	ADV
le	le	DET
prêtre	prêtre	NOUN
était	être	AUX
il	il	PRON
caché	cacher	VERB
,	,	PUNCTclause
que	que	SCONJ
trois	trois	NUM
coups	coup	NOUN
frappés	frapper	VERB
sur	sur	ADP
la	le	DET
porte	porte	NOUN
firent	faire	AUX
tressaillir	tressaillir	VERB
les	le	DET
deux	deux	NUM
saintes	saint	ADJ
filles	fille	NOUN
,	,	PUNCTclause
qui	qui	PRON
se	se	PRON
consultèrent	consulter	VERB
des	un	ADP_DET
yeux	œil	NOUN
sans	sans	ADP
oser	oser	VERB
prononcer	prononcer	VERB
une	un	DET
seule	seul	ADJ
parole	parole	NOUN
.	.	PUNCTsent
Elles	elles	PRON
paraissaient	paraître	VERB
avoir	avoir	VERB
toutes	tout	ADJ
deux	deux	NUM
une	un	DET
soixantaine	soixantaine	NOUN
de	de	ADP
années	année	NOUN
.	.	PUNCTsent
Séparées	séparé	ADJ
du	du	ADP_DET
monde	monde	NOUN
depuis	depuis	ADP
quarante	quarante	NUM
ans	an	NOUN
,	,	PUNCTclause
elles	elles	PRON
étaient	être	AUX
comme	comme	ADP
des	un	DET
plantes	plante	NOUN
habituées	habituer	VERB
à	à	ADP
l'	le	DET
air	air	NOUN
de	de	ADP
une	un	DET
serre	serre	NOUN
,	,	PUNCTclause
et	et	CCONJ
qui	qui	PRON
meurent	mourir	VERB
si	si	SCONJ
on	on	PRON
les	le:PRON	PRON
en	en	PRON
sort	sortir	VERB
.	.	PUNCTsent
Accoutumées	accoutumer	VERB
à	à	ADP
la	le	DET
vie	vie	NOUN
du	du	ADP_DET
couvent	couvent	NOUN
,	,	PUNCTclause
elles	elles	PRON
ne	ne	ADV
en	en	PRON
pouvaient	pouvoir	VERB
plus	plus	ADV
concevoir	concevoir	VERB
d'autre	d'autre	PUNCT
.	.	PUNCTsent
Un	un	DET
matin	matin	NOUN
,	,	PUNCTclause
leurs	leur	DET
grilles	grille	NOUN
ayant	avoir	AUX
été	être	AUX
brisées	briser	VERB
,	,	PUNCTclause
elles	elles	PRON
avaient	avoir	AUX
frémi	frémir	VERB
de	de	ADP
se trouver	se trouver	VERB
libres	libre	ADJ
.	.	PUNCTsent
On	on	PRON
peut	pouvoir	VERB
aisément	aisément	ADV
se	se	PRON
figurer	figurer	VERB
l'	le	DET
espèce	espèce	NOUN
de	de	ADP
imbécillité	imbécillité	NOUN
factice	factice	ADJ
que	que	SCONJ
les	le	DET
événements	événement	NOUN
de	de	ADP
la	le	DET
Révolution	Révolution	PROPN
avaient	avoir	AUX
produite	produire	VERB
dans	dans	ADP
leurs	leur	DET
âmes	âme	NOUN
innocentes	innocent	ADJ
.	.	PUNCTsent
Incapables	incapable	ADJ
de	de	ADP
accorder	accorder	VERB
leurs	leur	DET
idées	idée	NOUN
claustrales	claustral	ADJ
avec	avec	ADP
les	le	DET
difficultés	difficulté	NOUN
de	de	ADP
la	le	DET
vie	vie	NOUN
,	,	PUNCTclause
et	et	CCONJ
ne	ne	ADV
comprenant	comprendre	VERB
même	même	ADV
pas	pas	ADV
leur	leur	DET
situation	situation	NOUN
,	,	PUNCTclause
elles	elles	PRON
ressemblaient	ressembler	VERB
à	à	ADP
des	un	DET
enfants	enfant	NOUN
dont	dont	PRON
on	on	PRON
avait	avoir	AUX
pris	prendre	VERB
soin	soin	NOUN
jusque	jusque	ADP
alors	alors	ADV
,	,	PUNCTclause
et	et	CCONJ
qui	qui	PRON
,	,	PUNCTclause
abandonnés	abandonner	VERB
par	par	ADP
leur	leur	DET
providence	providence	NOUN
maternelle	maternel	ADJ
,	,	PUNCTclause
priaient	prier	VERB
au lieu de	au lieu de	ADP
crier	crier	VERB
.	.	PUNCTsent
Aussi	aussi	ADV
,	,	PUNCTclause
devant	devant	ADP
le	le	DET
danger	danger	NOUN
que	que	SCONJ
elles	elles	PRON
prévoyaient	prévoir	VERB
en	en	ADP
ce	ce	DET
moment	moment	NOUN
,	,	PUNCTclause
demeurèrent	demeurer	VERB
elles	elles	PRON
muettes	muet	ADJ
et	et	CCONJ
passives	passif	ADJ
,	,	PUNCTclause
ne	ne	ADV
connaissant	connaître	VERB
d'autre	d'autre	ADP
défense	défense	NOUN
que	que	SCONJ
la	le	DET
résignation	résignation	NOUN
chrétienne	chrétien	ADJ
.	.	PUNCTsent
l'	le	DET
homme	homme	NOUN
qui	qui	PRON
demandait	demander	VERB
à	à	ADP
entrer	entrer	VERB
interpréta	interpréter	VERB
ce	ce	DET
silence	silence	NOUN
à	à	ADP
sa	son	DET
manière	manière	NOUN
,	,	PUNCTclause
il	il	PRON
ouvrit	ouvrir	VERB
la	le	DET
porte	porte	NOUN
et	et	CCONJ
se	se	PRON
montra	montrer	VERB
tout	tout	ADV
à	à	ADP
coup	coup	NOUN
.	.	PUNCTsent
Les	le	DET
deux	deux	NUM
religieuses	religieux	NOUN
frémirent	frémir	VERB
en	en	ADP
reconnaissant	reconnaître	VERB
le	le	DET
personnage	personnage	NOUN
qui	qui	PRON
,	,	PUNCTclause
depuis	depuis	ADP
quelque	quelque	DET
temps	temps	NOUN
,	,	PUNCTclause
rôdait	rôder	VERB
autour de	autour de	ADP
leur	leur	DET
maison	maison	NOUN
et	et	CCONJ
prenait	prendre	VERB
des	un	DET
informations	information	NOUN
sur	sur	ADP
leur	leur	DET
compte	compte	NOUN
;	;	PUNCTclause
elles	elles	PRON
restèrent	rester	VERB
immobiles	immobile	ADJ
en	en	ADP
le	le	DET
contemplant	contempler	VERB
avec	avec	ADP
une	un	DET
curiosité	curiosité	NOUN
inquiète	inquiet	ADJ
,	,	PUNCTclause
à	à	ADP
la	le	DET
manière	manière	NOUN
des	un	ADP_DET
enfants	enfant	NOUN
sauvages	sauvage	ADJ
,	,	PUNCTclause
qui	qui	PRON
examinent	examiner	VERB
silencieusement	silencieusement	ADV
les	le	DET
étrangers	étranger	NOUN
.	.	PUNCTsent
Cet	ce	DET
homme	homme	NOUN
était	être	AUX
de	de	ADP
haute	haut	ADJ
taille	taille	NOUN
et	et	CCONJ
gros	gros	ADJ
;	;	PUNCTclause
mais	mais	CCONJ
rien	rien	PRON
dans	dans	ADP
sa	son	DET
démarche	démarche	NOUN
,	,	PUNCTclause
dans	dans	ADP
son	son	DET
air	air	NOUN
ni	ni	CCONJ
dans	dans	ADP
sa	son	DET
physionomie	physionomie	NOUN
,	,	PUNCTclause
ne	ne	ADV
indiquait	indiquer	VERB
un	un	DET
méchant	méchant	ADJ
homme	homme	NOUN
.	.	PUNCTsent
Il	il	PRON
imita	imiter	VERB
l'	le	DET
immobilité	immobilité	NOUN
des	un	ADP_DET
religieuses	religieux	NOUN
,	,	PUNCTclause
et	et	CCONJ
promena	promener	VERB
lentement	lentement	ADV
ses	son	DET
regards	regard	NOUN
sur	sur	ADP
la	le	DET
chambre	chambre	NOUN
où	où	PRON
il	il	PRON
se	se	PRON
trouvait	trouver	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Deux	Deux	NUM
nattes	natte	NOUN
de	de	ADP
paille	paille	NOUN
,	,	PUNCTclause
posées	poser	VERB
sur	sur	ADP
des	un	DET
planches	planche	NOUN
,	,	PUNCTclause
servaient	servir	VERB
de	de	ADP
lit	lit	NOUN
aux	au	ADP_DET
deux	deux	NUM
religieuses	religieux	NOUN
.	.	PUNCTsent
Une	un	DET
seule	seul	ADJ
table	table	NOUN
était	être	AUX
au milieu de	au milieu de	ADP
la	le	DET
chambre	chambre	NOUN
,	,	PUNCTclause
et	et	CCONJ
il y a	il y a	VERB
dessus	dessus	ADV
un	un	DET
chandelier	chandelier	NOUN
de	de	ADP
cuivre	cuivre	NOUN
,	,	PUNCTclause
quelques	quelque	DET
assiettes	assiette	NOUN
,	,	PUNCTclause
trois	trois	NUM
couteaux	couteau	NOUN
et	et	CCONJ
un	un	DET
pain	pain	NOUN
rond	rond	ADJ
.	.	PUNCTsent
Le	le	DET
feu	feu	NOUN
de	de	ADP
la	le	DET
cheminée	cheminée	NOUN
était	être	AUX
modeste	modeste	ADJ
.	.	PUNCTsent
Quelques	quelque	DET
morceaux	morceau	NOUN
de	de	ADP
bois	bois	NOUN
,	,	PUNCTclause
entassés	entasser	VERB
dans	dans	ADP
un	un	DET
coin	coin	NOUN
,	,	PUNCTclause
attestaient	attester	VERB
d'ailleurs	d'ailleurs	ADV
la	le	DET
pauvreté	pauvreté	NOUN
des	un	ADP_DET
deux	deux	NUM
recluses	reclus	NOUN
.	.	PUNCTsent
Les	le	DET
murs	mur	NOUN
,	,	PUNCTclause
enduits	enduit	NOUN
de	de	ADP
une	un	DET
couche	couche	NOUN
de	de	ADP
peinture	peinture	NOUN
très-ancienne	très-ancienne	ADV
,	,	PUNCTclause
prouvaient	prouver	VERB
le	le	DET
mauvais	mauvais	ADJ
état	état	NOUN
de	de	ADP
la	le	DET
toiture	toiture	NOUN
,	,	PUNCTclause
où	où	PRON
des	un	DET
taches	tache	NOUN
,	,	PUNCTclause
semblables	semblable	ADJ
à	à	ADP
des	un	DET
filets	filet	NOUN
bruns	brun	ADJ
,	,	PUNCTclause
indiquaient	indiquer	VERB
les	le	DET
infiltrations	infiltration	NOUN
des	un	ADP_DET
eaux	eau	NOUN
pluviales	pluvial	ADJ
.	.	PUNCTsent
Une	un	DET
relique	relique	NOUN
,	,	PUNCTclause
sans doute	sans doute	ADV
sauvée	sauver	VERB
du	du	ADP_DET
pillage	pillage	NOUN
de	de	ADP
l'	le	DET
abbaye	abbaye	NOUN
de	de	ADP
Chelles	Chelles	PROPN
,	,	PUNCTclause
ornait	orner	VERB
le	le	DET
manteau	manteau	NOUN
de	de	ADP
la	le	DET
cheminée	cheminée	NOUN
.	.	PUNCTsent
Trois	Trois	NUM
chaises	chaise	NOUN
,	,	PUNCTclause
deux	deux	NUM
coffres	coffre	NOUN
et	et	CCONJ
une	un	DET
mauvaise	mauvais	ADJ
commode	commode	NOUN
complétaient	compléter	VERB
l'	le	DET
ameublement	ameublement	NOUN
de	de	ADP
cette	ce	DET
pièce	pièce	NOUN
.	.	PUNCTsent
Une	un	DET
porte	porte	NOUN
pratiquée	pratiquer	VERB
auprès de	auprès de	ADP
la	le	DET
cheminée	cheminée	NOUN
faisait	faire	AUX
conjecturer	conjecturer	VERB
que	que	SCONJ
il	il	PRON
existait	exister	VERB
une	un	DET
seconde	second	ADJ
chambre	chambre	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
l'	le	DET
inventaire	inventaire	NOUN
de	de	ADP
cette	ce	DET
cellule	cellule	NOUN
fut	être	AUX
bientôt	bientôt	ADV
fait	faire	VERB
par	par	ADP
le	le	DET
personnage	personnage	NOUN
qui	qui	PRON
se	se	PRON
était	être	AUX
introduit	introduire	VERB
sous	sous	ADP
de	de	DET
si	si	SCONJ
terribles	terrible	ADJ
auspices	auspice	NOUN
au sein de	au sein de	ADP
ce	ce	DET
ménage	ménage	NOUN
.	.	PUNCTsent
Un	un	DET
sentiment	sentiment	NOUN
de	de	ADP
commisération	commisération	NOUN
se	se	PRON
peignit	peindre	VERB
sur	sur	ADP
sa	son	DET
figure	figure	NOUN
,	,	PUNCTclause
et	et	CCONJ
il	il	PRON
jeta	jeter	VERB
un	un	DET
regard	regard	NOUN
de	de	ADP
bienveillance	bienveillance	NOUN
sur	sur	ADP
les	le	DET
deux	deux	NUM
filles	fille	NOUN
,	,	PUNCTclause
au moins	au moins	ADV
aussi	aussi	ADV
embarrassé	embarrasser	VERB
que	que	SCONJ
elles	elles	PRON
.	.	PUNCTsent
l'	le	DET
étrange	étrange	NOUN
silence	silence	NOUN
dans	dans	ADP
lequel	lequel	PRON
ils	ils	PRON
demeurèrent	demeurer	VERB
tous	tout	ADJ
trois	trois	NUM
dura	durer	VERB
peu	peu	ADV
,	,	PUNCTclause
car	car	CCONJ
l'	le	DET
inconnu	inconnu	NOUN
finit	finir	VERB
par	par	ADP
deviner	deviner	VERB
la	le	DET
faiblesse	faiblesse	NOUN
morale	moral	ADJ
et	et	CCONJ
l'	le	DET
inexpérience	inexpérience	NOUN
des	un	ADP_DET
deux	deux	NUM
pauvres	pauvre	NOUN
créatures	créature	NOUN
,	,	PUNCTclause
et	et	CCONJ
il	il	PRON
leur	leur	PRON
dit	dire	VERB
alors	alors	ADV
de	de	ADP
une	un	DET
voix	voix	NOUN
que	que	PRON
il	il	PRON
essaya	essayer	VERB
de	de	ADP
adoucir	adoucir	VERB
:	:	PUNCTclause
—	—	PUNCTclause
Je	je	PRON
ne	ne	ADV
viens	venir	VERB
point	point	ADV
ici	ici	ADV
en	en	ADP
ennemi	ennemi	NOUN
,	,	PUNCTclause
citoyenne	citoyen	NOUN
…	…	PUNCTsent
Il	il	PRON
se	se	PRON
arrêta	arrêter	VERB
et	et	CCONJ
se	se	PRON
reprit	reprendre	VERB
pour	pour	ADP
dire	dire	VERB
:	:	PUNCTclause
Mes	mon	DET
sœurs	sœur	NOUN
,	,	PUNCTclause
si	si	SCONJ
il	il	PRON
vous	vous	PRON
arrivait	arriver	VERB
quelque	quelque	DET
malheur	malheur	NOUN
,	,	PUNCTclause
croyez	croire	VERB
que	que	SCONJ
je	je	PRON
ne	ne	ADV
y	y	PRON
aurais	avoir	AUX
pas	pas	ADV
contribué	contribuer	VERB
.	.	PUNCTsent
je	je	PRON
ai	avoir	AUX
une	un	DET
grâce à	grâce à	ADP
réclamer	réclamer	VERB
de	de	ADP
vous	vous	PRON
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
Elles	elles	PRON
gardèrent	garder	VERB
toujours	toujours	ADV
le	le	DET
silence	silence	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Si	si	SCONJ
je	je	PRON
vous	vous	PRON
importunais	importuner	VERB
,	,	PUNCTclause
si	si	ADV
…	…	PUNCTsent
je	je	PRON
vous	vous	PRON
gênais	gêner	VERB
,	,	PUNCTclause
parlez	parler	VERB
librement	librement	ADV
…	…	PUNCTsent
je	je	PRON
me	me	PRON
retirerais	retirer	VERB
;	;	PUNCTclause
mais	mais	CCONJ
sachez	savoir	VERB
que	que	SCONJ
je	je	PRON
vous	vous	PRON
suis	être	AUX
tout	tout	ADV
dévoué	dévoué	ADJ
;	;	PUNCTclause
que	que	SCONJ
,	,	PUNCTclause
si	si	SCONJ
il	il	PRON
est	être	AUX
quelque	quelque	DET
bon	bon	ADJ
office	office	NOUN
que	que	SCONJ
je	je	PRON
puisse	pouvoir	VERB
vous	vous	PRON
rendre	rendre	VERB
,	,	PUNCTclause
vous	vous	PRON
pouvez	pouvoir	VERB
me	me	PRON
employer	employer	VERB
sans	sans	ADP
crainte	crainte	NOUN
,	,	PUNCTclause
et	et	CCONJ
que	que	SCONJ
moi	moi	PRON
seul	seul	ADJ
,	,	PUNCTclause
peut-être	peut-être	ADV
,	,	PUNCTclause
suis	être	AUX
au-dessus	au-dessus	ADV
de	de	ADP
la	le	DET
loi	loi	NOUN
,	,	PUNCTclause
