# columns = TERM LEMMA POS PROB
# identifier = balzac1844FC47
# creator = Balzac, Honoré de
# created = 1844
# modified = 1846
# title = Un homme d’affaires. Études de mœurs. Scènes de la vie parisienne

↵↵	↵↵	PUNCTstruct
officielles	officiel	ADJ
:	:	PUNCTclause
des	un	DET
chaises	chaise	NOUN
foncées	foncer	VERB
de	de	ADP
crin	crin	NOUN
,	,	PUNCTclause
une	un	DET
table	table	NOUN
à	à	ADP
tapis	tapis	NOUN
en	en	ADP
drap	drap	NOUN
vert	vert	ADJ
,	,	PUNCTclause
une	un	DET
pendule	pendule	NOUN
de	de	ADP
pacotille	pacotille	NOUN
entre	entre	ADP
deux	deux	NUM
flambeaux	flambeau	NOUN
sous	sous	ADP
verre	verre	NOUN
qui	qui	PRON
se	se	PRON
ennuyaient	ennuyer	VERB
devant	devant	ADP
une	un	DET
petite	petit	ADJ
glace	glace	NOUN
à	à	ADP
bordure	bordure	NOUN
dorée	doré	ADJ
,	,	PUNCTclause
sur	sur	ADP
une	un	DET
cheminée	cheminée	NOUN
dont	dont	PRON
les	le	DET
tisons	tison	NOUN
étaient	être	AUX
,	,	PUNCTclause
selon	selon	ADP
un	un	DET
mot	mot	NOUN
de	de	ADP
mon	mon	DET
Maître-Clerc	Maître-Clerc	PROPN
,	,	PUNCTclause
âgés	âgé	ADJ
de	de	ADP
deux	deux	NUM
hivers	hiver	NOUN
!	!	PUNCTsent
quant à	quant à	ADP
cabinet	cabinet	NOUN
,	,	PUNCTclause
vous	vous	PRON
le	le:PRON	PRON
devinez	deviner	VERB
:	:	PUNCTclause
beaucoup	beaucoup	ADV
plus	plus	ADV
de	de	ADP
cartons	carton	NOUN
que	que	PRON
de	de	ADP
affaires	affaire	NOUN
!…	!…	PUNCTsent
un	un	DET
cartonnier	cartonnier	NOUN
vulgaire	vulgaire	ADJ
pour	pour	ADP
chaque	chaque	DET
associé	associé	NOUN
;	;	PUNCTclause
puis	puis	CCONJ
,	,	PUNCTclause
au	au	ADP_DET
milieu	milieu	NOUN
,	,	PUNCTclause
le	le	DET
secrétaire	secrétaire	NOUN
à	à	ADP
cylindre	cylindrer	VERB
,	,	PUNCTclause
vide	vider	VERB
comme	comme	ADP
la	le	DET
caisse	caisse	NOUN
!	!	PUNCTsent
deux	deux	NUM
fauteuils	fauteuil	NOUN
de	de	ADP
travail	travail	NOUN
de	de	ADP
chaque	chaque	DET
côté	côté	NOUN
de	de	ADP
une	un	DET
cheminée	cheminée	NOUN
à	à	ADP
feu	feu	NOUN
de	de	ADP
charbon	charbon	NOUN
de	de	ADP
terre	terre	NOUN
.	.	PUNCTsent
Sur	sur	ADP
le	le	DET
carreau	carreau	NOUN
,	,	PUNCTclause
se	se	PRON
étalait	étaler	VERB
un	un	DET
tapis	tapis	NOUN
de	de	ADP
occasion	occasion	NOUN
,	,	PUNCTclause
comme	comme	ADP
les	le	DET
créances	créance	NOUN
.	.	PUNCTsent
Enfin	enfin	ADV
,	,	PUNCTclause
on	on	PRON
voyait	voir	VERB
ce	ce	DET
meuble-meublant	meuble-meublant	NOUN
en	en	ADP
acajou	acajou	NOUN
qui	qui	PRON
se	se	PRON
vend	vendre	VERB
dans	dans	ADP
nos	nos	DET
Études	étude	NOUN
depuis	depuis	ADP
cinquante	cinquante	NUM
ans	an	NOUN
de	de	ADP
prédécesseur	prédécesseur	NOUN
à	à	ADP
successeur	successeur	NOUN
.	.	PUNCTsent
Vous	vous	PRON
connaissez	connaître	VERB
maintenant	maintenant	ADV
chacun	chacun	PRON
des	un	ADP_DET
deux	deux	NUM
adversaires	adversaire	NOUN
.	.	PUNCTsent
Or	or	NOUN
,	,	PUNCTclause
dans	dans	ADP
les	le	DET
trois	trois	NUM
premiers	premier	ADJ
mois	mois	NOUN
de	de	ADP
leur	leur	DET
association	association	NOUN
,	,	PUNCTclause
qui	qui	PRON
se	se	PRON
liquida	liquider	VERB
par	par	ADP
des	un	DET
coups	coup	NOUN
de	de	ADP
poing	poing	NOUN
au bout de	au bout de	ADP
sept	sept	NUM
mois	mois	NOUN
,	,	PUNCTclause
Cérizet	Cérizet	PROPN
et	et	CCONJ
Claparon	Claparon	PROPN
achetèrent	acheter	VERB
deux	deux	NUM
mille	mille	NUM
francs	franc	NOUN
de	de	ADP
effets	effet	NOUN
signés	signer	VERB
Maxime	Maxime	PROPN
(	(	PUNCTclause
puisque	puisque	SCONJ
Maxime	Maxime	PROPN
il y a	il y a	VERB
)	)	PUNCTclause
,	,	PUNCTclause
et	et	CCONJ
rembourrés	rembourrer	VERB
de	de	ADP
deux	deux	NUM
dossiers	dossier	NOUN
(	(	PUNCTclause
jugement	jugement	NOUN
,	,	PUNCTclause
appel	appel	NOUN
,	,	PUNCTclause
arrêt	arrêt	NOUN
,	,	PUNCTclause
exécution	exécution	NOUN
,	,	PUNCTclause
référé	référer	VERB
)	)	PUNCTclause
,	,	PUNCTclause
bref	bref	INTJ
une	un	DET
créance	créance	NOUN
de	de	ADP
trois	trois	NUM
mille	mille	NUM
deux	deux	NUM
cents	cents	NUM
francs	franc	NOUN
et	et	CCONJ
des	un	DET
centimes	centime	NOUN
que	que	SCONJ
ils	ils	PRON
eurent	avoir	VERB
pour	pour	ADP
cinq	cinq	NUM
cents	cents	NUM
francs	franc	NOUN
par	par	ADP
un	un	DET
transport	transport	NOUN
sous	sous	ADP
signature	signature	NOUN
privée	privé	ADJ
,	,	PUNCTclause
avec	avec	ADP
procuration	procuration	NOUN
spéciale	spécial	ADJ
pour	pour	ADP
agir	agir	VERB
,	,	PUNCTclause
afin de	afin de	ADP
éviter	éviter	VERB
les	le	DET
frais	frais	NOUN
…	…	PUNCTsent
Dans	dans	ADP
ce	ce	DET
temps	temps	NOUN
,	,	PUNCTclause
Maxime	Maxime	PROPN
,	,	PUNCTclause
déjà	déjà	ADV
mûr	mûr	ADJ
,	,	PUNCTclause
eut	avoir	VERB
l'un	l'un	PRON
de	de	ADP
ces	ce	DET
caprices	caprice	NOUN
particuliers	particulier	ADJ
aux	au	ADP_DET
quinquagénaires	quinquagénaire	NOUN
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Antonia	Antonia	PROPN
!	!	PUNCTsent
se	se	PRON
écria	écrier	VERB
la	le	DET
Palférine	Palférine	PROPN
.	.	PUNCTsent
Cette	ce	DET
Antonia	Antonia	PROPN
dont	dont	PRON
la	le	DET
fortune	fortune	NOUN
a	avoir	AUX
été	être	AUX
faite	faire	VERB
par	par	ADP
une	un	DET
lettre	lettre	NOUN
où	où	PRON
je	je	PRON
lui	lui	PRON
réclamais	réclamer	VERB
une	un	DET
brosse	brosse	NOUN
à	à	ADP
dents	dent	NOUN
!	!	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Son	son	DET
vrai	vrai	ADJ
nom	nom	NOUN
est	être	AUX
Chocardelle	Chocardelle	PROPN
,	,	PUNCTclause
dit	dire	VERB
Malaga	Malaga	PROPN
que	que	SCONJ
ce	ce	DET
nom	nom	NOUN
prétentieux	prétentieux	ADJ
importunait	importuner	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
ce	ce	PRON
est	être	AUX
cela	cela	PRON
,	,	PUNCTclause
reprit	reprendre	VERB
Desroches	Desroches	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Maxime	Maxime	PROPN
ne	ne	ADV
a	avoir	AUX
commis	commettre	VERB
que	que	SCONJ
cette	ce	DET
faute	faute	NOUN
dans	dans	ADP
toute	toute	DET
sa	son	DET
vie	vie	NOUN
;	;	PUNCTclause
mais	mais	CCONJ
,	,	PUNCTclause
que	que	SCONJ
voulez	vouloir	VERB
vous	vous	PRON
?…	?…	PUNCTsent
le	le	DET
Vice	Vice	PROPN
ne	ne	ADV
est	être	AUX
pas	pas	ADV
parfait	parfait	ADJ
!	!	PUNCTsent
dit	dire	VERB
Bixiou	Bixiou	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Maxime	Maxime	PROPN
ignorait	ignorer	VERB
encore	encore	ADV
la	le	DET
vie	vie	NOUN
que	que	PRON
on	on	PRON
mène	mener	VERB
avec	avec	ADP
une	un	DET
petite	petit	ADJ
fille	fille	NOUN
de	de	ADP
dix-huit	dix-huit	NUM
ans	an	NOUN
,	,	PUNCTclause
qui	qui	PRON
veut	vouloir	VERB
se	se	PRON
jeter	jeter	VERB
la	le	DET
tête	tête	NOUN
la	le	DET
première	premier	ADJ
par	par	ADP
son	son	DET
honnête	honnête	ADJ
mansarde	mansarde	NOUN
,	,	PUNCTclause
pour	pour	ADP
tomber	tomber	VERB
dans	dans	ADP
un	un	DET
somptueux	somptueux	ADJ
équipage	équipage	NOUN
,	,	PUNCTclause
reprit	reprendre	VERB
Desroches	Desroches	PROPN
,	,	PUNCTclause
et	et	CCONJ
les	le	DET
homme d'État	homme d'État	NOUN
doivent	devoir	VERB
tout	tout	PRON
savoir	savoir	VERB
.	.	PUNCTsent
À	à	ADP
cette	ce	DET
époque	époque	NOUN
,	,	PUNCTclause
de	de	ADP
Marsay	Marsay	PROPN
venait	venir	VERB
de	de	ADP
employer	employer	VERB
son	son	DET
ami	ami	NOUN
,	,	PUNCTclause
notre	notre	DET
ami	ami	NOUN
dans	dans	ADP
la	le	DET
haute	haut	ADJ
comédie	comédie	NOUN
de	de	ADP
la	le	DET
politique	politique	NOUN
.	.	PUNCTsent
Homme	homme	NOUN
à	à	ADP
grandes	grand	ADJ
conquêtes	conquête	NOUN
,	,	PUNCTclause
Maxime	Maxime	PROPN
ne	ne	ADV
avait	avoir	AUX
connu	connaître	VERB
que	que	PRON
des	un	DET
femmes	femme	NOUN
titrées	titré	ADJ
;	;	PUNCTclause
et	et	CCONJ
,	,	PUNCTclause
à	à	ADP
cinquante	cinquante	NUM
ans	an	NOUN
,	,	PUNCTclause
il	il	PRON
avait	avoir	AUX
bien	bien	ADV
le	le	DET
droit	droit	NOUN
de	de	ADP
mordre	mordre	VERB
à	à	ADP
un	un	DET
petit	petit	ADJ
fruit	fruit	NOUN
soi-disant	soi-disant	ADJ
sauvage	sauvage	ADJ
,	,	PUNCTclause
comme	comme	ADP
un	un	DET
chasseur	chasseur	NOUN
qui	qui	PRON
fait	faire	VERB
une	un	DET
halte	halte	NOUN
dans	dans	ADP
le	le	DET
champ	champ	NOUN
de	de	ADP
un	un	DET
paysan	paysan	NOUN
sous	sous	ADP
un	un	DET
pommier	pommier	NOUN
.	.	PUNCTsent
Le	le	DET
comte	comte	NOUN
trouva	trouver	VERB
pour	pour	ADP
mademoiselle	mademoiselle	NOUN
Chocardelle	Chocardelle	PROPN
un	un	DET
cabinet	cabinet	NOUN
littéraire	littéraire	ADJ
assez	assez	ADV
élégant	élégant	ADJ
,	,	PUNCTclause
une	un	DET
occasion	occasion	NOUN
,	,	PUNCTclause
comme	comme	SCONJ
toujours	toujours	ADV
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Bah	bah	INTJ
!	!	PUNCTsent
elle	elle	PRON
ne	ne	ADV
y	y	PRON
est	être	AUX
pas	pas	ADV
restée	rester	VERB
six	six	NUM
mois	mois	NOUN
,	,	PUNCTclause
dit	dire	VERB
Nathan	Nathan	PROPN
,	,	PUNCTclause
elle	elle	PRON
était	être	AUX
trop	trop	ADV
belle	beau	ADJ
pour	pour	ADP
tenir	tenir	VERB
un	un	DET
cabinet	cabinet	NOUN
littéraire	littéraire	ADJ
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Serais	être	AUX
tu	tu	PRON
le	le	DET
père	père	NOUN
de	de	ADP
son	son	DET
enfant	enfant	NOUN
?…	?…	PUNCTsent
demanda	demander	VERB
la	le	DET
Lorette	Lorette	PROPN
à	à	ADP
Nathan	Nathan	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Un	un	PRON
matin	matin	NOUN
,	,	PUNCTclause
reprit	reprendre	VERB
Desroches	Desroches	PROPN
,	,	PUNCTclause
Cérizet	Cérizet	PROPN
,	,	PUNCTclause
qui	qui	PRON
depuis	depuis	ADP
l'	le	DET
achat	achat	NOUN
de	de	ADP
la	le	DET
créance	créance	NOUN
sur	sur	ADP
Maxime	Maxime	PROPN
,	,	PUNCTclause
était	être	AUX
arrivé	arriver	VERB
par	par	ADP
degrés	degré	NOUN
à	à	ADP
une	un	DET
tenue	tenue	NOUN
de	de	ADP
premier	premier	ADJ
clerc	clerc	NOUN
de	de	ADP
huissier	huissier	NOUN
,	,	PUNCTclause
fut	être	AUX
introduit	introduire	VERB
,	,	PUNCTclause
après	après	ADP
sept	sept	NUM
tentatives	tentative	NOUN
inutiles	inutile	ADJ
,	,	PUNCTclause
chez	chez	ADP
le	le	DET
comte	comte	NOUN
.	.	PUNCTsent
Suzon	Suzon	PROPN
,	,	PUNCTclause
le	le	DET
vieux	vieux	ADJ
valet de chambre	valet de chambre	NOUN
,	,	PUNCTclause
quoique	quoique	SCONJ
profès	profès	ADJ
,	,	PUNCTclause
avait	avoir	AUX
fini	finir	VERB
par	par	ADP
prendre	prendre	VERB
Cérizet	Cérizet	PROPN
pour	pour	ADP
un	un	DET
solliciteur	solliciteur	NOUN
qui	qui	PRON
venait	venir	VERB
proposer	proposer	VERB
mille	mille	NUM
écus	écu	NOUN
à	à	ADP
Maxime	Maxime	PROPN
si	si	SCONJ
il	il	PRON
voulait	vouloir	VERB
faire	faire	AUX
obtenir	obtenir	VERB
à	à	ADP
une	un	DET
jeune	jeune	ADJ
dame	dame	NOUN
un	un	DET
bureau	bureau	NOUN
de	de	ADP
papier	papier	NOUN
timbré	timbrer	VERB
.	.	PUNCTsent
Suzon	Suzon	PROPN
,	,	PUNCTclause
sans	sans	ADP
aucune	aucun	DET
défiance	défiance	NOUN
sur	sur	ADP
ce	ce	DET
petit	petit	ADJ
drôle	drôle	NOUN
,	,	PUNCTclause
un	un	DET
vrai	vrai	ADJ
gamin	gamin	NOUN
de	de	ADP
Paris	Paris	PROPN
frotté	frotter	VERB
de	de	ADP
prudence	prudence	NOUN
par	par	ADP
ses	son	DET
condamnations	condamnation	NOUN
en	en	ADP
police	police	NOUN
correctionnelle	correctionnel	ADJ
,	,	PUNCTclause
engagea	engager	VERB
son	son	DET
maître	maître	NOUN
à	à	ADP
le	le	DET
recevoir	recevoir	VERB
.	.	PUNCTsent
Voyez	voir	VERB
vous	vous	PRON
cet	ce	DET
homme d'affaires	homme d'affaires	NOUN
,	,	PUNCTclause
au	au	ADP_DET
regard	regard	NOUN
trouble	trouble	ADJ
,	,	PUNCTclause
aux	au	ADP_DET
cheveux	cheveu	NOUN
rares	rare	ADJ
,	,	PUNCTclause
au	au	ADP_DET
front	front	NOUN
dégarni	dégarnir	VERB
,	,	PUNCTclause
à	à	ADP
petit	petit	ADJ
habit	habit	NOUN
sec	sec	ADJ
et	et	CCONJ
noir	noir	ADJ
,	,	PUNCTclause
en	en	ADP
bottes	botte	NOUN
crottées	crotter	VERB
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Quelle	quel	DET
image	image	NOUN
de	de	ADP
la	le	DET
Créance	créance	NOUN
!	!	PUNCTsent
se	se	PRON
écria	écrier	VERB
Lousteau	Lousteau	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Devant	devoir	VERB
le	le	DET
comte	comte	NOUN
,	,	PUNCTclause
reprit	reprendre	VERB
Desroches	Desroches	PROPN
(	(	PUNCTclause
l'	le	DET
image	image	NOUN
de	de	ADP
la	le	DET
Dette	Dette	PROPN
insolente	insolent	ADJ
)	)	PUNCTclause
,	,	PUNCTclause
en	en	ADP
robe de chambre	robe de chambre	NOUN
de	de	ADP
flanelle	flanelle	NOUN
bleue	bleu	ADJ
,	,	PUNCTclause
en	en	ADP
pantoufles	pantoufle	NOUN
brodées	broder	VERB
par	par	ADP
quelque	quelque	DET
marquise	marquis	NOUN
,	,	PUNCTclause
en	en	ADP
pantalon	pantalon	NOUN
de	de	ADP
lainage	lainage	NOUN
blanc	blanc	ADJ
,	,	PUNCTclause
ayant	avoir	VERB
sur	sur	ADP
ses	son	DET
cheveux	cheveu	NOUN
teints	teint	ADJ
en	en	ADP
noir	noir	NOUN
une	un	DET
magnifique	magnifique	ADJ
calotte	calotte	NOUN
,	,	PUNCTclause
une	un	DET
chemise	chemise	NOUN
éblouissante	éblouissant	ADJ
,	,	PUNCTclause
et	et	CCONJ
jouant	jouer	VERB
avec	avec	ADP
les	le	DET
glands	gland	NOUN
de	de	ADP
sa	son	DET
ceinture	ceinture	NOUN
?…	?…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
ce	ce	PRON
est	être	AUX
un	un	DET
tableau	tableau	NOUN
de	de	ADP
genre	genre	NOUN
,	,	PUNCTclause
dit	dire	VERB
Nathan	Nathan	PROPN
,	,	PUNCTclause
pour	pour	ADP
qui	qui	PRON
connaît	connaître	VERB
le	le	DET
joli	joli	ADJ
petit	petit	ADJ
salon	salon	NOUN
de	de	ADP
attente	attente	NOUN
où	où	PRON
Maxime	Maxime	PROPN
déjeune	déjeuner	VERB
,	,	PUNCTclause
plein	plein	ADJ
de	de	ADP
tableaux	tableau	NOUN
de	de	ADP
une	un	DET
grande	grand	ADJ
valeur	valeur	NOUN
,	,	PUNCTclause
tendu	tendre	VERB
de	de	ADP
soie	soie	NOUN
,	,	PUNCTclause
où	où	PRON
l'on	on	PRON
marche	marcher	VERB
sur	sur	ADP
un	un	DET
tapis	tapis	NOUN
de	de	ADP
Smyrne	Smyrne	PROPN
,	,	PUNCTclause
en	en	ADP
admirant	admirer	VERB
des	un	DET
étagères	étagère	NOUN
pleines	plein	ADJ
de	de	ADP
curiosités	curiosité	NOUN
,	,	PUNCTclause
de	de	ADP
raretés	rareté	NOUN
à	à	ADP
faire	faire	VERB
envie	envie	NOUN
à	à	ADP
un	un	DET
roi	roi	NOUN
de	de	ADP
Saxe	Saxe	PROPN
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Voici	voici	ADP
la	le	DET
scène	scène	NOUN
,	,	PUNCTclause
dit	dire	VERB
Desroches	Desroches	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Sur	sur	ADP
ce	ce	DET
mot	mot	NOUN
,	,	PUNCTclause
le	le	DET
conteur	conteur	NOUN
obtint	obtenir	VERB
le	le	DET
plus	plus	ADV
profond	profond	ADJ
silence	silence	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
«	«	PUNCTclause
—	—	PUNCTclause
Monsieur	monsieur	NOUN
le	le	DET
comte	comte	NOUN
,	,	PUNCTclause
dit	dire	VERB
Cérizet	Cérizet	PROPN
,	,	PUNCTclause
je	je	PRON
suis	être	AUX
envoyé	envoyer	VERB
par	par	ADP
un	un	DET
monsieur	monsieur	NOUN
Charles	Charles	PROPN
Claparon	Claparon	PROPN
,	,	PUNCTclause
ancien	ancien	ADJ
banquier	banquier	NOUN
.	.	PUNCTsent
—	—	PUNCTclause
ha	ha	INTJ
!	!	PUNCTsent
que	que	SCONJ
me	me	PRON
veut	vouloir	VERB
il	il	PRON
,	,	PUNCTclause
le	le	DET
pauvre diable	pauvre diable	NOUN
?…	?…	PUNCTsent
—	—	PUNCTclause
Mais	mais	CCONJ
il	il	PRON
est	être	AUX
devenu	devenir	VERB
votre	votre	DET
créancier	créancier	NOUN
pour	pour	ADP
une	un	DET
somme	somme	NOUN
de	de	ADP
trois	trois	NUM
mille	mille	NUM
deux	deux	NUM
cents	cents	NUM
francs	franc	NOUN
soixante-quinze	soixante-quinze	NUM
centimes	centime	NOUN
,	,	PUNCTclause
en	en	ADP
capital	capital	NOUN
,	,	PUNCTclause
intérêts	intérêt	NOUN
et	et	CCONJ
frais	frais	NOUN
…	…	PUNCTsent
—	—	PUNCTclause
La	le	DET
créance	créance	NOUN
Coutelier	Coutelier	PROPN
,	,	PUNCTclause
dit	dire	VERB
Maxime	Maxime	PROPN
qui	qui	PRON
savait	savoir	VERB
ses	son	DET
affaires	affaire	NOUN
comme	comme	ADP
un	un	DET
pilote	pilote	NOUN
connaît	connaître	VERB
sa	son	DET
côte	côte	NOUN
.	.	PUNCTsent
—	—	PUNCTclause
Oui	oui	INTJ
,	,	PUNCTclause
monsieur	monsieur	NOUN
le	le	DET
comte	comte	NOUN
,	,	PUNCTclause
répond	répondre	VERB
Cérizet	Cérizet	PROPN
en	en	ADP
se	se	PRON
inclinant	incliner	VERB
.	.	PUNCTsent
Je	je	PRON
viens	venir	VERB
savoir	savoir	VERB
quelles	quel	DET
sont	être	AUX
vos	vos	DET
intentions	intention	NOUN
?	?	PUNCTsent
—	—	PUNCTclause
Je	je	PRON
ne	ne	ADV
payerai	payer	VERB
cette	ce	DET
créance	créance	NOUN
que	que	SCONJ
à	à	ADP
ma	mon	DET
fantaisie	fantaisie	NOUN
,	,	PUNCTclause
répondit	répondre	VERB
Maxime	Maxime	PROPN
en	en	ADP
sonnant	sonner	VERB
pour	pour	ADP
faire	faire	AUX
venir	venir	VERB
Suzon	Suzon	PROPN
.	.	PUNCTsent
Claparon	Claparon	PROPN
est	être	AUX
bien	bien	ADV
osé	oser	VERB
de	de	ADP
acheter	acheter	VERB
une	un	DET
créance	créance	NOUN
sur	sur	ADP
moi	moi	PRON
sans	sans	ADP
me	me	PRON
consulter	consulter	VERB
!	!	PUNCTsent
je	je	PRON
en	en	PRON
suis	être	AUX
fâché	fâcher	VERB
pour	pour	ADP
lui	lui	PRON
,	,	PUNCTclause
qui	qui	PRON
,	,	PUNCTclause
pendant	pendant	ADP
si	si	SCONJ
longtemps	longtemps	ADV
,	,	PUNCTclause
se	se	PRON
est	être	AUX
si	si	ADV
bien	bien	ADV
comporté	comporter	VERB
comme	comme	ADP
l'	le	DET
homme	homme	NOUN
de	de	ADP
paille	paille	NOUN
de	de	ADP
mes	mon	DET
amis	ami	NOUN
.	.	PUNCTsent
Je	je	PRON
disais	dire	VERB
de	de	ADP
lui	lui	PRON
:	:	PUNCTclause
Vraiment	vraiment	ADV
il	il	PRON
faut	falloir	VERB
être	être	AUX
imbécile	imbécile	ADJ
pour	pour	ADP
servir	servir	VERB
,	,	PUNCTclause
avec	avec	ADP
si	si	SCONJ
peu de	peu de	DET
gages	gage	NOUN
et	et	CCONJ
tant de	tant de	DET
fidélité	fidélité	NOUN
,	,	PUNCTclause
des	un	DET
hommes	homme	NOUN
qui	qui	PRON
se	se	PRON
bourrent	bourrer	VERB
de	de	ADP
millions	million	NOUN
.	.	PUNCTsent
hé	hé	INTJ
!	!	PUNCTsent
bien	bien	ADV
,	,	PUNCTclause
il	il	PRON
me	me	PRON
donne	donner	VERB
là	là	ADV
une	un	DET
preuve	preuve	NOUN
de	de	ADP
sa	son	DET
bêtise	bêtise	NOUN
…	…	PUNCTsent
Oui	oui	INTJ
,	,	PUNCTclause
les	le	DET
hommes	homme	NOUN
méritent	mériter	VERB
leur	leur	DET
sort	sort	NOUN
!	!	PUNCTsent
on	on	PRON
chausse	chausser	VERB
une	un	DET
couronne	couronne	NOUN
ou	ou	CCONJ
un	un	DET
boulet	boulet	NOUN
!	!	PUNCTsent
on	on	PRON
est	être	AUX
millionnaire	millionnaire	NOUN
ou	ou	CCONJ
portier	portier	NOUN
,	,	PUNCTclause
et	et	CCONJ
tout	tout	PRON
est	être	AUX
juste	juste	ADV
.	.	PUNCTsent
Que	que	SCONJ
voulez	vouloir	VERB
vous	vous	PRON
,	,	PUNCTclause
mon	mon	DET
cher	cher	ADJ
?	?	PUNCTsent
Moi	moi	PRON
,	,	PUNCTclause
je	je	PRON
ne	ne	ADV
suis	être	AUX
pas	pas	ADV
un	un	DET
roi	roi	NOUN
,	,	PUNCTclause
je	je	PRON
tiens	tenir	VERB
à	à	ADP
mes	mon	DET
principes	principe	NOUN
.	.	PUNCTsent
Je	je	PRON
suis	être	AUX
sans	sans	ADP
pitié	pitié	NOUN
pour	pour	ADP
ceux	ceux	PRON
qui	qui	PRON
me	me	PRON
font	faire	VERB
des	un	DET
frais	frais	NOUN
ou	ou	CCONJ
qui	qui	PRON
ne	ne	ADV
savent	savoir	VERB
pas	pas	ADV
leur	leur	DET
métier	métier	NOUN
de	de	ADP
créancier	créancier	NOUN
.	.	PUNCTsent
Suzon	Suzon	PROPN
,	,	PUNCTclause
mon	mon	DET
thé	thé	NOUN
!	!	PUNCTsent
Tu	tu	PRON
vois	voir	VERB
monsieur	monsieur	NOUN
?…	?…	PUNCTsent
dit	dire	VERB
il	il	PRON
au	au	ADP_DET
valet de chambre	valet de chambre	NOUN
.	.	PUNCTsent
hé	hé	INTJ
!	!	PUNCTsent
bien	bien	ADV
,	,	PUNCTclause
tu	tu	PRON
te	te	PRON
es	être	AUX
laissé	laisser	VERB
attraper	attraper	VERB
,	,	PUNCTclause
mon	mon	DET
pauvre	pauvre	NOUN
vieux	vieux	ADJ
.	.	PUNCTsent
Monsieur	monsieur	NOUN
est	être	AUX
un	un	DET
créancier	créancier	NOUN
,	,	PUNCTclause
tu	tu	PRON
aurais	avoir	AUX
dû	devoir	VERB
le	le:PRON	PRON
reconnaître	reconnaître	VERB
à	à	ADP
ses	son	DET
bottes	botte	NOUN
.	.	PUNCTsent
Ni	ni	CCONJ
mes	mon	DET
amis	ami	NOUN
,	,	PUNCTclause
ni	ni	CCONJ
des	un	DET
indifférents	indifférent	NOUN
qui	qui	PRON
ont	avoir	VERB
besoin	besoin	NOUN
de	de	ADP
moi	moi	PRON
,	,	PUNCTclause
ni	ni	CCONJ
mes	mon	DET
ennemis	ennemi	NOUN
ne	ne	ADV
viennent	venir	VERB
me	me	PRON
voir	voir	VERB
à	à	ADP
pied	pied	NOUN
.	.	PUNCTsent
Mon	mon	DET
cher	cher	ADJ
monsieur	monsieur	NOUN
Cérizet	Cérizet	PROPN
,	,	PUNCTclause
vous	vous	PRON
comprenez	comprendre	VERB
!	!	PUNCTsent
Vous	vous	PRON
ne	ne	ADV
essuierez	essuyer	VERB
plus	plus	ADV
vos	vos	DET
bottes	botte	NOUN
sur	sur	ADP
mon	mon	DET
tapis	tapis	NOUN
,	,	PUNCTclause
dit	dire	VERB
il	il	PRON
en	en	PRON
regardant	regarder	VERB
la	le	DET
crotte	crotte	NOUN
qui	qui	PRON
blanchissait	blanchir	VERB
les	le	DET
semelles	semelle	NOUN
de	de	ADP
son	son	DET
adversaire	adversaire	NOUN
…	…	PUNCTsent
Vous	vous	PRON
ferez	faire	VERB
mes	mon	DET
compliments	compliment	NOUN
de	de	ADP
condoléance	condoléance	NOUN
à	à	ADP
ce	ce	DET
pauvre	pauvre	NOUN
Boniface	Boniface	PROPN
de	de	ADP
Claparon	Claparon	PROPN
,	,	PUNCTclause
car	car	CCONJ
je	je	PRON
mettrai	mettre	VERB
cette	ce	DET
affaire	affaire	NOUN
dans	dans	ADP
le	le	DET
Z.	Z.	PROPN
—	—	PUNCTclause
(	(	PUNCTclause
Tout	tout	ADJ
cela	cela	PRON
se	se	PRON
disait	dire	VERB
de	de	ADP
un	un	DET
ton	ton	NOUN
de	de	ADP
bonhomie	bonhomie	NOUN
à	à	ADP
donner	donner	VERB
la	le	DET
colique	colique	NOUN
à	à	ADP
de	de	DET
vertueux	vertueux	ADJ
bourgeois	bourgeois	NOUN
.	.	PUNCTsent
)	)	PUNCTclause
—	—	PUNCTclause
Vous	vous	PRON
avez	avoir	AUX
tort	tort	NOUN
,	,	PUNCTclause
monsieur	monsieur	NOUN
le	le	DET
comte	comte	NOUN
,	,	PUNCTclause
répondit	répondre	VERB
