# columns = TERM LEMMA POS
# identifier = balzac1839FC24
# creator = Balzac, Honoré de
# created = 1839
# modified = 1844
# title = Pierre Grassou. Études de mœurs. Scènes de la vie privée

↵↵	↵↵	PUNCTstruct
Fougères	fougère	ADJ
l'	le	DET
eut	avoir	AUX
mis	mettre	VERB
face à face	face à face	NOUN
avec	avec	ADP
l'	le	DET
œuvre	œuvre	NOUN
,	,	PUNCTclause
Schinner	Schinner	PROPN
,	,	PUNCTclause
au	au	ADP_DET
premier	premier	ADJ
coups d'œil	coups d'œil	NOUN
,	,	PUNCTclause
serra	serrer	VERB
la	le	DET
main	main	NOUN
de	de	ADP
Fougères	Fougères	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Tu	tu	PRON
es	être	AUX
un	un	DET
brave	brave	ADJ
garçon	garçon	NOUN
,	,	PUNCTclause
tu	tu	PRON
as	avoir	VERB
un	un	DET
cœur	cœur	NOUN
de	de	ADP
or	or	NOUN
,	,	PUNCTclause
il	il	PRON
ne	ne	ADV
faut	falloir	VERB
pas	pas	ADV
te	te	PRON
tromper	tromper	VERB
.	.	PUNCTsent
écoute	écouter	VERB
?	?	PUNCTsent
tu	tu	PRON
tiens	tenir	VERB
toutes	tout	ADJ
les	le	DET
promesses	promesse	NOUN
que	que	SCONJ
tu	tu	PRON
faisais	faire	VERB
à	à	ADP
l'	le	DET
atelier	atelier	NOUN
.	.	PUNCTsent
Quand	quand	SCONJ
on	on	PRON
trouve	trouver	VERB
ces	ce	DET
choses	chose	NOUN
au bout de	au bout de	ADP
sa	son	DET
brosse	brosse	NOUN
,	,	PUNCTclause
mon	mon	DET
bon	bon	ADJ
Fougères	fougère	NOUN
,	,	PUNCTclause
il	il	PRON
vaut	valoir	VERB
mieux	mieux	ADV
laisser	laisser	VERB
ses	son	DET
couleurs	couleur	NOUN
chez	chez	ADP
Brullon	Brullon	PROPN
,	,	PUNCTclause
et	et	CCONJ
ne	ne	ADV
pas	pas	ADV
voler	voler	VERB
la	le	DET
toile	toile	NOUN
aux	au	ADP_DET
autres	autre	ADJ
.	.	PUNCTsent
Rentre	rentrer	VERB
de bonne heure	de bonne heure	ADV
,	,	PUNCTclause
mets	mettre	VERB
un	un	DET
bonnet	bonnet	NOUN
de	de	ADP
coton	coton	NOUN
,	,	PUNCTclause
couche	couche	NOUN
toi	toi	PRON
sur	sur	ADP
les	le	DET
neuf	neuf	NUM
heures	heure	NOUN
;	;	PUNCTclause
va	aller	VERB
le	le	DET
matin	matin	NOUN
,	,	PUNCTclause
à	à	ADP
dix	dix	NUM
heures	heure	NOUN
,	,	PUNCTclause
à	à	ADP
quelque	quelque	DET
bureau	bureau	NOUN
où	où	PRON
tu	tu	PRON
demanderas	demander	VERB
une	un	DET
place	place	NOUN
,	,	PUNCTclause
et	et	CCONJ
quitte	quitter	VERB
les	le	DET
Arts	Arts	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Mon	mon	DET
ami	ami	NOUN
,	,	PUNCTclause
dit	dire	VERB
Fougères	Fougères	PROPN
,	,	PUNCTclause
ma	mon	DET
toile	toile	NOUN
a	avoir	AUX
déjà	déjà	ADV
été	être	AUX
condamnée	condamner	VERB
,	,	PUNCTclause
et	et	CCONJ
ce	ce	PRON
ne	ne	ADV
est	être	AUX
pas	pas	ADV
l'	le	DET
arrêt	arrêt	NOUN
que	que	PRON
je	je	PRON
demande	demander	VERB
,	,	PUNCTclause
mais	mais	CCONJ
les	le	DET
motifs	motif	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
hé	hé	INTJ
!	!	PUNCTsent
bien	bien	ADV
,	,	PUNCTclause
tu	tu	PRON
fais	faire	AUX
gris	gris	NOUN
et	et	CCONJ
sombre	sombre	ADJ
,	,	PUNCTclause
tu	tu	PRON
vois	voir	VERB
la	le	DET
Nature	nature	NOUN
à travers	à travers	ADP
un	un	DET
crêpe	crêpe	NOUN
;	;	PUNCTclause
ton	ton	DET
dessin	dessin	NOUN
est	être	AUX
lourd	lourd	ADJ
,	,	PUNCTclause
empâté	empâter	VERB
;	;	PUNCTclause
ta	ton	DET
composition	composition	NOUN
est	être	AUX
un	un	DET
pastiche	pastiche	NOUN
de	de	ADP
Greuze	Greuze	PROPN
qui	qui	PRON
ne	ne	ADV
rachetait	racheter	VERB
ses	son	DET
défauts	défaut	NOUN
que	que	PRON
par	par	ADP
les	le	DET
qualités	qualité	NOUN
qui	qui	PRON
te	te	PRON
manquent	manquer	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
En	en	ADP
détaillant	détailler	VERB
les	le	DET
fautes	faute	NOUN
du	du	ADP_DET
tableau	tableau	NOUN
,	,	PUNCTclause
Schinner	Schinner	PROPN
vit	vivre	VERB
sur	sur	ADP
la	le	DET
figure	figure	NOUN
de	de	ADP
Fougères	Fougères	PROPN
une	un	DET
si	si	SCONJ
profonde	profond	ADJ
expression	expression	NOUN
de	de	ADP
tristesse	tristesse	NOUN
que	que	SCONJ
il	il	PRON
l'	le	DET
emmena	emmener	VERB
dîner	dîner	VERB
et	et	CCONJ
tâcha	tâcher	VERB
de	de	ADP
le	le	DET
consoler	consoler	VERB
.	.	PUNCTsent
Le	le	DET
lendemain	lendemain	NOUN
,	,	PUNCTclause
dès	dès	ADP
sept	sept	NUM
heures	heure	NOUN
,	,	PUNCTclause
Fougères	Fougères	PROPN
à	à	ADP
son	son	DET
chevalet	chevalet	NOUN
,	,	PUNCTclause
retravaillait	retravailler	VERB
le	le	DET
tableau	tableau	NOUN
condamné	condamner	VERB
;	;	PUNCTclause
il	il	PRON
en	en	PRON
réchauffait	réchauffer	VERB
la	le	DET
couleur	couleur	NOUN
,	,	PUNCTclause
il	il	PRON
y	y	PRON
faisait	faire	VERB
les	le	DET
corrections	correction	NOUN
indiquées	indiquer	VERB
par	par	ADP
Schinner	Schinner	PROPN
,	,	PUNCTclause
il	il	PRON
replâtrait	replâtrer	VERB
ses	son	DET
figures	figure	NOUN
.	.	PUNCTsent
Puis	puis	CCONJ
,	,	PUNCTclause
dégoûté	dégoûter	VERB
de	de	ADP
son	son	DET
rhabillage	rhabillage	NOUN
,	,	PUNCTclause
il	il	PRON
le	le:PRON	PRON
porta	porter	VERB
chez	chez	ADP
Élias	Élias	PROPN
Magus	Magus	PROPN
.	.	PUNCTsent
Élias	Élias	PROPN
Magus	Magus	PROPN
,	,	PUNCTclause
espèce	espèce	NOUN
de	de	ADP
Hollando-Belge-Flamand	Hollando-Belge-Flamand	PROPN
,	,	PUNCTclause
avait	avoir	VERB
trois	trois	NUM
raisons	raison	NOUN
de	de	ADP
est-ce que	est-ce que	ADV
il	il	PRON
devint	devenir	VERB
:	:	PUNCTclause
avare	avare	ADJ
et	et	CCONJ
riche	riche	ADJ
.	.	PUNCTsent
Venu	venir	VERB
de	de	ADP
Bordeaux	Bordeaux	PROPN
,	,	PUNCTclause
il	il	PRON
débutait	débuter	VERB
alors	alors	ADV
à	à	ADP
Paris	Paris	PROPN
,	,	PUNCTclause
brocantait	brocanter	VERB
des	un	DET
tableaux	tableau	NOUN
et	et	CCONJ
demeurait	demeurer	VERB
sur	sur	ADP
le	le	DET
boulevard	boulevard	NOUN
Bonne-Nouvelle	Bonne-Nouvelle	PROPN
.	.	PUNCTsent
Fougères	fougère	NOUN
,	,	PUNCTclause
qui	qui	PRON
comptait	compter	VERB
sur	sur	ADP
sa	son	DET
palette	palette	NOUN
pour	pour	ADP
aller	aller	VERB
chez	chez	ADP
le	le	DET
boulanger	boulanger	NOUN
,	,	PUNCTclause
mangea	manger	VERB
très	très	ADV
intrépidement	intrépidement	ADV
du	du	ADP_DET
pain	pain	NOUN
et	et	CCONJ
des	un	DET
noix	noix	NOUN
,	,	PUNCTclause
ou	ou	CCONJ
du	du	ADP_DET
pain	pain	NOUN
et	et	CCONJ
du	du	ADP_DET
lait	lait	NOUN
,	,	PUNCTclause
ou	ou	CCONJ
du	du	ADP_DET
pain	pain	NOUN
et	et	CCONJ
des	un	DET
cerises	cerise	NOUN
,	,	PUNCTclause
ou	ou	CCONJ
du	du	ADP_DET
pain	pain	NOUN
et	et	CCONJ
du	du	ADP_DET
fromage	fromage	NOUN
,	,	PUNCTclause
selon	selon	ADP
les	le	DET
saisons	saison	NOUN
.	.	PUNCTsent
Élias	Élias	PROPN
Magus	Magus	PROPN
,	,	PUNCTclause
à	à	ADP
qui	qui	PRON
Pierre	Pierre	PROPN
offrit	offrir	VERB
sa	son	DET
première	premier	ADJ
toile	toile	NOUN
,	,	PUNCTclause
la	le	DET
guigna	guigner	VERB
longtemps	longtemps	ADV
,	,	PUNCTclause
il	il	PRON
en	en	PRON
donna	donner	VERB
quinze	quinze	NUM
francs	franc	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Avec	avec	ADP
quinze	quinze	NUM
francs	franc	NOUN
de	de	ADP
recette	recette	NOUN
par	par	ADP
an	an	NOUN
et	et	CCONJ
mille	mille	NUM
francs	franc	NOUN
de	de	ADP
dépense	dépense	NOUN
,	,	PUNCTclause
dit	dire	VERB
Fougères	Fougères	PROPN
en	en	ADP
souriant	sourire	VERB
,	,	PUNCTclause
on	on	PRON
va	aller	VERB
vite	vite	ADV
et	et	CCONJ
loin	loin	ADV
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Élias	Élias	PROPN
Magus	Magus	PROPN
fit	faire	AUX
un	un	DET
geste	geste	NOUN
,	,	PUNCTclause
il	il	PRON
se	se	PRON
mordit	mordre	VERB
les	le	DET
pouces	pouce	NOUN
en	en	ADP
pensant	penser	VERB
que	que	SCONJ
il	il	PRON
aurait	avoir	AUX
pu	pouvoir	VERB
avoir	avoir	VERB
le	le	DET
tableau	tableau	NOUN
pour	pour	ADP
cent	cent	NUM
sous	sou	NOUN
.	.	PUNCTsent
Pendant	pendant	ADP
quelques	quelque	DET
jours	jour	NOUN
,	,	PUNCTclause
tous	tout	ADJ
les	le	DET
matins	matin	NOUN
,	,	PUNCTclause
Fougères	Fougères	PROPN
descendit	descendre	VERB
de	de	ADP
la	le	DET
rue	rue	NOUN
des	un	ADP_DET
Martyrs	Martyrs	PROPN
,	,	PUNCTclause
se	se	PRON
cacha	cacher	VERB
dans	dans	ADP
la	le	DET
foule	foule	NOUN
sur	sur	ADP
le	le	DET
boulevard	boulevard	NOUN
opposé	opposer	VERB
à	à	ADP
celui	celui	PRON
où	où	PRON
était	être	AUX
la	le	DET
boutique	boutique	NOUN
de	de	ADP
Magus	Magus	PROPN
,	,	PUNCTclause
et	et	CCONJ
son	son	DET
œil	œil	NOUN
plongeait	plonger	VERB
sur	sur	ADP
son	son	DET
tableau	tableau	NOUN
qui	qui	PRON
ne	ne	ADV
attirait	attirer	VERB
point	point	ADV
les	le	DET
regards	regard	NOUN
des	un	ADP_DET
passants	passant	NOUN
.	.	PUNCTsent
Vers	vers	ADP
la	le	DET
fin	fin	NOUN
de	de	ADP
la	le	DET
semaine	semaine	NOUN
,	,	PUNCTclause
le	le	DET
tableau	tableau	NOUN
disparut	disparaître	VERB
.	.	PUNCTsent
Fougères	fougère	NOUN
remonta	remonter	VERB
le	le	DET
boulevard	boulevard	NOUN
,	,	PUNCTclause
se	se	PRON
dirigea	diriger	VERB
vers	vers	ADP
la	le	DET
boutique	boutique	NOUN
du	du	ADP_DET
brocanteur	brocanteur	NOUN
,	,	PUNCTclause
il	il	PRON
eut	avoir	VERB
l'	le	DET
air	air	NOUN
de	de	ADP
flâner	flâner	VERB
.	.	PUNCTsent
Le	le	DET
Juif	juif	NOUN
était	être	AUX
sur	sur	ADP
sa	son	DET
porte	porte	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Hé	hé	INTJ
!	!	PUNCTsent
bien	bien	ADV
,	,	PUNCTclause
vous	vous	PRON
avez	avoir	AUX
vendu	vendre	VERB
mon	mon	DET
tableau	tableau	NOUN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Le	le:PRON	PRON
voici	voici	ADP
,	,	PUNCTclause
dit	dire	VERB
Magus	Magus	PROPN
,	,	PUNCTclause
je	je	PRON
y	y	PRON
mets	mettre	VERB
une	un	DET
bordure	bordure	NOUN
pour	pour	ADP
pouvoir	pouvoir	VERB
l'	le	DET
offrir	offrir	VERB
à	à	ADP
quelqu'un	quelqu'un	PRON
qui	qui	PRON
croira	croire	VERB
se	se	PRON
connaître	connaître	VERB
en	en	ADP
peinture	peinture	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Fougères	fougère	NOUN
ne	ne	ADV
osa	oser	VERB
plus	plus	ADV
revenir	revenir	VERB
sur	sur	ADP
le	le	DET
Boulevard	boulevard	NOUN
,	,	PUNCTclause
il	il	PRON
entreprit	entreprendre	VERB
un	un	DET
nouveau	nouveau	ADJ
tableau	tableau	NOUN
;	;	PUNCTclause
il	il	PRON
resta	rester	VERB
deux	deux	NUM
mois	mois	NOUN
à	à	ADP
le	le	DET
faire	faire	AUX
en	en	PRON
faisant	faire	VERB
des	un	DET
repas	repas	NOUN
de	de	ADP
souris	souris	NOUN
,	,	PUNCTclause
et	et	CCONJ
se	se	PRON
donnant	donner	VERB
un	un	DET
mal	mal	NOUN
de	de	ADP
galérien	galérien	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Un	un	DET
soir	soir	NOUN
,	,	PUNCTclause
il	il	PRON
alla	aller	VERB
jusque	jusque	ADP
sur	sur	ADP
le	le	DET
Boulevard	boulevard	NOUN
,	,	PUNCTclause
ses	son	DET
pieds	pied	NOUN
le	le	DET
portèrent	porter	VERB
fatalement	fatalement	ADV
jusque	jusque	ADP
à	à	ADP
la	le	DET
boutique	boutique	NOUN
de	de	ADP
Magus	Magus	PROPN
,	,	PUNCTclause
il	il	PRON
ne	ne	ADV
vit	vivre	VERB
son	son	DET
tableau	tableau	NOUN
nulle part	nulle part	ADV
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
je	je	PRON
ai	avoir	AUX
vendu	vendre	VERB
votre	votre	DET
tableau	tableau	NOUN
,	,	PUNCTclause
dit	dire	VERB
le	le	DET
marchand	marchand	NOUN
à	à	ADP
l'	le	DET
artiste	artiste	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Et	et	CCONJ
combien	combien	ADV
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Je	je	PRON
suis	être	AUX
rentré	rentrer	VERB
dans	dans	ADP
mes	mon	DET
fonds	fond	NOUN
avec	avec	ADP
un	un	DET
petit	petit	ADJ
intérêt	intérêt	NOUN
.	.	PUNCTsent
Faites	faire	VERB
moi	moi	PRON
des	un	ADP_DET
intérieurs	intérieur	NOUN
flamands	flamand	ADJ
,	,	PUNCTclause
une	un	DET
leçon	leçon	NOUN
de	de	ADP
anatomie	anatomie	NOUN
,	,	PUNCTclause
un	un	DET
paysage	paysage	NOUN
,	,	PUNCTclause
je	je	PRON
vous	vous	PRON
les	le:PRON	PRON
paierai	payer	VERB
,	,	PUNCTclause
dit	dire	VERB
Élias	Élias	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Fougères	fougère	NOUN
aurait	avoir	AUX
serré	serré	ADJ
Magus	Magus	PROPN
dans	dans	ADP
ses	son	DET
bras	bras	NOUN
,	,	PUNCTclause
il	il	PRON
le	le:PRON	PRON
regardait	regarder	VERB
comme	comme	ADP
un	un	DET
père	père	NOUN
.	.	PUNCTsent
Il	il	PRON
revint	revenir	VERB
,	,	PUNCTclause
la	le	DET
joie	joie	NOUN
au	au	ADP_DET
cœur	cœur	NOUN
:	:	PUNCTclause
le	le	DET
grand	grand	ADJ
peintre	peintre	NOUN
Schinner	Schinner	PROPN
se	se	PRON
était	être	AUX
donc	donc	ADV
trompé	tromper	VERB
!	!	PUNCTsent
Dans	dans	ADP
cette	ce	DET
immense	immense	ADJ
ville	ville	NOUN
de	de	ADP
Paris	Paris	PROPN
,	,	PUNCTclause
il	il	PRON
se	se	PRON
trouvait	trouver	VERB
des	un	DET
cœurs	cœur	NOUN
qui	qui	PRON
battaient	battre	VERB
à l'unisson	à l'unisson	ADP
de	de	ADP
celui	celui	PRON
de	de	ADP
Grassou	Grassou	PROPN
,	,	PUNCTclause
son	son	DET
talent	talent	NOUN
était	être	AUX
compris	comprendre	VERB
et	et	CCONJ
apprécié	apprécier	VERB
.	.	PUNCTsent
Le	le	DET
pauvre	pauvre	NOUN
garçon	garçon	NOUN
,	,	PUNCTclause
à	à	ADP
vingt-sept	vingt-sept	NUM
ans	an	NOUN
,	,	PUNCTclause
avait	avoir	AUX
l'	le	DET
innocence	innocence	NOUN
de	de	ADP
un	un	DET
jeune	jeune	ADJ
homme	homme	NOUN
de	de	ADP
seize	seize	NUM
ans	an	NOUN
.	.	PUNCTsent
Un	un	DET
autre	autre	ADJ
,	,	PUNCTclause
un	un	PRON
de	de	ADP
ces	ce	DET
artistes	artiste	NOUN
défiants	défiant	ADJ
et	et	CCONJ
farouches	farouche	ADJ
,	,	PUNCTclause
aurait	avoir	AUX
remarqué	remarquer	VERB
l'	le	DET
air	air	NOUN
diabolique	diabolique	ADJ
de	de	ADP
Élias	Élias	PROPN
Magus	Magus	PROPN
,	,	PUNCTclause
il	il	PRON
eût	avoir	AUX
observé	observer	VERB
le	le	DET
frétillement	frétillement	NOUN
des	un	ADP_DET
poils	poil	NOUN
de	de	ADP
sa	son	DET
barbe	barbe	NOUN
,	,	PUNCTclause
l'	le	DET
ironie	ironie	NOUN
de	de	ADP
sa	son	DET
moustache	moustache	NOUN
,	,	PUNCTclause
le	le	DET
mouvement	mouvement	NOUN
de	de	ADP
ses	son	DET
épaules	épaule	NOUN
qui	qui	PRON
annonçait	annoncer	VERB
le	le	DET
contentement	contentement	NOUN
du	du	ADP_DET
Juif	juif	NOUN
de	de	ADP
Walter	Walter	PROPN
Scott	Scott	PROPN
fourbant	fourber	VERB
un	un	DET
chrétien	chrétien	NOUN
.	.	PUNCTsent
Fougères	fougère	NOUN
se	se	PRON
promena	promener	VERB
sur	sur	ADP
les	le	DET
Boulevards	boulevard	NOUN
dans	dans	ADP
une	un	DET
joie	joie	NOUN
qui	qui	PRON
donnait	donner	VERB
à	à	ADP
sa	son	DET
figure	figure	NOUN
une	un	DET
expression	expression	NOUN
fière	fier	ADJ
.	.	PUNCTsent
Il	il	PRON
ressemblait	ressembler	VERB
à	à	ADP
un	un	DET
Lycéen	lycéen	NOUN
qui	qui	PRON
protège	protéger	VERB
une	un	DET
femme	femme	NOUN
.	.	PUNCTsent
Il	il	PRON
rencontra	rencontrer	VERB
Joseph	Joseph	PROPN
Bridau	Bridau	PROPN
,	,	PUNCTclause
l'un	l'un	PRON
de	de	ADP
ses	son	DET
camarades	camarade	NOUN
,	,	PUNCTclause
un	un	PRON
de	de	ADP
ces	ce	DET
talents	talent	NOUN
excentriques	excentrique	ADJ
destinés	destiner	VERB
à	à	ADP
la	le	DET
gloire	gloire	NOUN
et	et	CCONJ
au	au	ADP_DET
malheur	malheur	NOUN
.	.	PUNCTsent
Joseph	Joseph	PROPN
Bridau	Bridau	PROPN
,	,	PUNCTclause
qui	qui	PRON
avait	avoir	VERB
quelques	quelque	DET
sous	sou	NOUN
dans	dans	ADP
sa	son	DET
poche	poche	NOUN
,	,	PUNCTclause
selon	selon	ADP
son	son	DET
expression	expression	NOUN
,	,	PUNCTclause
emmena	emmener	VERB
Fougères	Fougères	PROPN
à	à	ADP
l'	le	DET
Opéra	Opéra	PROPN
.	.	PUNCTsent
Fougères	fougère	NOUN
ne	ne	ADV
vit	vivre	VERB
pas	pas	ADV
le	le	DET
ballet	ballet	NOUN
,	,	PUNCTclause
il	il	PRON
ne	ne	ADV
entendit	entendre	VERB
pas	pas	ADV
la	le	DET
musique	musique	NOUN
,	,	PUNCTclause
il	il	PRON
concevait	concevoir	VERB
des	un	DET
tableaux	tableau	NOUN
,	,	PUNCTclause
il	il	PRON
peignait	peindre	VERB
.	.	PUNCTsent
Il	il	PRON
quitta	quitter	VERB
Joseph	Joseph	PROPN
au milieu de	au milieu de	ADP
la	le	DET
soirée	soirée	NOUN
,	,	PUNCTclause
il	il	PRON
courut	courir	VERB
chez	chez	ADP
lui	lui	PRON
faire	faire	VERB
des	un	DET
esquisses	esquisse	NOUN
à	à	ADP
la	le	DET
lampe	lampe	NOUN
,	,	PUNCTclause
il	il	PRON
inventa	inventer	VERB
trente	trente	NUM
tableaux	tableau	NOUN
pleins	plein	ADJ
de	de	ADP
réminiscences	réminiscence	NOUN
,	,	PUNCTclause
il	il	PRON
se	se	PRON
crut	croire	VERB
un	un	DET
homme	homme	NOUN
de	de	ADP
génie	génie	NOUN
.	.	PUNCTsent
Dès	dès	ADP
le	le	DET
lendemain	lendemain	NOUN
,	,	PUNCTclause
il	il	PRON
acheta	acheter	VERB
des	un	DET
couleurs	couleur	NOUN
,	,	PUNCTclause
des	un	DET
toiles	toile	NOUN
de	de	ADP
plusieurs	plusieurs	DET
dimensions	dimension	NOUN
;	;	PUNCTclause
il	il	PRON
installa	installer	VERB
du	du	ADP_DET
pain	pain	NOUN
,	,	PUNCTclause
du	du	DET
fromage	fromage	NOUN
sur	sur	ADP
sa	son	DET
table	table	NOUN
,	,	PUNCTclause
il	il	PRON
mit	mettre	VERB
de	de	ADP
l'	le	DET
eau	eau	NOUN
dans	dans	ADP
une	un	DET
cruche	cruche	NOUN
,	,	PUNCTclause
il	il	PRON
fit	faire	VERB
une	un	DET
provision	provision	NOUN
de	de	ADP
bois	bois	NOUN
pour	pour	ADP
son	son	DET
poêle	poêle	NOUN
;	;	PUNCTclause
puis	puis	CCONJ
,	,	PUNCTclause
selon	selon	ADP
l'	le	DET
expression	expression	NOUN
des	un	ADP_DET
ateliers	atelier	NOUN
,	,	PUNCTclause
il	il	PRON
piocha	piocher	VERB
ses	son	DET
tableaux	tableau	NOUN
;	;	PUNCTclause
il	il	PRON
eut	avoir	VERB
quelques	quelque	DET
modèles	modèle	NOUN
,	,	PUNCTclause
et	et	CCONJ
Magus	Magus	PROPN
lui	lui	PRON
prêta	prêter	VERB
des	un	DET
étoffes	étoffe	NOUN
.	.	PUNCTsent
Après	après	ADP
deux	deux	NUM
mois	mois	NOUN
de	de	ADP
réclusion	réclusion	NOUN
,	,	PUNCTclause
le	le	DET
Breton	Breton	PROPN
avait	avoir	AUX
fini	finir	VERB
quatre	quatre	NUM
tableaux	tableau	NOUN
.	.	PUNCTsent
Il	il	PRON
redemanda	redemander	VERB
les	le	DET
conseils	conseil	NOUN
de	de	ADP
Schinner	Schinner	PROPN
,	,	PUNCTclause
auquel	auquel	ADP_PRON
il	il	PRON
adjoignit	adjoindre	VERB
Joseph	Joseph	PROPN
Bridau	Bridau	PROPN
.	.	PUNCTsent
Les	le	DET
deux	deux	NUM
peintres	peintre	NOUN
virent	voir	VERB
dans	dans	ADP
ces	ce	DET
toiles	toile	NOUN
une	un	DET
servile	servile	ADJ
imitation	imitation	NOUN
des	un	ADP_DET
paysages	paysage	NOUN
hollandais	hollandais	ADJ
,	,	PUNCTclause
des	un	DET
intérieurs	intérieur	NOUN
de	de	ADP
Metzu	Metzu	PROPN
,	,	PUNCTclause
et	et	CCONJ
dans	dans	ADP
la	le	DET
4e	4e	ADJ
une	un	DET
copie	copie	NOUN
de	de	ADP
la	le	DET
Leçon	Leçon	PROPN
de	de	ADP
anatomie	anatomie	NOUN
de	de	ADP
Rembrandt	Rembrandt	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Toujours	toujours	ADV
des	un	DET
pastiches	pastiche	NOUN
,	,	PUNCTclause
dit	dire	VERB
Schinner	Schinner	PROPN
.	.	PUNCTsent
ha	ha	INTJ
!	!	PUNCTsent
Fougères	fougère	NOUN
aura	avoir	VERB
de	de	ADP
la	le	DET
peine	peine	NOUN
à	à	ADP
être	être	AUX
original	original	ADJ
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Tu	tu	PRON
devrais	devoir	VERB
faire	faire	AUX
autre chose	autre chose	NOUN
que	que	SCONJ
de	de	ADP
la	le	DET
peinture	peinture	NOUN
,	,	PUNCTclause
dit	dire	VERB
Bridau	Bridau	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Quoi	quoi	PRON
?	?	PUNCTsent
dit	dire	VERB
Fougères	Fougères	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Jette	jeter	VERB
toi	toi	PRON
dans	dans	ADP
la	le	DET
littérature	littérature	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Fougères	fougère	NOUN
baissa	baisser	VERB
la	le	DET
tête	tête	NOUN
à	à	ADP
la	le	DET
façon	façon	NOUN
des	un	ADP_DET
brebis	brebis	NOUN
quand	quand	SCONJ
il	il	PRON
pleut	pleuvoir	VERB
.	.	PUNCTsent
Puis	puis	CCONJ
,	,	PUNCTclause
il	il	PRON
demanda	demander	VERB
,	,	PUNCTclause
il	il	PRON
obtint	obtenir	VERB
encore	encore	ADV
des	un	DET
conseils	conseil	NOUN
utiles	utile	ADJ
,	,	PUNCTclause
et	et	CCONJ
retoucha	retoucher	VERB
ses	son	DET
tableaux	tableau	NOUN
avant de	avant de	ADP
les	le	DET
porter	porter	VERB
à	à	ADP
Élias	Élias	PROPN
.	.	PUNCTsent
Élias	Élias	PROPN
paya	payer	VERB
chaque	chaque	DET
toile	toile	NOUN
vingt-cinq	vingt-cinq	NUM
francs	franc	NOUN
.	.	PUNCTsent
À	à	ADP
ce	ce	DET
prix	prix	NOUN
,	,	PUNCTclause
Fougères	Fougères	PROPN
ne	ne	ADV
y	y	PRON
gagnait	gagner	VERB
rien	rien	PRON
,	,	PUNCTclause
mais	mais	CCONJ
il	il	PRON
ne	ne	ADV
perdait	perdre	VERB
pas	pas	ADV
,	,	PUNCTclause
eu égard à	eu égard à	ADP
sa	son	DET
sobriété	sobriété	NOUN
.	.	PUNCTsent
Il	il	PRON
fit	faire	VERB
quelques	quelque	DET
promenades	promenade	NOUN
,	,	PUNCTclause
pour	pour	ADP
voir	voir	VERB
ce	ce	DET
que	que	SCONJ
devenaient	devenir	VERB
ses	son	DET
tableaux	tableau	NOUN
,	,	PUNCTclause
et	et	CCONJ
eut	avoir	VERB
une	un	DET
singulière	singulier	ADJ
hallucination	hallucination	NOUN
.	.	PUNCTsent
Ses	son	DET
toiles	toile	NOUN
si	si	ADV
peignées	peigné	ADJ
,	,	PUNCTclause
si	si	ADV
nettes	net	ADJ
,	,	PUNCTclause
qui	qui	PRON
avaient	avoir	AUX
la	le	DET
dureté	dureté	NOUN
de	de	ADP
la	le	DET
tôle	tôle	NOUN
et	et	CCONJ
le	le	DET
luisant	luire	VERB
des	un	DET
peintures	peinture	NOUN
sur	sur	ADP
porcelaine	porcelaine	NOUN
,	,	PUNCTclause
étaient	être	AUX
comme	comme	ADP
couvertes	couvert	ADJ
de	de	ADP
un	un	DET
brouillard	brouillard	NOUN
,	,	PUNCTclause
elles	elles	PRON
ressemblaient	ressembler	VERB
à	à	ADP
de	de	DET
vieux	vieux	ADJ
tableaux	tableau	NOUN
.	.	PUNCTsent
Élias	Élias	PROPN
venait	venir	VERB
de	de	ADP
sortir	sortir	VERB
,	,	PUNCTclause
Fougères	Fougères	PROPN
ne	ne	ADV
put	pouvoir	VERB
obtenir	obtenir	VERB
aucun	aucun	DET
renseignement	renseignement	NOUN
