# columns = TERM LEMMA POS PROB
# identifier = balzac1834FC73
# creator = Balzac, Honoré de
# created = 1834
# modified = 1845
# title = Les Marana. Études philosophiques

↵↵	↵↵	PUNCTstruct
dans	dans	ADP
l'	le	DET
amour	amour	NOUN
pur	pur	ADJ
du	du	ADP_DET
mariage	mariage	NOUN
les	le	DET
cruelles	cruel	ADJ
félicités	félicité	NOUN
de	de	ADP
un	un	DET
engagement	engagement	NOUN
illicite	illicite	ADJ
,	,	PUNCTclause
cacher	cacher	VERB
son	son	DET
époux	époux	NOUN
dans	dans	ADP
les	le	DET
rideaux	rideau	NOUN
de	de	ADP
son	son	DET
lit	lit	NOUN
;	;	PUNCTclause
tromper	tromper	VERB
à	à	ADP
demi	demi	ADJ
son	son	DET
père	père	NOUN
et	et	CCONJ
sa	son	DET
mère	mère	NOUN
adoptive	adoptif	ADJ
,	,	PUNCTclause
et	et	CCONJ
pouvoir	pouvoir	VERB
leur	leur	DET
dire	dire	NOUN
,	,	PUNCTclause
en	en	ADP
cas	cas	NOUN
de	de	ADP
surprise	surprise	NOUN
:	:	PUNCTclause
—	—	PUNCTclause
Je	je	PRON
suis	être	AUX
la	le	DET
marquise	marquis	NOUN
de	de	ADP
Montefiore	Montefiore	PROPN
!	!	PUNCTsent
Pour	pour	ADP
une	un	DET
jeune	jeune	ADJ
fille	fille	NOUN
romanesque	romanesque	ADJ
,	,	PUNCTclause
et	et	CCONJ
qui	qui	PRON
,	,	PUNCTclause
depuis	depuis	ADP
trois	trois	NUM
ans	an	NOUN
,	,	PUNCTclause
ne	ne	ADV
rêvait	rêver	VERB
pas	pas	ADV
l'	le	DET
amour	amour	NOUN
sans	sans	ADP
en	en	PRON
rêver	rêver	VERB
tous	tout	ADJ
les	le	DET
dangers	danger	NOUN
,	,	PUNCTclause
ne	ne	ADV
était	être	AUX
ce	ce	PRON
pas	pas	ADV
une	un	DET
fête	fête	NOUN
?	?	PUNCTsent
La	le	DET
porte	porte	NOUN
en	en	ADP
tapisserie	tapisserie	NOUN
retomba	retomber	VERB
sur	sur	ADP
eux	eux	PRON
,	,	PUNCTclause
sur	sur	ADP
leurs	leur	DET
folies	folie	NOUN
,	,	PUNCTclause
sur	sur	ADP
leur	leur	DET
bonheur	bonheur	NOUN
,	,	PUNCTclause
comme	comme	ADP
un	un	DET
voile	voile	NOUN
,	,	PUNCTclause
que	que	SCONJ
il	il	PRON
est	être	AUX
inutile	inutile	ADJ
de	de	ADP
soulever	soulever	VERB
.	.	PUNCTsent
Il	il	PRON
était	être	AUX
alors	alors	ADV
environ	environ	ADV
neuf	neuf	NUM
heures	heure	NOUN
,	,	PUNCTclause
le	le	DET
marchand	marchand	NOUN
et	et	CCONJ
sa	son	DET
femme	femme	NOUN
lisaient	lire	VERB
leurs	leur	DET
prières	prière	NOUN
du	du	ADP_DET
soir	soir	NOUN
;	;	PUNCTclause
tout	tout	ADV
à	à	ADP
coup	coup	NOUN
le	le	DET
bruit	bruit	NOUN
de	de	ADP
une	un	DET
voiture	voiture	NOUN
attelée	atteler	VERB
de	de	ADP
plusieurs	plusieurs	DET
chevaux	cheval	NOUN
résonna	résonner	VERB
dans	dans	ADP
la	le	DET
petite	petit	ADJ
rue	rue	NOUN
;	;	PUNCTclause
des	un	DET
coups	coup	NOUN
frappés	frappé	ADJ
en	en	ADP
hâte	hâte	NOUN
retentirent	retentir	VERB
dans	dans	ADP
la	le	DET
boutique	boutique	NOUN
,	,	PUNCTclause
la	le	DET
servante	servant	NOUN
courut	courir	VERB
ouvrir	ouvrir	VERB
la	le	DET
porte	porte	NOUN
.	.	PUNCTsent
Aussitôt	aussitôt	ADV
,	,	PUNCTclause
en	en	ADP
deux	deux	NUM
bonds	bond	NOUN
,	,	PUNCTclause
entra	entrer	VERB
dans	dans	ADP
la	le	DET
salle	salle	NOUN
antique	antique	ADJ
une	un	DET
femme	femme	NOUN
magnifiquement	magnifiquement	ADV
vêtue	vêtir	VERB
,	,	PUNCTclause
quoique	quoique	SCONJ
elle	elle	PRON
sortît	sortir	VERB
de	de	ADP
une	un	DET
berline	berline	NOUN
de	de	ADP
voyage	voyage	NOUN
horriblement	horriblement	ADV
crottée	crotter	VERB
par	par	ADP
la	le	DET
boue	boue	NOUN
de	de	ADP
mille	mille	NUM
chemins	chemin	NOUN
.	.	PUNCTsent
Sa	son	DET
voiture	voiture	NOUN
avait	avoir	AUX
traversé	traverser	VERB
l'	le	DET
Italie	Italie	PROPN
,	,	PUNCTclause
la	le	DET
France	France	PROPN
et	et	CCONJ
l'	le	DET
Espagne	Espagne	PROPN
.	.	PUNCTsent
ce	ce	PRON
était	être	AUX
la	le	DET
Marana	Marana	PROPN
!	!	PUNCTsent
la	le	DET
Marana	Marana	PROPN
qui	qui	PRON
,	,	PUNCTclause
malgré	malgré	ADP
ses	son	DET
trente-six	trente-six	NUM
ans	an	NOUN
,	,	PUNCTclause
malgré	malgré	ADP
ses	son	DET
joies	joie	NOUN
,	,	PUNCTclause
était	être	AUX
dans	dans	ADP
tout	tout	DET
l'	le	DET
éclat	éclat	NOUN
de	de	ADP
une	un	DET
belta	belta	NOUN
folgorante	folgorante	ADJ
,	,	PUNCTclause
afin de	afin de	ADP
ne	ne	ADV
pas	pas	ADV
perdre	perdre	VERB
le	le	DET
superbe	superbe	ADJ
mot	mot	NOUN
créé	créer	VERB
pour	pour	ADP
elle	elle	PRON
à	à	ADP
Milan	Milan	PROPN
par	par	ADP
ses	son	DET
passionnés	passionné	NOUN
adorateurs	adorateur	NOUN
;	;	PUNCTclause
la	le	DET
Marana	Marana	PROPN
qui	qui	PRON
,	,	PUNCTclause
maîtresse	maître	NOUN
avouée	avouer	VERB
de	de	ADP
un	un	DET
roi	roi	NOUN
,	,	PUNCTclause
avait	avoir	AUX
quitté	quitter	VERB
Naples	Naples	PROPN
,	,	PUNCTclause
les	le	DET
fêtes	fête	NOUN
de	de	ADP
Naples	Naples	PROPN
,	,	PUNCTclause
le	le	DET
ciel	ciel	NOUN
de	de	ADP
Naples	Naples	PROPN
,	,	PUNCTclause
l'	le	DET
apogée	apogée	NOUN
de	de	ADP
sa	son	DET
vie	vie	NOUN
de	de	ADP
or	or	NOUN
et	et	CCONJ
de	de	ADP
madrigaux	madrigal	NOUN
,	,	PUNCTclause
de	de	ADP
parfums	parfum	NOUN
et	et	CCONJ
de	de	ADP
soie	soie	NOUN
,	,	PUNCTclause
en	en	ADP
apprenant	apprendre	VERB
par	par	ADP
son	son	DET
royal	royal	ADJ
amant	amant	NOUN
les	le	DET
événements	événement	NOUN
de	de	ADP
Espagne	Espagne	PROPN
et	et	CCONJ
le	le	DET
siège	siège	NOUN
de	de	ADP
Tarragone	Tarragone	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
À	à	ADP
Tarragone	Tarragone	PROPN
,	,	PUNCTclause
avant	avant	ADP
la	le	DET
prise	prise	NOUN
de	de	ADP
Tarragone	Tarragone	PROPN
!	!	PUNCTsent
se	se	PRON
était	être	AUX
elle	elle	PRON
écriée	écrier	VERB
.	.	PUNCTsent
Je	je	PRON
veux	vouloir	VERB
être	être	AUX
dans	dans	ADP
dix	dix	NUM
jours	jour	NOUN
à	à	ADP
Tarragone	Tarragone	PROPN
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
Et	et	CCONJ
sans	sans	ADP
se	se	PRON
soucier	soucier	VERB
de	de	ADP
une	un	DET
cour	cour	NOUN
,	,	PUNCTclause
ni	ni	CCONJ
de	de	ADP
une	un	DET
couronne	couronne	NOUN
,	,	PUNCTclause
elle	elle	PRON
était	être	AUX
arrivée	arriver	VERB
à	à	ADP
Tarragone	Tarragone	PROPN
,	,	PUNCTclause
munie	munir	VERB
de	de	ADP
un	un	DET
firman	firman	NOUN
quasi-impérial	quasi-impérial	ADJ
,	,	PUNCTclause
munie	munir	VERB
de	de	ADP
or	or	NOUN
qui	qui	PRON
lui	lui	PRON
permit	permettre	VERB
de	de	ADP
traverser	traverser	VERB
l'	le	DET
empire	empire	NOUN
français	français	ADJ
avec	avec	ADP
la	le	DET
vélocité	vélocité	NOUN
de	de	ADP
une	un	DET
fusée	fusée	NOUN
et	et	CCONJ
dans	dans	ADP
tout	tout	DET
l'	le	DET
éclat	éclat	NOUN
de	de	ADP
une	un	DET
fusée	fusée	NOUN
.	.	PUNCTsent
Pour	pour	ADP
les	le	DET
mères	mère	NOUN
il	il	PRON
ne	ne	ADV
y	y	PRON
a	avoir	VERB
pas	pas	ADV
de	de	DET
espace	espace	NOUN
,	,	PUNCTclause
une	un	DET
vraie	vrai	ADJ
mère	mère	NOUN
pressent	presser	VERB
tout	tout	PRON
et	et	CCONJ
voit	voir	VERB
son	son	DET
enfant	enfant	NOUN
de	de	ADP
un	un	DET
pôle	pôle	NOUN
à	à	ADP
l'autre	l'autre	PRON
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Ma	mon	DET
fille	fille	NOUN
!	!	PUNCTsent
ma	mon	DET
fille	fille	NOUN
!	!	PUNCTsent
cria	crier	VERB
la	le	DET
Marana	Marana	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
À	à	ADP
cette	ce	DET
voix	voix	NOUN
,	,	PUNCTclause
à	à	ADP
cette	ce	DET
brusque	brusque	ADJ
invasion	invasion	NOUN
,	,	PUNCTclause
à	à	ADP
l'	le	DET
aspect	aspect	NOUN
de	de	ADP
cette	ce	DET
reine	reine	NOUN
au	au	ADP_DET
petit	petit	ADJ
pied	pied	NOUN
,	,	PUNCTclause
le	le	DET
livre	livre	NOUN
de	de	ADP
prières	prière	NOUN
tomba	tomber	VERB
des	un	ADP_DET
mains	main	NOUN
de	de	ADP
Perez	Perez	PROPN
et	et	CCONJ
de	de	ADP
sa	son	DET
femme	femme	NOUN
;	;	PUNCTclause
cette	ce	DET
voix	voix	NOUN
retentissait	retentir	VERB
comme	comme	ADP
la	le	DET
foudre	foudre	NOUN
,	,	PUNCTclause
et	et	CCONJ
les	le	DET
yeux	œil	NOUN
de	de	ADP
la	le	DET
Marana	Marana	PROPN
en	en	ADP
lançaient	lancer	VERB
les	le	DET
éclairs	éclair	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Elle	elle	PRON
est	être	AUX
là	là	ADV
,	,	PUNCTclause
répondit	répondre	VERB
le	le	DET
marchand	marchand	NOUN
de	de	ADP
un	un	DET
ton	ton	NOUN
calme	calme	ADJ
,	,	PUNCTclause
après	après	ADP
une	un	DET
pause	pause	NOUN
pendant	pendant	ADP
laquelle	laquelle	PRON
il	il	PRON
se	se	PRON
remit	remettre	VERB
de	de	ADP
l'	le	DET
émotion	émotion	NOUN
que	que	PRON
lui	lui	PRON
avaient	avoir	AUX
causée	causer	VERB
cette	ce	DET
brusque	brusque	ADJ
arrivée	arrivée	NOUN
,	,	PUNCTclause
le	le	DET
regard	regard	NOUN
et	et	CCONJ
la	le	DET
voix	voix	NOUN
de	de	ADP
la	le	DET
Marana	Marana	PROPN
.	.	PUNCTsent
—	—	PUNCTclause
Elle	elle	PRON
est	être	AUX
là	là	ADV
,	,	PUNCTclause
répéta	répéter	VERB
il	il	PRON
en	en	PRON
montrant	montrer	VERB
la	le	DET
petite	petit	ADJ
cellule	cellule	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Oui	oui	INTJ
,	,	PUNCTclause
mais	mais	CCONJ
elle	elle	PRON
ne	ne	ADV
a	avoir	AUX
pas	pas	ADV
été	être	AUX
malade	malade	ADJ
,	,	PUNCTclause
elle	elle	PRON
est	être	AUX
toujours	toujours	ADV
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Parfaitement	parfaitement	ADV
bien	bien	ADV
,	,	PUNCTclause
dit	dire	VERB
dona	dona	X
Lagounia	Lagounia	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
mon Dieu	mon Dieu	NOUN
!	!	PUNCTsent
jette	jeter	VERB
moi	moi	PRON
maintenant	maintenant	ADV
dans	dans	ADP
l'	le	DET
enfer	enfer	NOUN
pour	pour	ADP
l'	le	DET
éternité	éternité	NOUN
,	,	PUNCTclause
si	si	SCONJ
cela	cela	PRON
te	te	PRON
plaît	plaire	VERB
,	,	PUNCTclause
se	se	PRON
écria	écrier	VERB
la	le	DET
Marana	Marana	PROPN
en	en	ADP
se	se	PRON
laissant	laisser	VERB
aller	aller	VERB
tout	tout	ADV
épuisée	épuiser	VERB
,	,	PUNCTclause
à	à	ADP
demi	demi	ADJ
morte	mort	NOUN
,	,	PUNCTclause
dans	dans	ADP
un	un	DET
fauteuil	fauteuil	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
La	le	DET
fausse	faux	ADJ
coloration	coloration	NOUN
due	devoir	VERB
à	à	ADP
ses	son	DET
anxiétés	anxiété	NOUN
tomba	tomber	VERB
soudain	soudain	ADJ
,	,	PUNCTclause
elle	elle	PRON
pâlit	pâlir	VERB
.	.	PUNCTsent
Elle	elle	PRON
avait	avoir	AUX
eu	avoir	VERB
de	de	ADP
la	le	DET
force	force	NOUN
pour	pour	ADP
supporter	supporter	VERB
les	le	DET
souffrances	souffrance	NOUN
,	,	PUNCTclause
elle	elle	PRON
ne	ne	ADV
en	en	PRON
avait	avoir	VERB
plus	plus	ADV
pour	pour	ADP
sa	son	DET
joie	joie	NOUN
.	.	PUNCTsent
La	le	DET
joie	joie	NOUN
était	être	AUX
plus	plus	ADV
violente	violent	ADJ
que	que	SCONJ
sa	son	DET
douleur	douleur	NOUN
,	,	PUNCTclause
car	car	CCONJ
elle	elle	PRON
contenait	contenir	VERB
les	le	DET
échos	écho	NOUN
de	de	ADP
la	le	DET
douleur	douleur	NOUN
et	et	CCONJ
les	le	DET
angoisses	angoisse	NOUN
de	de	ADP
la	le	DET
joie	joie	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Cependant	cependant	ADV
,	,	PUNCTclause
dit	dire	VERB
elle	elle	PRON
,	,	PUNCTclause
comment	comment	ADV
avez	avoir	AUX
vous	vous	PRON
fait	faire	VERB
?	?	PUNCTsent
Tarragone	Tarragone	PROPN
a	avoir	AUX
été	être	AUX
prise	prendre	VERB
de	de	ADP
assaut	assaut	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Oui	oui	INTJ
,	,	PUNCTclause
reprit	reprendre	VERB
Perez	Perez	PROPN
.	.	PUNCTsent
Mais	mais	CCONJ
en	en	ADP
me	me	PRON
voyant	voir	VERB
vivant	vivant	ADJ
,	,	PUNCTclause
comment	comment	ADV
me	me	PRON
avez	avoir	AUX
vous	vous	PRON
fait	faire	VERB
une	un	DET
question	question	NOUN
?	?	PUNCTsent
Ne	ne	ADV
fallait	falloir	VERB
il	il	PRON
pas	pas	ADV
me	me	PRON
tuer	tuer	VERB
pour	pour	ADP
arriver	arriver	VERB
à	à	ADP
Juana	Juana	PROPN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
À	à	ADP
cette	ce	DET
réponse	réponse	NOUN
,	,	PUNCTclause
la	le	DET
courtisane	courtisan	NOUN
saisit	saisir	VERB
la	le	DET
main	main	NOUN
calleuse	calleux	ADJ
de	de	ADP
Perez	Perez	PROPN
,	,	PUNCTclause
et	et	CCONJ
la	le	DET
baisa	baiser	VERB
en	en	ADP
y	y	PRON
jetant	jeter	VERB
des	un	DET
larmes	larme	NOUN
qui	qui	PRON
lui	lui	PRON
vinrent	venir	VERB
aux	au	ADP_DET
yeux	œil	NOUN
.	.	PUNCTsent
ce	ce	PRON
était	être	AUX
tout	tout	ADJ
ce	ce	PRON
que	que	PRON
elle	elle	PRON
avait	avoir	AUX
de plus	de plus	ADV
précieux	précieux	ADJ
sous	sous	ADP
le	le	DET
ciel	ciel	NOUN
,	,	PUNCTclause
elle	elle	PRON
qui	qui	PRON
ne	ne	ADV
pleurait	pleurer	VERB
jamais	jamais	ADV
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Bon	bon	ADJ
Perez	Perez	PROPN
,	,	PUNCTclause
dit	dire	VERB
elle	elle	PRON
enfin	enfin	ADV
.	.	PUNCTsent
Mais	mais	CCONJ
vous	vous	PRON
devez	devoir	VERB
avoir	avoir	AUX
eu	avoir	VERB
des	un	DET
militaires	militaire	NOUN
à	à	ADP
loger	loger	VERB
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Un	un	DET
seul	seul	ADJ
,	,	PUNCTclause
répondit	répondre	VERB
l'	le	DET
Espagnol	espagnol	NOUN
.	.	PUNCTsent
Par	par	ADP
bonheur	bonheur	NOUN
,	,	PUNCTclause
nous	nous	PRON
avons	avoir	AUX
le	le	DET
plus	plus	ADV
loyal	loyal	ADJ
des	un	ADP_DET
hommes	homme	NOUN
,	,	PUNCTclause
un	un	DET
homme	homme	NOUN
jadis	jadis	ADV
Espagnol	espagnol	ADJ
,	,	PUNCTclause
un	un	DET
Italien	italien	NOUN
qui	qui	PRON
hait	haïr	VERB
Bonaparte	Bonaparte	PROPN
,	,	PUNCTclause
un	un	DET
homme	homme	NOUN
marié	marier	VERB
,	,	PUNCTclause
un	un	DET
homme	homme	NOUN
froid	froid	ADJ
…	…	PUNCTsent
Il	il	PRON
se	se	PRON
lève	lever	VERB
tard	tard	ADV
et	et	CCONJ
se	se	PRON
couche	coucher	VERB
de bonne heure	de bonne heure	ADV
.	.	PUNCTsent
Il	il	PRON
est	être	AUX
même	même	ADV
malade	malade	ADJ
en	en	ADP
ce	ce	DET
moment	moment	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Un	un	DET
Italien	italien	NOUN
!	!	PUNCTsent
Quel	quel	DET
est	être	AUX
son	son	DET
nom	nom	NOUN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Le	le:PRON	PRON
capitaine	capitaine	NOUN
Montefiore	Montefiore	PROPN
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Alors	alors	ADV
ce	ce	DET
ne	ne	ADV
peut	pouvoir	VERB
pas	pas	ADV
être	être	AUX
le	le	DET
marquis	marquis	NOUN
de	de	ADP
Montefiore	Montefiore	PROPN
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Si	si	SCONJ
,	,	PUNCTclause
sénora	sénora	DET
,	,	PUNCTclause
lui-même	lui-même	PRON
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
A	avoir	AUX
il	il	PRON
vu	voir	VERB
Juana	Juana	PROPN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Non	non	ADV
,	,	PUNCTclause
dit	dire	VERB
dona	dona	X
Lagounia	Lagounia	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Vous	vous	PRON
vous	vous	PRON
trompez	tromper	VERB
,	,	PUNCTclause
ma	mon	DET
femme	femme	NOUN
,	,	PUNCTclause
reprit	reprendre	VERB
Perez	Perez	PROPN
.	.	PUNCTsent
Le	le	DET
marquis	marquis	NOUN
a	avoir	AUX
dû	devoir	VERB
voir	voir	VERB
Juana	Juana	PROPN
pendant	pendant	ADP
un	un	DET
bien	bien	NOUN
court	court	ADJ
instant	instant	ADJ
,	,	PUNCTclause
il	il	PRON
est	être	AUX
vrai	vrai	ADJ
;	;	PUNCTclause
mais	mais	CCONJ
je	je	PRON
pense	penser	VERB
que	que	SCONJ
il	il	PRON
l'	le:PRON	PRON
aura	avoir	VERB
regardée	regarder	VERB
le	le	DET
jour	jour	NOUN
où	où	PRON
elle	elle	PRON
est	être	AUX
entrée	entrer	VERB
ici	ici	ADV
pendant	pendant	ADP
le	le	DET
souper	souper	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
ha	ha	INTJ
!	!	PUNCTsent
je	je	PRON
veux	vouloir	VERB
voir	voir	VERB
ma	mon	DET
fille	fille	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Rien	rien	PRON
de plus	de plus	ADV
facile	facile	ADJ
,	,	PUNCTclause
dit	dire	VERB
Perez	Perez	PROPN
.	.	PUNCTsent
Elle	elle	PRON
dort	dormir	VERB
.	.	PUNCTsent
Si	si	SCONJ
elle	elle	PRON
a	avoir	AUX
laissé	laisser	VERB
la	le	DET
clef	clef	NOUN
dans	dans	ADP
la	le	DET
serrure	serrure	NOUN
,	,	PUNCTclause
il	il	PRON
faudra	falloir	VERB
cependant	cependant	ADV
la	le	DET
réveiller	réveiller	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
En	en	ADP
se	se	PRON
levant	lever	VERB
pour	pour	ADP
prendre	prendre	VERB
la	le	DET
double	double	ADJ
clef	clef	NOUN
de	de	ADP
la	le	DET
porte	porte	NOUN
,	,	PUNCTclause
les	le	DET
yeux	œil	NOUN
du	du	ADP_DET
marchand	marchand	NOUN
tombèrent	tomber	VERB
par hasard	par hasard	ADV
sur	sur	ADP
la	le	DET
haute	haut	ADJ
croisée	croiser	VERB
.	.	PUNCTsent
Alors	alors	ADV
,	,	PUNCTclause
dans	dans	ADP
le	le	DET
cercle	cercle	NOUN
de	de	ADP
lumière	lumière	NOUN
projeté	projeter	VERB
sur	sur	ADP
la	le	DET
noire	noir	ADJ
muraille	muraille	NOUN
de	de	ADP
la	le	DET
cour	cour	NOUN
intérieure	intérieur	ADJ
,	,	PUNCTclause
par	par	ADP
la	le	DET
grande	grand	ADJ
vitre	vitre	NOUN
ovale	ovale	ADJ
de	de	ADP
la	le	DET
cellule	cellule	NOUN
,	,	PUNCTclause
il	il	PRON
aperçut	apercevoir	VERB
la	le	DET
silhouette	silhouette	NOUN
de	de	ADP
un	un	DET
groupe	groupe	NOUN
que	que	SCONJ
,	,	PUNCTclause
jusque	jusque	ADP
au	au	ADP_DET
gracieux	gracieux	ADJ
Canova	Canova	PROPN
,	,	PUNCTclause
nul	nul	NOUN
autre	autre	ADJ
sculpteur	sculpteur	NOUN
ne	ne	ADV
aurait	avoir	AUX
su	savoir	VERB
deviner	deviner	VERB
.	.	PUNCTsent
l'	le	DET
Espagnol	espagnol	NOUN
se	se	PRON
retourna	retourner	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Je	je	PRON
ne	ne	ADV
sais	savoir	VERB
pas	pas	ADV
,	,	PUNCTclause
dit	dire	VERB
il	il	PRON
à	à	ADP
la	le	DET
Marana	Marana	PROPN
,	,	PUNCTclause
où	où	PRON
nous	nous	PRON
avons	avoir	AUX
mis	mettre	VERB
cette	ce	DET
clef	clef	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Vous	vous	PRON
êtes	être	AUX
bien	bien	ADV
pâle	pâle	ADJ
,	,	PUNCTclause
lui	lui	PRON
dit	dire	VERB
elle	elle	PRON
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Je	je	PRON
vais	aller	VERB
vous	vous	PRON
dire	dire	VERB
pourquoi	pourquoi	ADV
,	,	PUNCTclause
répondit	répondre	VERB
il	il	PRON
en	en	PRON
sautant	sauter	VERB
sur	sur	ADP
son	son	DET
poignard	poignard	NOUN
,	,	PUNCTclause
que	que	SCONJ
il	il	PRON
saisit	saisir	VERB
,	,	PUNCTclause
et	et	CCONJ
dont	dont	PRON
il	il	PRON
frappa	frapper	VERB
violemment	violemment	ADV
la	le	DET
porte	porte	NOUN
de	de	ADP
Juana	Juana	PROPN
en	en	ADP
criant	crier	VERB
:	:	PUNCTclause
—	—	PUNCTclause
Juana	Juana	PROPN
,	,	PUNCTclause
ouvrez	ouvrir	VERB
!	!	PUNCTsent
ouvrez	ouvrir	VERB
!	!	PUNCTsent
↵↵	↵↵	PUNCTstruct
Son	son	DET
accent	accent	NOUN
exprimait	exprimer	VERB
un	un	DET
épouvantable	épouvantable	ADJ
désespoir	désespoir	NOUN
qui	qui	PRON
glaça	glacer	VERB
les	le	DET
deux	deux	NUM
femmes	femme	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Et	et	CCONJ
Juana	Juana	PROPN
ne	ne	ADV
ouvrit	ouvrir	VERB
pas	pas	ADV
,	,	PUNCTclause
parce que	parce que	SCONJ
il	il	PRON
lui	lui	PRON
fallut	falloir	VERB
quelque	quelque	DET
temps	temps	NOUN
pour	pour	ADP
cacher	cacher	VERB
Montefiore	Montefiore	PROPN
.	.	PUNCTsent
Elle	elle	PRON
ne	ne	ADV
savait	savoir	VERB
rien	rien	PRON
de	de	ADP
ce	ce	PRON
qui	qui	PRON
se	se	PRON
passait	passer	VERB
dans	dans	ADP
la	le	DET
salle	salle	NOUN
.	.	PUNCTsent
Les	le	DET
doubles	double	NOUN
portières	portier	NOUN
de	de	ADP
tapisserie	tapisserie	NOUN
étouffaient	étouffer	VERB
les	le	DET
paroles	parole	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Madame	madame	NOUN
,	,	PUNCTclause
je	je	PRON
vous	vous	PRON
mens	mentir	VERB
en	en	ADP
disant	dire	VERB
que	que	SCONJ
je	je	PRON
ne	ne	ADV
sais	savoir	VERB
pas	pas	ADV
où	où	PRON
est	être	AUX
la	le	DET
clef	clef	NOUN
.	.	PUNCTsent
La	le	DET
voici	voici	ADP
,	,	PUNCTclause
reprit	reprendre	VERB
il	il	PRON
en	en	PRON
la	le	DET
tirant	tirant	NOUN
du	du	ADP_DET
buffet	buffet	NOUN
.	.	PUNCTsent
Mais	mais	CCONJ
elle	elle	PRON
est	être	AUX
inutile	inutile	ADJ
.	.	PUNCTsent
Celle	celle	PRON
de	de	ADP
Juana	Juana	PROPN
est	être	AUX
dans	dans	ADP
la	le	DET
serrure	serrure	NOUN
,	,	PUNCTclause
et	et	CCONJ
sa	son	DET
porte	porte	NOUN
est	être	AUX
barricadée	barricader	VERB
.	.	PUNCTsent
Nous	nous	PRON
sommes	être	AUX
trompés	tromper	VERB
,	,	PUNCTclause
ma	mon	DET
femme	femme	NOUN
!	!	PUNCTsent
dit	dire	VERB
il	il	PRON
en	en	PRON
se	se	PRON
tournant	tourner	VERB
vers	vers	ADP
elle	elle	PRON
.	.	PUNCTsent
il y a	il y a	VERB
un	un	DET
homme	homme	NOUN
chez	chez	ADP
Juana	Juana	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Par	par	ADP
mon	mon	DET
salut	salut	NOUN
éternel	éternel	ADJ
,	,	PUNCTclause
la	le	DET
chose	chose	NOUN
est	être	AUX
impossible	impossible	ADJ
,	,	PUNCTclause
lui	lui	PRON
dit	dire	VERB
sa	son	DET
femme	femme	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Ne	ne	ADV
jurez	jurer	VERB
pas	pas	ADV
,	,	PUNCTclause
dona	dona	DET
Lagounia	Lagounia	PROPN
.	.	PUNCTsent
Notre	notre	DET
honneur	honneur	NOUN
est	être	AUX
mort	mourir	VERB
,	,	PUNCTclause
et	et	CCONJ
cette	ce	DET
femme	femme	NOUN
…	…	PUNCTsent
il	il	PRON
montra	montrer	VERB
la	le	DET
Marana	Marana	PROPN
qui	qui	PRON
se	se	PRON
était	être	AUX
levée	lever	VERB
et	et	CCONJ
restait	rester	VERB
immobile	immobile	ADJ
,	,	PUNCTclause
