# columns = TERM LEMMA POS
# identifier = balzac1837FC25
# creator = Balzac, Honoré de
# created = 1837
# modified = 1844
# title = La Messe de l’athée. Études de mœurs. Scènes de la vie privée

↵↵	↵↵	PUNCTstruct
voir	voir	VERB
le	le	DET
grand	grand	ADJ
Desplein	Desplein	PROPN
,	,	PUNCTclause
cet	ce	DET
athée	athée	NOUN
sans	sans	ADP
pitié	pitié	NOUN
pour	pour	ADP
les	le	DET
anges	ange	NOUN
qui	qui	PRON
ne	ne	ADV
offrent	offrir	VERB
point	point	ADV
prise	prise	NOUN
aux	au	ADP_DET
bistouris	bistouri	NOUN
,	,	PUNCTclause
et	et	CCONJ
ne	ne	ADV
peuvent	pouvoir	VERB
avoir	avoir	VERB
ni	ni	CCONJ
fistules	fistule	NOUN
ni	ni	CCONJ
gastrites	gastrite	NOUN
,	,	PUNCTclause
enfin	enfin	ADV
,	,	PUNCTclause
cet	ce	DET
intrépide	intrépide	ADJ
dériseur	dériseur	NOUN
,	,	PUNCTclause
humblement	humblement	ADV
agenouillé	agenouiller	VERB
,	,	PUNCTclause
et	et	CCONJ
où	où	PRON
?…	?…	PUNCTsent
à	à	ADP
la	le	DET
chapelle	chapelle	NOUN
de	de	ADP
la	le	DET
Vierge	Vierge	NOUN
devant	devant	ADP
laquelle	laquelle	PRON
il	il	PRON
écouta	écouter	VERB
une	un	DET
messe	messe	NOUN
,	,	PUNCTclause
donna	donner	VERB
pour	pour	ADP
les	le	DET
frais	frais	NOUN
du	du	ADP_DET
culte	culte	NOUN
,	,	PUNCTclause
donna	donner	VERB
pour	pour	ADP
les	le	DET
pauvres	pauvre	NOUN
,	,	PUNCTclause
en	en	ADP
restant	rester	VERB
sérieux	sérieux	ADJ
comme	comme	SCONJ
si	si	SCONJ
il	il	PRON
se	se	PRON
fût	être	AUX
agi	agir	VERB
de	de	ADP
une	un	DET
opération	opération	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Il	il	PRON
ne	ne	ADV
venait	venir	VERB
,	,	PUNCTclause
certes	certes	ADV
,	,	PUNCTclause
pas	pas	ADV
éclaircir	éclaircir	VERB
des	un	DET
questions	question	NOUN
relatives	relatif	ADJ
à	à	ADP
l'	le	DET
accouchement	accouchement	NOUN
de	de	ADP
la	le	DET
Vierge	Vierge	PROPN
,	,	PUNCTclause
disait	dire	VERB
Bianchon	Bianchon	PROPN
dont	dont	PRON
l'	le	DET
étonnement	étonnement	NOUN
fut	être	AUX
sans	sans	ADP
bornes	borne	NOUN
.	.	PUNCTsent
Si	si	SCONJ
je	je	PRON
l'	le:PRON	PRON
avais	avoir	AUX
vu	voir	VERB
tenant	tenir	VERB
,	,	PUNCTclause
à	à	ADP
la	le	DET
Fête-Dieu	Fête-Dieu	PROPN
,	,	PUNCTclause
un	un	DET
des	un	ADP_DET
cordons	cordon	NOUN
du	du	ADP_DET
dais	dais	NOUN
,	,	PUNCTclause
il	il	PRON
ne	ne	ADV
y	y	PRON
aurait	avoir	AUX
eu	avoir	VERB
que	que	SCONJ
à	à	ADP
rire	rire	VERB
;	;	PUNCTclause
mais	mais	CCONJ
à	à	ADP
cette	ce	DET
heure	heure	NOUN
,	,	PUNCTclause
seul	seul	ADJ
,	,	PUNCTclause
sans	sans	ADP
témoins	témoin	NOUN
,	,	PUNCTclause
il y a	il y a	VERB
,	,	PUNCTclause
certes	certes	ADV
,	,	PUNCTclause
de	de	ADP
quoi	quoi	PRON
faire	faire	VERB
penser	penser	VERB
!	!	PUNCTsent
↵↵	↵↵	PUNCTstruct
Bianchon	Bianchon	PROPN
ne	ne	ADV
voulut	vouloir	VERB
pas	pas	ADV
avoir l'air	avoir l'air	VERB
de	de	ADP
espionner	espionner	VERB
le	le	DET
premier	premier	ADJ
chirurgien	chirurgien	NOUN
de	de	ADP
l'	le	DET
Hôtel-Dieu	Hôtel-Dieu	PROPN
,	,	PUNCTclause
il	il	PRON
se	se	PRON
en	en	ADP
alla	aller	VERB
.	.	PUNCTsent
par hasard	par hasard	ADV
,	,	PUNCTclause
Desplein	Desplein	PROPN
l'	le:PRON	PRON
invita	inviter	VERB
ce	ce	PRON
jour	jour	NOUN
même	même	ADV
à	à	ADP
dîner	dîner	VERB
avec	avec	ADP
lui	lui	PRON
,	,	PUNCTclause
hors de	hors de	ADP
chez	chez	ADP
lui	lui	PRON
,	,	PUNCTclause
chez	chez	ADP
un	un	DET
restaurateur	restaurateur	NOUN
.	.	PUNCTsent
Entre	entre	ADP
la	le	DET
poire	poire	NOUN
et	et	CCONJ
le	le	DET
fromage	fromage	NOUN
Bianchon	Bianchon	PROPN
arriva	arriver	VERB
,	,	PUNCTclause
par	par	ADP
de	de	ADP
habiles	habile	ADJ
préparations	préparation	NOUN
,	,	PUNCTclause
à	à	ADP
parler	parler	VERB
de	de	ADP
la	le	DET
messe	messe	NOUN
,	,	PUNCTclause
en	en	ADP
la	le	DET
qualifiant	qualifier	VERB
de	de	ADP
momerie	momerie	NOUN
et	et	CCONJ
de	de	ADP
farce	farce	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Une	un	DET
farce	farce	NOUN
,	,	PUNCTclause
dit	dire	VERB
Desplein	Desplein	PROPN
,	,	PUNCTclause
qui	qui	PRON
a	avoir	AUX
coûté	coûter	VERB
plus	plus	ADV
de	de	ADP
sang	sang	NOUN
à	à	ADP
la	le	DET
chrétienté	chrétienté	NOUN
que	que	SCONJ
toutes	tout	ADJ
les	le	DET
batailles	bataille	NOUN
de	de	ADP
Napoléon	Napoléon	PROPN
et	et	CCONJ
que	que	SCONJ
toutes	tout	ADJ
les	le	DET
sangsues	sangsue	NOUN
de	de	ADP
Broussais	Broussais	PROPN
!	!	PUNCTsent
La	le	DET
messe	messe	NOUN
est	être	AUX
une	un	DET
invention	invention	NOUN
papale	papal	ADJ
qui	qui	PRON
ne	ne	ADV
remonte	remonter	VERB
pas	pas	ADV
plus	plus	ADV
haut	haut	ADJ
que	que	SCONJ
le	le	DET
vie	vie	NOUN
siècle	siècle	NOUN
,	,	PUNCTclause
et	et	CCONJ
que	que	SCONJ
l'on	on	PRON
a	avoir	AUX
basée	baser	VERB
sur	sur	ADP
Hoc	Hoc	PROPN
est	être	AUX
corpus	corpus	NOUN
.	.	PUNCTsent
Combien	combien	ADV
de	de	ADP
torrents	torrent	NOUN
de	de	ADP
sang	sang	NOUN
ne	ne	ADV
a	avoir	VERB
il	il	PRON
pas	pas	ADV
fallu	falloir	VERB
verser	verser	VERB
pour	pour	ADP
établir	établir	VERB
la	le	DET
Fête-Dieu	Fête-Dieu	PROPN
par	par	ADP
l'	le	DET
institution	institution	NOUN
de	de	ADP
laquelle	laquelle	PRON
la	le	DET
cour	cour	NOUN
de	de	ADP
Rome	Rome	PROPN
a	avoir	AUX
voulu	vouloir	VERB
constater	constater	VERB
sa	son	DET
victoire	victoire	NOUN
dans	dans	ADP
l'	le	DET
affaire	affaire	NOUN
de	de	ADP
la	le	DET
Présence	Présence	NOUN
Réelle	réel	ADJ
,	,	PUNCTclause
schisme	schisme	NOUN
qui	qui	PRON
pendant	pendant	ADP
trois	trois	NUM
siècles	siècle	NOUN
a	avoir	AUX
troublé	troubler	VERB
l'	le	DET
Église	Église	NOUN
!	!	PUNCTsent
Les	le	DET
guerres	guerre	NOUN
du	du	ADP_DET
comte	comte	NOUN
de	de	ADP
Toulouse	Toulouse	PROPN
et	et	CCONJ
les	le	DET
Albigeois	Albigeois	PROPN
sont	être	AUX
la	le	DET
queue	queue	NOUN
de	de	ADP
cette	ce	DET
affaire	affaire	NOUN
.	.	PUNCTsent
Les	le	DET
Vaudois	Vaudois	PROPN
et	et	CCONJ
les	le	DET
Albigeois	Albigeois	PROPN
se	se	PRON
refusaient	refuser	VERB
à	à	ADP
reconnaître	reconnaître	VERB
cette	ce	DET
innovation	innovation	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Enfin	enfin	ADV
Desplein	Desplein	PROPN
prit	prendre	VERB
plaisir	plaisir	NOUN
à	à	ADP
se	se	PRON
livrer	livrer	VERB
à	à	ADP
toute	toute	DET
sa	son	DET
verve	verve	NOUN
de	de	ADP
athée	athée	NOUN
,	,	PUNCTclause
et	et	CCONJ
ce	ce	PRON
fut	être	AUX
un	un	DET
flux	flux	NOUN
de	de	ADP
plaisanteries	plaisanterie	NOUN
voltairiennes	voltairien	ADJ
,	,	PUNCTclause
ou	ou	CCONJ
,	,	PUNCTclause
pour	pour	ADP
être	être	AUX
plus	plus	ADV
exact	exact	ADJ
,	,	PUNCTclause
une	un	DET
détestable	détestable	ADJ
contrefaçon	contrefaçon	NOUN
du	du	ADP_DET
Citateur	Citateur	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Ouais	ouais	NOUN
!	!	PUNCTsent
se	se	PRON
dit	dire	VERB
Bianchon	Bianchon	PROPN
en	en	ADP
lui-même	lui-même	PRON
,	,	PUNCTclause
où	où	PRON
est	être	AUX
mon	mon	DET
dévot	dévot	NOUN
de	de	ADP
ce	ce	DET
matin	matin	NOUN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
Il	il	PRON
garda	garder	VERB
le	le	DET
silence	silence	NOUN
,	,	PUNCTclause
il	il	PRON
douta	douter	VERB
de	de	ADP
avoir	avoir	AUX
vu	voir	VERB
son	son	DET
chef	chef	NOUN
à	à	ADP
Saint-Sulpice	Saint-Sulpice	PROPN
.	.	PUNCTsent
Desplein	Desplein	PROPN
ne	ne	ADV
eût	avoir	AUX
pas	pas	ADV
pris	prendre	VERB
la	le	DET
peine	peine	NOUN
de	de	ADP
mentir	mentir	VERB
à	à	ADP
Bianchon	Bianchon	PROPN
:	:	PUNCTclause
ils	ils	PRON
se	se	PRON
connaissaient	connaître	VERB
trop	trop	ADV
bien	bien	ADV
tous deux	tous deux	PRON
,	,	PUNCTclause
ils	ils	PRON
avaient	avoir	AUX
déjà	déjà	ADV
,	,	PUNCTclause
sur	sur	ADP
des	un	DET
points	point	NOUN
tout	tout	PRON
aussi	aussi	ADV
graves	grave	ADJ
,	,	PUNCTclause
échangé	échanger	VERB
des	un	DET
pensées	pensée	NOUN
,	,	PUNCTclause
discuté	discuter	VERB
des	un	DET
systèmes	système	NOUN
de	de	ADP
natura	natura	NOUN
rerum	rerum	VERB
en	en	ADP
les	le	DET
sondant	sonder	VERB
ou	ou	CCONJ
les	le	DET
disséquant	disséquer	VERB
avec	avec	ADP
les	le	DET
couteaux	couteau	NOUN
et	et	CCONJ
le	le	DET
scalpel	scalpel	NOUN
de	de	ADP
l'	le	DET
Incrédulité	Incrédulité	NOUN
.	.	PUNCTsent
Trois	Trois	NUM
mois	mois	NOUN
se	se	PRON
passèrent	passer	VERB
.	.	PUNCTsent
Bianchon	Bianchon	PROPN
ne	ne	ADV
donna	donner	VERB
point	point	ADV
de	de	ADP
suite à	suite à	ADP
ce	ce	PRON
fait	faire	VERB
,	,	PUNCTclause
quoique	quoique	SCONJ
il	il	PRON
restât	rester	VERB
gravé	graver	VERB
dans	dans	ADP
sa	son	DET
mémoire	mémoire	NOUN
.	.	PUNCTsent
Dans	dans	ADP
cette	ce	DET
année	année	NOUN
,	,	PUNCTclause
un	un	DET
jour	jour	NOUN
,	,	PUNCTclause
l'un	l'un	PRON
des	un	ADP_DET
médecins	médecin	NOUN
de	de	ADP
l'	le	DET
Hôtel-Dieu	Hôtel-Dieu	PROPN
prit	prendre	VERB
Desplein	Desplein	PROPN
par	par	ADP
le	le	DET
bras	bras	NOUN
devant	devant	ADP
Bianchon	Bianchon	PROPN
,	,	PUNCTclause
comme	comme	SCONJ
pour	pour	ADP
l'	le	DET
interroger	interroger	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
que	que	PRON
alliez	aller	VERB
vous	vous	PRON
donc	donc	ADV
faire	faire	VERB
à	à	ADP
Saint-Sulpice	Saint-Sulpice	PROPN
,	,	PUNCTclause
mon	mon	DET
cher	cher	ADJ
maître	maître	NOUN
?	?	PUNCTsent
lui	lui	PRON
dit	dire	VERB
il	il	PRON
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Y	y	PRON
voir	voir	VERB
un	un	DET
prêtre	prêtre	NOUN
qui	qui	PRON
a	avoir	AUX
une	un	DET
carie	carie	NOUN
au	au	ADP_DET
genou	genou	NOUN
,	,	PUNCTclause
et	et	CCONJ
que	que	SCONJ
madame	madame	NOUN
la	le	DET
duchesse	duchesse	NOUN
de	de	ADP
Angoulême	Angoulême	PROPN
me	me	PRON
a	avoir	AUX
fait	faire	VERB
l'	le	DET
honneur	honneur	NOUN
de	de	ADP
me	me	PRON
recommander	recommander	VERB
,	,	PUNCTclause
dit	dire	VERB
Desplein	Desplein	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Le	le	DET
médecin	médecin	NOUN
se	se	PRON
paya	payer	VERB
de	de	ADP
cette	ce	DET
défaite	défaite	NOUN
,	,	PUNCTclause
mais	mais	CCONJ
non	non	ADV
Bianchon	Bianchon	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
ha	ha	INTJ
!	!	PUNCTsent
il	il	PRON
va	aller	VERB
voir	voir	VERB
des	un	DET
genoux	genou	NOUN
malades	malade	ADJ
dans	dans	ADP
l'	le	DET
église	église	NOUN
!	!	PUNCTsent
Il	il	PRON
allait	aller	VERB
entendre	entendre	VERB
sa	son	DET
messe	messe	NOUN
,	,	PUNCTclause
se	se	PRON
dit	dire	VERB
l'	le	DET
interne	interne	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Bianchon	Bianchon	PROPN
se	se	PRON
promit	promettre	VERB
de	de	ADP
guetter	guetter	VERB
Desplein	Desplein	PROPN
;	;	PUNCTclause
il	il	PRON
se	se	PRON
rappela	rappeler	VERB
le	le	DET
jour	jour	NOUN
,	,	PUNCTclause
l'	le	DET
heure	heure	NOUN
auxquels	auxquels	ADP_PRON
il	il	PRON
l'	le	DET
avait	avoir	AUX
surpris	surprendre	VERB
entrant	entrer	VERB
à	à	ADP
Saint-Sulpice	Saint-Sulpice	PROPN
,	,	PUNCTclause
et	et	CCONJ
se	se	PRON
promit	promettre	VERB
de	de	ADP
y	y	PRON
venir	venir	VERB
l'	le	DET
année	année	NOUN
suivante	suivant	ADJ
au	au	ADP_DET
même	même	ADJ
jour	jour	NOUN
et	et	CCONJ
à	à	ADP
la	le	DET
même	même	ADJ
heure	heure	NOUN
,	,	PUNCTclause
afin de	afin de	ADP
savoir	savoir	VERB
si	si	SCONJ
il	il	PRON
l'	le:PRON	PRON
y	y	PRON
surprendrait	surprendre	VERB
encore	encore	ADV
.	.	PUNCTsent
En	en	ADP
ce	ce	DET
cas	cas	NOUN
,	,	PUNCTclause
la	le	DET
périodicité	périodicité	NOUN
de	de	ADP
sa	son	DET
dévotion	dévotion	NOUN
autoriserait	autoriser	VERB
une	un	DET
investigation	investigation	NOUN
scientifique	scientifique	ADJ
,	,	PUNCTclause
car	car	CCONJ
il	il	PRON
ne	ne	ADV
devait	devoir	VERB
pas	pas	ADV
se	se	PRON
rencontrer	rencontrer	VERB
chez	chez	ADP
un	un	DET
tel	tel	PRON
homme	homme	NOUN
une	un	DET
contradiction	contradiction	NOUN
directe	direct	ADJ
entre	entre	ADP
la	le	DET
pensée	pensée	NOUN
et	et	CCONJ
l'	le	DET
action	action	NOUN
.	.	PUNCTsent
l'	le	DET
année	année	NOUN
suivante	suivant	ADJ
,	,	PUNCTclause
au	au	ADP_DET
jour	jour	NOUN
et	et	CCONJ
à	à	ADP
l'	le	DET
heure	heure	NOUN
dits	dire	VERB
,	,	PUNCTclause
Bianchon	Bianchon	PROPN
,	,	PUNCTclause
qui	qui	PRON
déjà	déjà	ADV
ne	ne	ADV
était	être	AUX
plus	plus	ADV
l'	le	DET
interne	interne	NOUN
de	de	ADP
Desplein	Desplein	PROPN
,	,	PUNCTclause
vit	vivre	VERB
le	le	DET
cabriolet	cabriolet	NOUN
du	du	ADP_DET
chirurgien	chirurgien	NOUN
se	se	PRON
arrêtant	arrêter	VERB
au	au	ADP_DET
coin	coin	NOUN
de	de	ADP
la	le	DET
rue	rue	NOUN
de	de	ADP
Tournon	Tournon	PROPN
et	et	CCONJ
de	de	ADP
celle	celle	PRON
du	du	ADP_DET
Petit-Lion	Petit-Lion	PROPN
,	,	PUNCTclause
de	de	ADP
où	où	PRON
son	son	DET
ami	ami	NOUN
se	se	PRON
en	en	ADP
alla	aller	VERB
jésuitiquement	jésuitiquement	ADV
le long des	le long des	ADP
murs	mur	NOUN
à	à	ADP
Saint-Sulpice	Saint-Sulpice	PROPN
,	,	PUNCTclause
où	où	PRON
il	il	PRON
entendit	entendre	VERB
encore	encore	ADV
sa	son	DET
messe	messe	NOUN
à	à	ADP
l'	le	DET
autel	autel	NOUN
de	de	ADP
la	le	DET
Vierge	Vierge	PROPN
.	.	PUNCTsent
ce	ce	PRON
était	être	AUX
bien	bien	ADV
Desplein	Desplein	PROPN
!	!	PUNCTsent
le	le	DET
chirurgien	chirurgien	NOUN
en	en	ADP
chef	chef	NOUN
,	,	PUNCTclause
l'	le	DET
athée	athée	NOUN
in petto	in petto	ADV
,	,	PUNCTclause
le	le	DET
dévot	dévot	NOUN
par hasard	par hasard	ADV
.	.	PUNCTsent
l'	le	DET
intrigue	intrigue	NOUN
se	se	PRON
embrouillait	embrouiller	VERB
.	.	PUNCTsent
La	le	DET
persistance	persistance	NOUN
de	de	ADP
cet	ce	DET
illustre	illustre	ADJ
savant	savant	NOUN
compliquait	compliquer	VERB
tout	tout	ADV
.	.	PUNCTsent
Quand	quand	SCONJ
Desplein	Desplein	PROPN
fut	être	AUX
sorti	sortir	VERB
,	,	PUNCTclause
Bianchon	Bianchon	PROPN
se	se	PRON
approcha	approcher	VERB
du	du	ADP_DET
sacristain	sacristain	NOUN
qui	qui	PRON
vint	venir	VERB
desservir	desservir	VERB
la	le	DET
chapelle	chapelle	NOUN
,	,	PUNCTclause
et	et	CCONJ
lui	lui	PRON
demanda	demander	VERB
si	si	SCONJ
ce	ce	DET
monsieur	monsieur	NOUN
était	être	AUX
un	un	DET
habitué	habitué	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Voici	voici	ADP
vingt	vingt	NUM
ans	an	NOUN
que	que	SCONJ
je	je	PRON
suis	suivre	VERB
ici	ici	ADV
,	,	PUNCTclause
dit	dire	VERB
le	le	DET
sacristain	sacristain	NOUN
,	,	PUNCTclause
et	et	CCONJ
depuis	depuis	ADP
ce	ce	DET
temps	temps	NOUN
monsieur	monsieur	NOUN
Desplein	Desplein	PROPN
vient	venir	VERB
quatre	quatre	NUM
fois	fois	NOUN
par	par	ADP
an	an	NOUN
entendre	entendre	VERB
cette	ce	DET
messe	messe	NOUN
;	;	PUNCTclause
il	il	PRON
l'	le:PRON	PRON
a	avoir	AUX
fondée	fonder	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Une	un	DET
fondation	fondation	NOUN
faite	faire	VERB
par	par	ADP
lui	lui	PRON
!	!	PUNCTsent
dit	dire	VERB
Bianchon	Bianchon	PROPN
en	en	ADP
se	se	PRON
éloignant	éloigner	VERB
.	.	PUNCTsent
Ceci	ceci	PRON
vaut	valoir	VERB
le	le	DET
mystère	mystère	NOUN
de	de	ADP
l'	le	DET
Immaculée	Immaculée	PROPN
Conception	Conception	PROPN
,	,	PUNCTclause
une	un	DET
chose	chose	NOUN
qui	qui	PRON
,	,	PUNCTclause
à	à	ADP
elle	elle	PRON
seule	seul	ADJ
,	,	PUNCTclause
doit	devoir	VERB
rendre	rendre	VERB
un	un	DET
médecin	médecin	NOUN
incrédule	incrédule	ADJ
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Il	il	PRON
se	se	PRON
passa	passer	VERB
quelque	quelque	DET
temps	temps	NOUN
sans que	sans que	SCONJ
le	le	DET
docteur	docteur	NOUN
Bianchon	Bianchon	PROPN
,	,	PUNCTclause
quoique	quoique	SCONJ
ami	ami	NOUN
de	de	ADP
Desplein	Desplein	PROPN
,	,	PUNCTclause
fût	être	AUX
en	en	ADP
position	position	NOUN
de	de	ADP
lui	lui	PRON
parler	parler	VERB
de	de	ADP
cette	ce	DET
particularité	particularité	NOUN
de	de	ADP
sa	son	DET
vie	vie	NOUN
.	.	PUNCTsent
si	si	SCONJ
ils	ils	PRON
se	se	PRON
rencontraient	rencontrer	VERB
en	en	ADP
consultation	consultation	NOUN
ou	ou	CCONJ
dans	dans	ADP
le	le	DET
monde	monde	NOUN
,	,	PUNCTclause
il	il	PRON
était	être	AUX
difficile	difficile	ADJ
de	de	ADP
trouver	trouver	VERB
ce	ce	DET
moment	moment	NOUN
de	de	ADP
confiance	confiance	NOUN
et	et	CCONJ
de	de	ADP
solitude	solitude	NOUN
où	où	PRON
l'on	on	PRON
demeure	demeurer	VERB
les	le	DET
pieds	pied	NOUN
sur	sur	ADP
les	le	DET
chenets	chenet	NOUN
,	,	PUNCTclause
la	le	DET
tête	tête	NOUN
appuyée	appuyer	VERB
sur	sur	ADP
le	le	DET
dos	dos	NOUN
de	de	ADP
un	un	DET
fauteuil	fauteuil	NOUN
,	,	PUNCTclause
et	et	CCONJ
pendant	pendant	ADP
lequel	lequel	PRON
deux	deux	NUM
hommes	homme	NOUN
se	se	PRON
disent	dire	VERB
leurs	leur	DET
secrets	secret	NOUN
.	.	PUNCTsent
Enfin	enfin	ADV
,	,	PUNCTclause
à	à	ADP
sept	sept	NUM
ans	an	NOUN
de	de	ADP
distance	distance	NOUN
,	,	PUNCTclause
après	après	ADP
la	le	DET
révolution	révolution	NOUN
de	de	ADP
1830	1830	NUM
,	,	PUNCTclause
quand	quand	SCONJ
le	le	DET
peuple	peuple	NOUN
se	se	PRON
ruait	ruer	VERB
sur	sur	ADP
l'	le	DET
Archevêché	Archevêché	NOUN
,	,	PUNCTclause
quand	quand	SCONJ
les	le	DET
inspirations	inspiration	NOUN
républicaines	républicain	ADJ
le	le	DET
poussaient	pousser	VERB
à	à	ADP
détruire	détruire	VERB
les	le	DET
croix	croix	NOUN
dorées	doré	ADJ
qui	qui	PRON
poindaient	poindaient	VERB
,	,	PUNCTclause
comme	comme	ADP
des	un	DET
éclairs	éclair	NOUN
,	,	PUNCTclause
dans	dans	ADP
l'	le	DET
immensité	immensité	NOUN
de	de	ADP
cet	ce	DET
océan	océan	NOUN
de	de	ADP
maisons	maison	NOUN
;	;	PUNCTclause
quand	quand	SCONJ
l'	le	DET
Incrédulité	Incrédulité	NOUN
,	,	PUNCTclause
côte à côte	côte à côte	ADV
avec	avec	ADP
l'	le	DET
Émeute	Émeute	PROPN
,	,	PUNCTclause
se	se	PRON
carrait	carrer	VERB
dans	dans	ADP
les	le	DET
rues	rue	NOUN
,	,	PUNCTclause
Bianchon	Bianchon	PROPN
surprit	surprendre	VERB
Desplein	Desplein	PROPN
entrant	entrer	VERB
encore	encore	ADV
dans	dans	ADP
Saint-Sulpice	Saint-Sulpice	PROPN
.	.	PUNCTsent
Le	le	DET
docteur	docteur	NOUN
l'	le:PRON	PRON
y	y	PRON
suivit	suivre	VERB
,	,	PUNCTclause
se	se	PRON
mit	mettre	VERB
près de	près de	ADP
lui	lui	PRON
,	,	PUNCTclause
sans que	sans que	SCONJ
son	son	DET
ami	ami	NOUN
lui	lui	PRON
fît	faire	VERB
le	le	DET
moindre	moindre	ADJ
signe	signe	NOUN
ou	ou	CCONJ
témoignât	témoigner	VERB
la	le	DET
moindre	moindre	ADJ
surprise	surprise	NOUN
.	.	PUNCTsent
tous deux	tous deux	PRON
entendirent	entendre	VERB
la	le	DET
messe	messe	NOUN
de	de	ADP
fondation	fondation	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Me	me	PRON
direz	dire	VERB
vous	vous	PRON
,	,	PUNCTclause
mon	mon	DET
cher	cher	ADJ
,	,	PUNCTclause
dit	dire	VERB
Bianchon	Bianchon	PROPN
à	à	ADP
Desplein	Desplein	PROPN
quand	quand	SCONJ
ils	ils	PRON
sortirent	sortir	VERB
de	de	ADP
l'	le	DET
église	église	NOUN
,	,	PUNCTclause
la	le	DET
raison	raison	NOUN
de	de	ADP
votre	votre	DET
capucinade	capucinade	NOUN
?	?	PUNCTsent
Je	je	PRON
vous	vous	PRON
ai	avoir	AUX
déjà	déjà	ADV
surpris	surprendre	VERB
trois fois	trois fois	ADV
allant	aller	VERB
à	à	ADP
la	le	DET
messe	messe	NOUN
,	,	PUNCTclause
vous	vous	PRON
!	!	PUNCTsent
Vous	vous	PRON
me	me	PRON
ferez	faire	VERB
raison	raison	NOUN
de	de	ADP
ce	ce	DET
mystère	mystère	NOUN
,	,	PUNCTclause
et	et	CCONJ
me	me	PRON
expliquerez	expliquer	VERB
ce	ce	DET
désaccord	désaccord	NOUN
flagrant	flagrant	ADJ
entre	entre	ADP
vos	vos	DET
opinions	opinion	NOUN
et	et	CCONJ
votre	votre	DET
conduite	conduite	NOUN
.	.	PUNCTsent
Vous	vous	PRON
ne	ne	ADV
croyez	croire	VERB
pas	pas	ADV
en	en	ADP
Dieu	Dieu	PROPN
,	,	PUNCTclause
et	et	CCONJ
vous	vous	PRON
allez	aller	VERB
à	à	ADP
la	le	DET
messe	messe	NOUN
!	!	PUNCTsent
Mon	mon	DET
cher	cher	ADJ
maître	maître	NOUN
,	,	PUNCTclause
vous	vous	PRON
êtes	être	AUX
tenu	tenir	VERB
de	de	ADP
me	me	PRON
répondre	répondre	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Je	je	PRON
ressemble	ressembler	VERB
à	à	ADP
beaucoup de	beaucoup de	DET
dévots	dévot	NOUN
,	,	PUNCTclause
à	à	ADP
des	un	DET
hommes	homme	NOUN
profondément	profondément	ADV
religieux	religieux	ADJ
en apparence	en apparence	ADV
,	,	PUNCTclause
mais	mais	CCONJ
tout	tout	PRON
aussi	aussi	ADV
athées	athée	ADJ
que	que	SCONJ
nous	nous	PRON
pouvons	pouvoir	VERB
l'	le	DET
être	être	AUX
,	,	PUNCTclause
vous	vous	PRON
et	et	CCONJ
moi	moi	PRON
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Et	et	CCONJ
ce	ce	PRON
fut	être	AUX
un	un	DET
torrent	torrent	NOUN
de	de	ADP
épigrammes	épigramme	NOUN
sur	sur	ADP
quelques	quelque	DET
personnages	personnage	NOUN
politiques	politique	ADJ
,	,	PUNCTclause
dont	dont	PRON
le	le	DET
plus	plus	ADV
connu	connaître	VERB
nous	nous	PRON
offre	offrir	VERB
en	en	ADP
ce	ce	PRON
siècle	siècle	NOUN
une	un	DET
nouvelle	nouveau	ADJ
édition	édition	NOUN
du	du	ADP_DET
Tartuffe	Tartuffe	PROPN
de	de	ADP
Molière	Molière	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Je	je	PRON
ne	ne	ADV
vous	vous	PRON
demande	demander	VERB
pas	pas	ADV
tout	tout	DET
cela	cela	PRON
,	,	PUNCTclause
dit	dire	VERB
Bianchon	Bianchon	PROPN
,	,	PUNCTclause
je	je	PRON
veux	vouloir	VERB
savoir	savoir	VERB
la	le	DET
raison	raison	NOUN
de	de	ADP
ce	ce	DET
que	que	SCONJ
vous	vous	PRON
venez	venir	VERB
de	de	ADP
faire	faire	VERB
ici	ici	ADV
,	,	PUNCTclause
pourquoi	pourquoi	ADV
vous	vous	PRON
avez	avoir	AUX
fondé	fonder	VERB
