# columns = TERM LEMMA POS
# identifier = balzac1832FC11
# creator = Balzac, Honoré de
# created = 1832
# modified = 1842
# title = Madame Firmiani. Études de mœurs. Scènes de la vie privée

↵↵	↵↵	PUNCTstruct
le	le:PRON	PRON
reconnaissez	reconnaître	VERB
,	,	PUNCTclause
il	il	PRON
est	être	AUX
du	du	ADP_DET
genre	genre	NOUN
des	un	ADP_DET
Envieux	Envieux	NOUN
,	,	PUNCTclause
et	et	CCONJ
nous	nous	PRON
ne	ne	ADV
en	en	PRON
dessinerons	dessiner	VERB
pas	pas	ADV
le	le	DET
moindre	moindre	ADJ
trait	trait	NOUN
.	.	PUNCTsent
l'	le	DET
espèce	espèce	NOUN
est	être	AUX
aussi	aussi	ADV
connue	connaître	VERB
que	que	ADV
peut	pouvoir	VERB
l'	le	DET
être	être	AUX
celle	celle	PRON
des	un	ADP_DET
felis	felis	NOUN
domestiques	domestique	ADJ
.	.	PUNCTsent
Comment	comment	ADV
expliquer	expliquer	VERB
la	le	DET
perpétuité	perpétuité	NOUN
de	de	ADP
l'	le	DET
Envie	Envie	NOUN
?	?	PUNCTsent
un	un	DET
vice	vice	NOUN
qui	qui	PRON
ne	ne	ADV
rapporte	rapporter	VERB
rien	rien	PRON
!	!	PUNCTsent
↵↵	↵↵	PUNCTstruct
Les	le	DET
gens du monde	gens du monde	NOUN
,	,	PUNCTclause
les	le	DET
gens	gens	NOUN
de	de	ADP
lettres	lettre	NOUN
,	,	PUNCTclause
les	le	DET
honnêtes gens	honnêtes gens	NOUN
,	,	PUNCTclause
et	et	CCONJ
les	le	DET
gens	gens	NOUN
de	de	ADP
tout	tout	DET
genre	genre	NOUN
répandaient	répandre	VERB
,	,	PUNCTclause
au	au	ADP_DET
mois	mois	NOUN
de	de	ADP
janvier	janvier	NOUN
1824	1824	NUM
,	,	PUNCTclause
tant de	tant de	DET
opinions	opinion	NOUN
différentes	différent	ADJ
sur	sur	ADP
madame	madame	NOUN
Firmiani	Firmiani	PROPN
que	que	SCONJ
il	il	PRON
serait	être	AUX
fastidieux	fastidieux	ADJ
de	de	ADP
les	le	DET
consigner	consigner	VERB
toutes	tout	ADJ
ici	ici	ADV
.	.	PUNCTsent
Nous	nous	PRON
avons	avoir	AUX
seulement	seulement	ADV
voulu	vouloir	VERB
constater	constater	VERB
que	que	SCONJ
un	un	DET
homme	homme	NOUN
intéressé	intéresser	VERB
à	à	ADP
la	le:PRON	PRON
connaître	connaître	VERB
,	,	PUNCTclause
sans	sans	ADP
vouloir	vouloir	VERB
ou	ou	CCONJ
pouvoir	pouvoir	VERB
aller	aller	VERB
chez	chez	ADP
elle	elle	PRON
,	,	PUNCTclause
aurait	avoir	AUX
eu	avoir	VERB
raison	raison	NOUN
de	de	ADP
la	le	DET
croire	croire	VERB
également	également	ADV
veuve	veuf	NOUN
ou	ou	CCONJ
mariée	marier	VERB
,	,	PUNCTclause
sotte	sot	NOUN
ou	ou	CCONJ
spirituelle	spirituel	ADJ
,	,	PUNCTclause
vertueuse	vertueux	ADJ
ou	ou	CCONJ
sans	sans	ADP
mœurs	mœurs	NOUN
,	,	PUNCTclause
riche	riche	ADJ
ou	ou	CCONJ
pauvre	pauvre	ADJ
,	,	PUNCTclause
sensible	sensible	ADJ
ou	ou	CCONJ
sans	sans	ADP
âme	âme	NOUN
,	,	PUNCTclause
belle	beau	ADJ
ou	ou	CCONJ
laide	laid	ADJ
;	;	PUNCTclause
il y a	il y a	VERB
enfin	enfin	ADV
autant	autant	ADV
de	de	ADP
madame	madame	NOUN
Firmiani	Firmiani	PROPN
que	que	PRON
de	de	ADP
classes	classe	NOUN
dans	dans	ADP
la	le	DET
société	société	NOUN
,	,	PUNCTclause
que	que	PRON
de	de	ADP
sectes	secte	NOUN
dans	dans	ADP
le	le	DET
catholicisme	catholicisme	NOUN
.	.	PUNCTsent
Effrayante	effrayant	ADJ
pensée	pensée	NOUN
!	!	PUNCTsent
nous	nous	PRON
sommes	être	AUX
tous	tout	ADJ
comme	comme	ADP
des	un	DET
planches	planche	NOUN
lithographiques	lithographique	ADJ
dont	dont	PRON
une	un	DET
infinité	infinité	NOUN
de	de	ADP
copies	copie	NOUN
se	se	PRON
tire	tirer	VERB
par	par	ADP
la	le	DET
médisance	médisance	NOUN
.	.	PUNCTsent
Ces	ce	DET
épreuves	épreuve	NOUN
ressemblent	ressembler	VERB
au	au	ADP_DET
modèle	modèle	NOUN
ou	ou	CCONJ
en	en	ADP
diffèrent	différer	VERB
par	par	ADP
des	un	DET
nuances	nuance	NOUN
tellement	tellement	ADV
imperceptibles	imperceptible	ADJ
que	que	SCONJ
la	le	DET
réputation	réputation	NOUN
dépend	dépendre	VERB
,	,	PUNCTclause
sauf	sauf	ADP
les	le	DET
calomnies	calomnie	NOUN
de	de	ADP
nos	nos	DET
amis	ami	NOUN
et	et	CCONJ
les	le	DET
bons	bon	ADJ
mots	mot	NOUN
de	de	ADP
un	un	DET
journal	journal	NOUN
,	,	PUNCTclause
de	de	ADP
la	le	DET
balance	balance	NOUN
faite	faire	VERB
par	par	ADP
chacun	chacun	PRON
entre	entre	ADP
le	le	DET
Vrai	Vrai	PROPN
qui	qui	PRON
va	aller	VERB
boitant	boiter	VERB
et	et	CCONJ
le	le	DET
Mensonge	Mensonge	PROPN
à	à	ADP
qui	qui	PRON
l'	le:PRON	PRON
esprit	esprit	NOUN
parisien	parisien	ADJ
donne	donner	VERB
des	un	DET
ailes	aile	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Madame	madame	NOUN
Firmiani	Firmiani	PROPN
,	,	PUNCTclause
semblable	semblable	ADJ
à	à	ADP
beaucoup de	beaucoup de	DET
femmes	femme	NOUN
pleines	plein	ADJ
de	de	ADP
noblesse	noblesse	NOUN
et	et	CCONJ
de	de	ADP
fierté	fierté	NOUN
qui	qui	PRON
se	se	PRON
font	faire	VERB
de	de	ADP
leur	leur	DET
cœur	cœur	NOUN
un	un	DET
sanctuaire	sanctuaire	NOUN
et	et	CCONJ
dédaignent	dédaigner	VERB
le	le	DET
monde	monde	NOUN
,	,	PUNCTclause
aurait	avoir	AUX
pu	pouvoir	VERB
être	être	AUX
très-mal	très-mal	ADV
jugée	juger	VERB
par	par	ADP
monsieur	monsieur	NOUN
de	de	ADP
Bourbonne	Bourbonne	PROPN
,	,	PUNCTclause
vieux	vieux	ADJ
propriétaire	propriétaire	NOUN
occupé	occuper	VERB
de	de	ADP
elle	elle	PRON
pendant	pendre	VERB
l'	le	DET
hiver	hiver	NOUN
de	de	ADP
cette	ce	DET
année	année	NOUN
.	.	PUNCTsent
par hasard	par hasard	ADV
ce	ce	DET
propriétaire	propriétaire	NOUN
appartenait	appartenir	VERB
à	à	ADP
la	le	DET
classe	classe	NOUN
des	un	ADP_DET
Planteurs	Planteurs	NOUN
de	de	ADP
province	province	NOUN
,	,	PUNCTclause
gens	gens	NOUN
habitués	habituer	VERB
à	à	ADP
se	se	PRON
rendre compte	rendre compte	VERB
de	de	ADP
tout	tout	PRON
et	et	CCONJ
à	à	ADP
faire	faire	VERB
des	un	DET
marchés	marché	NOUN
avec	avec	ADP
les	le	DET
paysans	paysan	NOUN
.	.	PUNCTsent
À	à	ADP
ce	ce	DET
métier	métier	NOUN
,	,	PUNCTclause
un	un	DET
homme	homme	NOUN
devient	devenir	VERB
perspicace	perspicace	ADJ
malgré	malgré	ADP
lui	lui	PRON
,	,	PUNCTclause
comme	comme	ADP
un	un	DET
soldat	soldat	NOUN
contracte	contracter	VERB
à la longue	à la longue	ADV
un	un	DET
courage	courage	NOUN
de	de	ADP
routine	routine	NOUN
.	.	PUNCTsent
Ce	ce	DET
curieux	curieux	NOUN
,	,	PUNCTclause
venu	venir	VERB
de	de	ADP
Touraine	Touraine	PROPN
,	,	PUNCTclause
et	et	CCONJ
que	que	SCONJ
les	le	DET
idiomes	idiome	NOUN
parisiens	parisien	ADJ
ne	ne	ADV
satisfaisaient	satisfaire	VERB
guère	guère	ADV
,	,	PUNCTclause
était	être	AUX
un	un	DET
gentilhomme	gentilhomme	NOUN
très-honorable	très-honorable	ADJ
qui	qui	PRON
jouissait	jouir	VERB
,	,	PUNCTclause
pour	pour	ADP
seul	seul	ADJ
et	et	CCONJ
unique	unique	ADJ
héritier	héritier	NOUN
,	,	PUNCTclause
de	de	ADP
un	un	DET
neveu	neveu	NOUN
pour	pour	ADP
lequel	lequel	PRON
il	il	PRON
plantait	planter	VERB
ses	son	DET
peupliers	peuplier	NOUN
.	.	PUNCTsent
Cette	ce	DET
amitié	amitié	NOUN
ultranaturelle	ultranaturelle	ADJ
motivait	motiver	VERB
bien	bien	ADV
des	un	ADP_DET
médisances	médisance	NOUN
,	,	PUNCTclause
que	que	SCONJ
les	le	DET
sujets	sujet	NOUN
appartenant	appartenir	VERB
aux	au	ADP_DET
diverses	divers	ADJ
espèces	espèce	NOUN
du	du	ADP_DET
Tourangeau	Tourangeau	PROPN
formulaient	formuler	VERB
très-spirituellement	très-spirituellement	ADV
;	;	PUNCTclause
mais	mais	CCONJ
il	il	PRON
est	être	AUX
inutile	inutile	ADJ
de	de	ADP
les	le	DET
rapporter	rapporter	VERB
,	,	PUNCTclause
elles	elles	PRON
pâliraient	pâlir	VERB
auprès	auprès	ADV
des	un	ADP_DET
médisances	médisance	NOUN
parisiennes	parisien	ADJ
.	.	PUNCTsent
Quand	quand	SCONJ
un	un	DET
homme	homme	NOUN
peut	pouvoir	VERB
penser	penser	VERB
sans	sans	ADP
déplaisir	déplaisir	NOUN
à	à	ADP
son	son	DET
héritier	héritier	NOUN
en	en	ADP
voyant	voir	VERB
tous	tout	ADJ
les	le	DET
jours	jour	NOUN
de	de	ADP
belles	beau	ADJ
rangées	rangée	NOUN
de	de	ADP
peupliers	peuplier	NOUN
se	se	PRON
embellir	embellir	VERB
,	,	PUNCTclause
l'	le	DET
affection	affection	NOUN
se	se	PRON
accroît	accroître	VERB
de	de	ADP
chaque	chaque	DET
coup	coup	NOUN
de	de	ADP
bêche	bêche	NOUN
que	que	SCONJ
il	il	PRON
donne	donner	VERB
au	au	ADP_DET
pied	pied	NOUN
de	de	ADP
ses	son	DET
arbres	arbre	NOUN
.	.	PUNCTsent
Quoique	quoique	SCONJ
ce	ce	DET
phénomène	phénomène	NOUN
de	de	ADP
sensibilité	sensibilité	NOUN
soit	être	AUX
peu	peu	ADV
commun	commun	ADJ
,	,	PUNCTclause
il	il	PRON
se	se	PRON
rencontre	rencontrer	VERB
encore	encore	ADV
en	en	ADP
Touraine	Touraine	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Ce	ce	DET
neveu	neveu	NOUN
chéri	chérir	VERB
,	,	PUNCTclause
qui	qui	PRON
se	se	PRON
nommait	nommer	VERB
Octave	Octave	PROPN
de	de	ADP
Camps	Camps	PROPN
,	,	PUNCTclause
descendait	descendre	VERB
du	du	ADP_DET
fameux	fameux	ADJ
abbé	abbé	NOUN
de	de	ADP
Camps	Camps	PROPN
,	,	PUNCTclause
si	si	ADV
connu	connaître	VERB
des	un	DET
bibliophiles	bibliophile	NOUN
ou	ou	CCONJ
des	un	DET
savants	savant	NOUN
,	,	PUNCTclause
ce	ce	PRON
qui	qui	PRON
ne	ne	ADV
est	être	AUX
pas	pas	ADV
la	le	DET
même chose	même chose	NOUN
.	.	PUNCTsent
Les	le	DET
gens	gens	NOUN
de	de	ADP
province	province	NOUN
ont	avoir	AUX
la	le	DET
mauvaise	mauvais	ADJ
habitude	habitude	NOUN
de	de	ADP
frapper	frapper	VERB
de	de	ADP
une	un	DET
espèce	espèce	NOUN
de	de	ADP
réprobation	réprobation	NOUN
décente	décent	ADJ
les	le	DET
jeunes	jeune	ADJ
gens	gens	NOUN
qui	qui	PRON
vendent	vendre	VERB
leurs	leur	DET
héritages	héritage	NOUN
.	.	PUNCTsent
Ce	ce	PRON
gothique	gothique	ADJ
préjugé	préjuger	VERB
nuit	nuit	NOUN
à	à	ADP
l'	le	DET
agiotage	agiotage	NOUN
que	que	PRON
jusque	jusque	ADP
à présent	à présent	ADV
le	le	DET
gouvernement	gouvernement	NOUN
encourage	encourager	VERB
par	par	ADP
nécessité	nécessité	NOUN
.	.	PUNCTsent
Sans	sans	ADP
consulter	consulter	VERB
son	son	DET
oncle	oncle	NOUN
,	,	PUNCTclause
Octave	Octave	PROPN
avait	avoir	AUX
à l'improviste	à l'improviste	ADV
disposé	disposer	VERB
de	de	ADP
une	un	DET
terre	terre	NOUN
en faveur de	en faveur de	ADV
la	le	DET
bande	bande	NOUN
noire	noir	ADJ
.	.	PUNCTsent
Le	le	DET
château	château	NOUN
de	de	ADP
Villaines	Villaines	PROPN
eût	avoir	AUX
été	être	AUX
démoli	démolir	VERB
sans	sans	ADP
les	le	DET
propositions	proposition	NOUN
que	que	PRON
le	le	DET
vieil	vieux	ADJ
oncle	oncle	NOUN
avait	avoir	AUX
faites	faire	VERB
aux	au	ADP_DET
représentants	représentant	NOUN
de	de	ADP
la	le	DET
compagnie	compagnie	NOUN
du	du	ADP_DET
Marteau	Marteau	PROPN
.	.	PUNCTsent
Pour	pour	ADP
augmenter	augmenter	VERB
la	le	DET
colère	colère	NOUN
du	du	ADP_DET
testateur	testateur	NOUN
,	,	PUNCTclause
un	un	DET
ami	ami	NOUN
de	de	ADP
Octave	Octave	PROPN
,	,	PUNCTclause
parent	parer	VERB
éloigné	éloigner	VERB
,	,	PUNCTclause
un	un	PRON
de	de	ADP
ces	ce	DET
cousins	cousin	NOUN
à	à	ADP
petite	petit	ADJ
fortune	fortune	NOUN
et	et	CCONJ
à	à	ADP
grande	grand	ADJ
habileté	habileté	NOUN
qui	qui	PRON
font	faire	AUX
dire	dire	VERB
de	de	ADP
eux	eux	PRON
par	par	ADP
les	le	DET
gens	gens	NOUN
prudents	prudent	ADJ
de	de	ADP
leur	leur	DET
province	province	NOUN
:	:	PUNCTclause
—	—	PUNCTclause
Je	je	PRON
ne	ne	ADV
voudrais	vouloir	VERB
pas	pas	ADV
avoir	avoir	VERB
de	de	ADP
procès	procès	NOUN
avec	avec	ADP
lui	lui	PRON
!	!	PUNCTsent
était	être	AUX
venu	venir	VERB
par hasard	par hasard	ADV
chez	chez	ADP
monsieur	monsieur	NOUN
de	de	ADP
Bourbonne	Bourbonne	PROPN
et	et	CCONJ
lui	lui	PRON
avait	avoir	AUX
appris	apprendre	VERB
la	le	DET
ruine	ruine	NOUN
de	de	ADP
son	son	DET
neveu	neveu	NOUN
.	.	PUNCTsent
Monsieur	monsieur	NOUN
Octave	Octave	PROPN
de	de	ADP
Camps	Camps	PROPN
,	,	PUNCTclause
après	après	ADP
avoir	avoir	AUX
dissipé	dissiper	VERB
sa	son	DET
fortune	fortune	NOUN
pour	pour	ADP
une	un	DET
certaine	certain	ADJ
madame	madame	NOUN
Firmiani	Firmiani	PROPN
,	,	PUNCTclause
était	être	AUX
réduit	réduire	VERB
à	à	ADP
se	se	PRON
faire	faire	VERB
répétiteur	répétiteur	NOUN
de	de	ADP
mathématiques	mathématique	NOUN
,	,	PUNCTclause
en	en	ADP
attendant	attendre	VERB
l'	le	DET
héritage	héritage	NOUN
de	de	ADP
son	son	DET
oncle	oncle	NOUN
,	,	PUNCTclause
auquel	auquel	ADP_PRON
il	il	PRON
ne	ne	ADV
osait	oser	VERB
venir	venir	VERB
avouer	avouer	VERB
ses	son	DET
fautes	faute	NOUN
.	.	PUNCTsent
Cet	ce	DET
arrière-cousin	arrière-cousin	NOUN
,	,	PUNCTclause
espèce	espèce	NOUN
de	de	ADP
Charles	Charles	PROPN
Moor	Moor	PROPN
,	,	PUNCTclause
ne	ne	ADV
avait	avoir	AUX
pas	pas	ADV
eu	avoir	VERB
honte	honte	NOUN
de	de	ADP
donner	donner	VERB
ces	ce	DET
fatales	fatal	ADJ
nouvelles	nouvelle	NOUN
au	au	ADP_DET
vieux	vieux	ADJ
campagnard	campagnard	NOUN
au moment où	au moment où	ADP
il	il	PRON
digérait	digérer	VERB
,	,	PUNCTclause
devant	devant	ADP
son	son	DET
large	large	NOUN
foyer	foyer	NOUN
,	,	PUNCTclause
un	un	DET
copieux	copieux	ADJ
dîner	dîner	NOUN
de	de	ADP
province	province	NOUN
.	.	PUNCTsent
Mais	mais	CCONJ
les	le	DET
héritiers	héritier	NOUN
ne	ne	ADV
viennent	venir	VERB
pas	pas	ADV
à bout de	à bout de	ADP
un	un	DET
oncle	oncle	NOUN
aussi	aussi	ADV
facilement	facilement	ADV
que	que	SCONJ
ils	ils	PRON
le	le	DET
voudraient	vouloir	VERB
.	.	PUNCTsent
grâce à	grâce à	ADP
son	son	DET
entêtement	entêtement	NOUN
,	,	PUNCTclause
celui	celui	PRON
,	,	PUNCTclause
qui	qui	PRON
refusait	refuser	VERB
de	de	ADP
croire	croire	VERB
en	en	ADP
l'	le	DET
arrière-cousin	arrière-cousin	NOUN
,	,	PUNCTclause
sortit	sortir	VERB
vainqueur	vainqueur	NOUN
de	de	ADP
l'	le	DET
indigestion	indigestion	NOUN
causée	causer	VERB
par	par	ADP
la	le	DET
biographie	biographie	NOUN
de	de	ADP
son	son	DET
neveu	neveu	NOUN
.	.	PUNCTsent
Certains	certain	DET
coups	coup	NOUN
portent	porter	VERB
sur	sur	ADP
le	le	DET
cœur	cœur	NOUN
,	,	PUNCTclause
d'autres	d'autre	PRON
sur	sur	ADP
la	le	DET
tête	tête	NOUN
;	;	PUNCTclause
le	le	DET
coup	coup	NOUN
porté	porter	VERB
par	par	ADP
l'	le	DET
arrière-cousin	arrière-cousin	NOUN
tomba	tomber	VERB
sur	sur	ADP
les	le	DET
entrailles	entrailles	NOUN
et	et	CCONJ
produisit	produire	VERB
peu de	peu de	DET
effet	effet	NOUN
,	,	PUNCTclause
parce que	parce que	SCONJ
le	le	DET
bonhomme	bonhomme	NOUN
avait	avoir	AUX
un	un	DET
excellent	excellent	ADJ
estomac	estomac	NOUN
.	.	PUNCTsent
En	en	ADP
vrai	vrai	ADJ
disciple	disciple	NOUN
de	de	ADP
saint	saint	NOUN
Thomas	Thomas	PROPN
,	,	PUNCTclause
monsieur	monsieur	NOUN
de	de	ADP
Bourbonne	Bourbonne	PROPN
vint	venir	VERB
à	à	ADP
Paris	Paris	PROPN
à	à	ADP
l'	le	DET
insu	insu	NOUN
de	de	ADP
Octave	Octave	PROPN
,	,	PUNCTclause
et	et	CCONJ
voulut	vouloir	VERB
prendre	prendre	VERB
des	un	DET
renseignements	renseignement	NOUN
sur	sur	ADP
la	le	DET
déconfiture	déconfiture	NOUN
de	de	ADP
son	son	DET
héritier	héritier	NOUN
.	.	PUNCTsent
Le	le	DET
vieux	vieux	ADJ
gentilhomme	gentilhomme	NOUN
,	,	PUNCTclause
qui	qui	PRON
avait	avoir	VERB
des	un	DET
relations	relation	NOUN
dans	dans	ADP
le	le	DET
faubourg	faubourg	NOUN
Saint-Germain	Saint-Germain	PROPN
par	par	ADP
les	le	DET
Listomère	Listomère	NOUN
,	,	PUNCTclause
les	le	DET
Lenoncourt	Lenoncourt	PROPN
et	et	CCONJ
les	le	DET
Vandenesse	Vandenesse	PROPN
,	,	PUNCTclause
entendit	entendre	VERB
tant de	tant de	DET
médisances	médisance	NOUN
,	,	PUNCTclause
de	de	ADP
vérités	vérité	NOUN
,	,	PUNCTclause
de	de	ADP
faussetés	fausseté	VERB
sur	sur	ADP
madame	madame	NOUN
Firmiani	Firmiani	PROPN
que	que	SCONJ
il	il	PRON
résolut	résoudre	VERB
de	de	ADP
se	se	PRON
faire	faire	AUX
présenter	présenter	VERB
chez	chez	ADP
elle	elle	PRON
sous	sous	ADP
le	le	DET
nom	nom	NOUN
de	de	ADP
monsieur	monsieur	NOUN
de	de	ADP
Rouxellay	Rouxellay	PROPN
,	,	PUNCTclause
nom	nom	NOUN
de	de	ADP
sa	son	DET
terre	terre	NOUN
.	.	PUNCTsent
Le	le	DET
prudent	prudent	ADJ
vieillard	vieillard	NOUN
avait	avoir	AUX
eu	avoir	VERB
soin	soin	NOUN
de	de	ADP
choisir	choisir	VERB
,	,	PUNCTclause
pour	pour	ADP
venir	venir	VERB
étudier	étudier	VERB
la	le	DET
prétendue	prétendu	ADJ
maîtresse	maître	NOUN
de	de	ADP
Octave	Octave	PROPN
,	,	PUNCTclause
une	un	DET
soirée	soirée	NOUN
pendant	pendant	ADP
laquelle	laquelle	PRON
il	il	PRON
le	le:PRON	PRON
savait	savoir	VERB
occupé	occuper	VERB
de	de	ADP
achever	achever	VERB
un	un	DET
travail	travail	NOUN
chèrement	chèrement	ADV
payé	payer	VERB
;	;	PUNCTclause
car	car	CCONJ
l'	le	DET
ami	ami	NOUN
de	de	ADP
madame	madame	NOUN
Firmiani	Firmiani	PROPN
était	être	AUX
toujours	toujours	ADV
reçu	recevoir	VERB
chez	chez	ADP
elle	elle	PRON
,	,	PUNCTclause
circonstance	circonstance	NOUN
que	que	SCONJ
personne	personne:PRON	PRON
ne	ne	ADV
pouvait	pouvoir	VERB
expliquer	expliquer	VERB
.	.	PUNCTsent
quant à	quant à	ADP
la	le	DET
ruine	ruine	NOUN
de	de	ADP
Octave	Octave	PROPN
,	,	PUNCTclause
ce	ce	PRON
ne	ne	ADV
était	être	AUX
malheureusement	malheureusement	ADV
pas	pas	ADV
une	un	DET
fable	fable	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Monsieur	monsieur	NOUN
de	de	ADP
Rouxellay	Rouxellay	PROPN
ne	ne	ADV
ressemblait	ressembler	VERB
point	point	ADV
à	à	ADP
un	un	DET
oncle	oncle	NOUN
du	du	ADP_DET
Gymnase	Gymnase	PROPN
.	.	PUNCTsent
Ancien	ancien	ADJ
mousquetaire	mousquetaire	NOUN
,	,	PUNCTclause
homme	homme	NOUN
de	de	ADP
haute	haut	ADJ
compagnie	compagnie	NOUN
qui	qui	PRON
avait	avoir	AUX
eu	avoir	VERB
jadis	jadis	ADV
des	un	DET
bonnes	bon	ADJ
fortunes	fortune	NOUN
,	,	PUNCTclause
il	il	PRON
savait	savoir	VERB
se	se	PRON
présenter	présenter	VERB
courtoisement	courtoisement	ADV
,	,	PUNCTclause
se	se	PRON
souvenait	souvenir	VERB
des	un	DET
manières	manière	NOUN
polies	poli	ADJ
de	de	ADP
autrefois	autrefois	ADV
,	,	PUNCTclause
disait	dire	VERB
des	un	ADP_DET
mots	mot	NOUN
gracieux	gracieux	ADJ
et	et	CCONJ
comprenait	comprendre	VERB
presque	presque	ADV
toute	tout	ADJ
la	le	DET
Charte	Charte	NOUN
.	.	PUNCTsent
quoique	quoique	SCONJ
il	il	PRON
aimât	aimer	VERB
les	le	DET
Bourbons	Bourbons	NOUN
avec	avec	ADP
une	un	DET
noble	noble	NOUN
franchise	franchise	NOUN
,	,	PUNCTclause
que	que	SCONJ
il	il	PRON
crût	croire	VERB
en	en	ADP
Dieu	Dieu	PROPN
comme	comme	ADP
y	y	PRON
croient	croire	VERB
les	le	DET
gentilshommes	gentilhomme	NOUN
et	et	CCONJ
que	que	SCONJ
il	il	PRON
ne	ne	ADV
lût	lire	VERB
que	que	ADV
la	le	DET
Quotidienne	Quotidienne	PROPN
,	,	PUNCTclause
il	il	PRON
ne	ne	ADV
était	être	AUX
pas	pas	ADV
aussi	aussi	ADV
ridicule	ridicule	ADJ
que	que	SCONJ
les	le	DET
libéraux	libéral	NOUN
de	de	ADP
son	son	DET
département	département	NOUN
le	le	DET
souhaitaient	souhaiter	VERB
.	.	PUNCTsent
Il	il	PRON
pouvait	pouvoir	VERB
tenir	tenir	VERB
sa	son	DET
place	place	NOUN
près	près	ADV
des	un	ADP_DET
gens	gens	NOUN
de	de	ADP
cour	cour	NOUN
,	,	PUNCTclause
pourvu	pourvoir	VERB
que	que	SCONJ
on	on	PRON
ne	ne	ADV
lui	lui	PRON
parlât	parler	VERB
point	point	ADV
de	de	ADP
Mosè	Mosè	PROPN
,	,	PUNCTclause
ni	ni	CCONJ
de	de	ADP
drame	drame	NOUN
,	,	PUNCTclause
ni	ni	CCONJ
de	de	ADP
romantisme	romantisme	NOUN
,	,	PUNCTclause
ni	ni	CCONJ
de	de	ADP
couleur	couleur	NOUN
locale	local	ADJ
,	,	PUNCTclause
ni	ni	CCONJ
de	de	ADP
chemin de fer	chemin de fer	NOUN
.	.	PUNCTsent
Il	il	PRON
en	en	PRON
était	être	AUX
resté	rester	VERB
à	à	ADP
monsieur	monsieur	NOUN
de	de	ADP
Voltaire	Voltaire	PROPN
,	,	PUNCTclause
à	à	ADP
monsieur	monsieur	NOUN
le	le	DET
comte	comte	NOUN
de	de	ADP
Buffon	Buffon	PROPN
,	,	PUNCTclause
à	à	ADP
Peyronnet	Peyronnet	PROPN
et	et	CCONJ
au	au	ADP_DET
chevalier	chevalier	NOUN
Gluck	Gluck	PROPN
,	,	PUNCTclause
le	le	DET
musicien	musicien	NOUN
du	du	ADP_DET
coin	coin	NOUN
de	de	ADP
la	le	DET
reine	reine	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Madame	madame	NOUN
,	,	PUNCTclause
dit	dire	VERB
il	il	PRON
à	à	ADP
la	le	DET
marquise	marquis	NOUN
de	de	ADP
Listomère	Listomère	NOUN
à	à	ADP
laquelle	laquelle	PRON
il	il	PRON
donnait	donner	VERB
le	le	DET
bras	bras	NOUN
en	en	ADP
entrant	entrer	VERB
chez	chez	ADP
madame	madame	NOUN
Firmiani	Firmiani	PROPN
,	,	PUNCTclause
si	si	SCONJ
cette	ce	DET
femme	femme	NOUN
est	être	AUX
la	le	DET
maîtresse	maître	NOUN
de	de	ADP
mon	mon	DET
neveu	neveu	NOUN
,	,	PUNCTclause
je	je	PRON
le	le:PRON	PRON
plains	plaindre	VERB
.	.	PUNCTsent
Comment	comment	ADV
peut	pouvoir	VERB
elle	elle	PRON
vivre	vivre	VERB
au	au	ADP_DET
sein	sein	NOUN
du	du	ADP_DET
luxe	luxe	NOUN
en	en	ADP
le	le	DET
sachant	savoir	VERB
dans	dans	ADP
un	un	DET
grenier	grenier	NOUN
?	?	PUNCTsent
Elle	elle	PRON
ne	ne	ADV
a	avoir	AUX
donc	donc	ADV
pas	pas	ADV
de	de	ADP
âme	âme	NOUN
?	?	PUNCTsent
Octave	octave	NOUN
est	être	AUX
un	un	DET
fou	fou	NOUN
de	de	ADP
avoir	avoir	AUX
placé	placer	VERB
le	le	DET
prix	prix	NOUN
de	de	ADP
la	le	DET
terre	terre	NOUN
de	de	ADP
Villaines	Villaines	PROPN
dans	dans	ADP
le	le	DET
cœur	cœur	NOUN
de	de	ADP
une	un	DET
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
Monsieur	monsieur	NOUN
de	de	ADP
Bourbonne	Bourbonne	PROPN
appartenait	appartenir	VERB
au	au	ADP_DET
genre	genre	NOUN
Fossile	Fossile	PROPN
,	,	PUNCTclause
et	et	CCONJ
ne	ne	ADV
connaissait	connaître	VERB
que	que	SCONJ
le	le	DET
langage	langage	NOUN
du	du	ADP_DET
vieux	vieux	ADJ
temps	temps	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Mais	mais	CCONJ
si	si	SCONJ
il	il	PRON
l'	le:PRON	PRON
avait	avoir	AUX
perdue	perdre	VERB
au	au	ADP_DET
jeu	jeu	NOUN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
hé	hé	INTJ
!	!	PUNCTsent
madame	madame	NOUN
,	,	PUNCTclause
au moins	au moins	ADV
il	il	PRON
aurait	avoir	AUX
eu	avoir	VERB
le	le	DET
plaisir	plaisir	NOUN
de	de	ADP
jouer	jouer	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
