# columns = TERM LEMMA POS
# identifier = balzac1830FC12
# creator = Balzac, Honoré de
# created = 1830
# modified = 1842
# title = Étude de femme. Études de mœurs. Scènes de la vie privée

↵↵	↵↵	PUNCTstruct
afin de	afin de	ADP
donner	donner	VERB
aux	au	ADP_DET
dames	dame	NOUN
le	le	DET
plaisir	plaisir	NOUN
de	de	ADP
les	le	DET
déduire	déduire	VERB
ex	ex	ADV
professo	professo	VERB
à	à	ADP
ceux	ceux	PRON
qui	qui	PRON
ne	ne	ADV
les	le:PRON	PRON
devineront	deviner	VERB
pas	pas	ADV
.	.	PUNCTsent
Eugène	Eugène	PROPN
arrive	arriver	VERB
à	à	ADP
la	le	DET
porte	porte	NOUN
de	de	ADP
la	le	DET
marquise	marquis	NOUN
;	;	PUNCTclause
mais	mais	CCONJ
quand	quand	SCONJ
il	il	PRON
veut	vouloir	VERB
passer	passer	VERB
,	,	PUNCTclause
le	le	DET
concierge	concierge	NOUN
l'	le	DET
arrête	arrêter	VERB
et	et	CCONJ
lui	lui	PRON
dit	dire	VERB
que	que	SCONJ
madame	madame	NOUN
la	le	DET
marquise	marquis	NOUN
est	être	AUX
sortie	sortir	VERB
.	.	PUNCTsent
Comme	comme	SCONJ
il	il	PRON
remontait	remonter	VERB
en	en	ADP
voiture	voiture	NOUN
,	,	PUNCTclause
le	le	DET
marquis	marquis	NOUN
entra	entrer	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Venez	venir	VERB
donc	donc	ADV
,	,	PUNCTclause
Eugène	Eugène	PROPN
?	?	PUNCTsent
ma	mon	DET
femme	femme	NOUN
est	être	AUX
chez	chez	ADP
elle	elle	PRON
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
ho	ho	INTJ
!	!	PUNCTsent
excusez	excuser	VERB
le	le	DET
marquis	marquis	NOUN
.	.	PUNCTsent
Un	un	DET
mari	mari	NOUN
,	,	PUNCTclause
quelque	quelque	DET
bon	bon	ADJ
que	que	SCONJ
il	il	PRON
soit	être	AUX
,	,	PUNCTclause
atteint	atteindre	VERB
difficilement	difficilement	ADV
à	à	ADP
la	le	DET
perfection	perfection	NOUN
.	.	PUNCTsent
En	en	ADP
montant	monter	VERB
l'	le	DET
escalier	escalier	NOUN
,	,	PUNCTclause
Rastignac	Rastignac	PROPN
se	se	PRON
aperçut	apercevoir	VERB
alors	alors	ADV
des	un	DET
dix	dix	NUM
fautes	faute	NOUN
de	de	ADP
logique	logique	NOUN
mondaine	mondain	ADJ
qui	qui	PRON
se	se	PRON
trouvaient	trouver	VERB
dans	dans	ADP
ce	ce	DET
passage	passage	NOUN
du	du	ADP_DET
beau	beau	ADJ
livre	livre	NOUN
de	de	ADP
sa	son	DET
vie	vie	NOUN
.	.	PUNCTsent
Quand	quand	SCONJ
madame	madame	NOUN
de	de	ADP
Listomère	Listomère	PROPN
vit	vivre	VERB
son	son	DET
mari	mari	NOUN
entrant	entrer	VERB
avec	avec	ADP
Eugène	Eugène	PROPN
,	,	PUNCTclause
elle	elle	PRON
ne	ne	ADV
put	pouvoir	VERB
se	se	PRON
empêcher	empêcher	VERB
de	de	ADP
rougir	rougir	VERB
.	.	PUNCTsent
Le	le	DET
jeune	jeune	ADJ
baron	baron	NOUN
observa	observer	VERB
cette	ce	DET
rougeur	rougeur	NOUN
subite	subit	ADJ
.	.	PUNCTsent
Si	si	SCONJ
l'	le	DET
homme	homme	NOUN
le	le	DET
plus	plus	ADV
modeste	modeste	ADJ
conserve	conserver	VERB
encore	encore	ADV
un	un	DET
petit	petit	ADJ
fonds	fond	NOUN
de	de	ADP
fatuité	fatuité	NOUN
dont	dont	PRON
il	il	PRON
ne	ne	ADV
se	se	PRON
dépouille	dépouiller	VERB
pas plus que	pas plus que	ADP
la	le	DET
femme	femme	NOUN
ne	ne	ADV
se	se	PRON
sépare	séparer	VERB
de	de	ADP
sa	son	DET
fatale	fatal	ADJ
coquetterie	coquetterie	NOUN
,	,	PUNCTclause
qui	qui	PRON
pourrait	pouvoir	VERB
blâmer	blâmer	VERB
Eugène	Eugène	PROPN
de	de	ADP
se	se	PRON
être	être	AUX
alors	alors	ADV
dit	dire	VERB
en	en	ADP
lui-même	lui-même	PRON
:	:	PUNCTclause
—	—	PUNCTclause
Quoi	Quoi	PROPN
!	!	PUNCTsent
cette	ce	DET
forteresse	forteresse	NOUN
aussi	aussi	ADV
?	?	PUNCTsent
Et	et	CCONJ
il	il	PRON
se	se	PRON
posa	poser	VERB
dans	dans	ADP
sa	son	DET
cravate	cravate	NOUN
.	.	PUNCTsent
Quoique	quoique	SCONJ
les	le	DET
jeunes	jeune	ADJ
gens	gens	NOUN
ne	ne	ADV
soient	être	AUX
pas	pas	ADV
très-avares	très-avares	ADJ
,	,	PUNCTclause
ils	ils	PRON
aiment	aimer	VERB
tous	tous	PRON
à	à	ADP
mettre	mettre	VERB
une	un	DET
tête	tête	NOUN
de plus	de plus	ADV
dans	dans	ADP
leur	leur	DET
médaillier	médaillier	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Monsieur	monsieur	NOUN
de	de	ADP
Listomère	Listomère	PROPN
se	se	PRON
saisit	saisir	VERB
de	de	ADP
la	le	DET
Gazette	Gazette	PROPN
de	de	ADP
France	France	PROPN
,	,	PUNCTclause
que	que	SCONJ
il	il	PRON
aperçut	apercevoir	VERB
dans	dans	ADP
un	un	DET
coin	coin	NOUN
de	de	ADP
la	le	DET
cheminée	cheminée	NOUN
,	,	PUNCTclause
et	et	CCONJ
alla	aller	VERB
vers	vers	ADP
l'	le	DET
embrasure	embrasure	NOUN
de	de	ADP
une	un	DET
fenêtre	fenêtre	NOUN
pour	pour	ADP
acquérir	acquérir	VERB
,	,	PUNCTclause
le	le	DET
journaliste	journaliste	NOUN
aidant	aider	VERB
,	,	PUNCTclause
une	un	DET
opinion	opinion	NOUN
à	à	ADP
lui	lui	PRON
sur	sur	ADP
l'	le	DET
état	état	NOUN
de	de	ADP
la	le	DET
France	France	PROPN
.	.	PUNCTsent
Une	un	DET
femme	femme	NOUN
,	,	PUNCTclause
voire	voire	CCONJ
même	même	ADV
une	un	DET
prude	prude	ADJ
,	,	PUNCTclause
ne	ne	ADV
reste	rester	VERB
pas	pas	ADV
longtemps	longtemps	ADV
embarrassée	embarrasser	VERB
,	,	PUNCTclause
même	même	ADV
dans	dans	ADP
la	le	DET
situation	situation	NOUN
la	le	DET
plus	plus	ADV
difficile	difficile	ADJ
où	où	PRON
elle	elle	PRON
puisse	pouvoir	VERB
se trouver	se trouver	VERB
:	:	PUNCTclause
il	il	PRON
semble	sembler	VERB
que	que	SCONJ
elle	elle	PRON
ait	avoir	AUX
toujours	toujours	ADV
à	à	ADP
la	le	DET
main	main	NOUN
la	le	DET
feuille	feuille	NOUN
de	de	ADP
figuier	figuier	NOUN
que	que	PRON
lui	lui	PRON
a	avoir	AUX
donnée	donner	VERB
notre	notre	DET
mère	mère	NOUN
Ève	Ève	PROPN
.	.	PUNCTsent
Aussi	aussi	ADV
,	,	PUNCTclause
quand	quand	SCONJ
Eugène	Eugène	PROPN
,	,	PUNCTclause
interprétant	interpréter	VERB
en faveur de	en faveur de	ADV
sa	son	DET
vanité	vanité	NOUN
la	le	DET
consigne	consigne	NOUN
donnée	donner	VERB
à	à	ADP
la	le	DET
porte	porte	NOUN
,	,	PUNCTclause
salua	saluer	VERB
madame	madame	NOUN
de	de	ADP
Listomère	Listomère	PROPN
de	de	ADP
un	un	DET
air	air	NOUN
passablement	passablement	ADV
délibéré	délibérer	VERB
,	,	PUNCTclause
sut	savoir	VERB
elle	elle	PRON
voiler	voiler	VERB
toutes	tout	ADJ
ses	son	DET
pensées	pensée	NOUN
par	par	ADP
un	un	DET
de	de	ADP
ces	ce	DET
sourires	sourire	NOUN
féminins	féminin	ADJ
plus	plus	ADV
impénétrables	impénétrable	ADJ
que	que	SCONJ
ne	ne	ADV
l'	le:PRON	PRON
est	être	AUX
la	le	DET
parole	parole	NOUN
de	de	ADP
un	un	DET
roi	roi	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Seriez	être	AUX
vous	vous	PRON
indisposée	indisposer	VERB
,	,	PUNCTclause
madame	madame	NOUN
?	?	PUNCTsent
vous	vous	PRON
aviez	avoir	AUX
fait	faire	VERB
défendre	défendre	VERB
votre	votre	DET
porte	porte	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Non	non	ADV
,	,	PUNCTclause
monsieur	monsieur	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Vous	vous	PRON
alliez	aller	VERB
sortir	sortir	VERB
,	,	PUNCTclause
peut-être	peut-être	ADV
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Pas	pas	ADV
davantage	davantage	ADV
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Vous	vous	PRON
attendiez	attendre	VERB
quelqu'un	quelqu'un	PRON
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Personne	personne	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Si	si	SCONJ
ma	mon	DET
visite	visite	NOUN
est	être	AUX
indiscrète	indiscret	ADJ
,	,	PUNCTclause
ne	ne	ADV
vous	vous	PRON
en	en	PRON
prenez	prendre	VERB
que	que	SCONJ
à	à	ADP
monsieur	monsieur	NOUN
le	le	DET
marquis	marquis	NOUN
.	.	PUNCTsent
je	je	PRON
obéissais	obéir	VERB
à	à	ADP
votre	votre	DET
mystérieuse	mystérieux	ADJ
consigne	consigne	NOUN
quand	quand	SCONJ
il	il	PRON
me	me	PRON
a	avoir	AUX
lui-même	lui-même	PRON
introduit	introduire	VERB
dans	dans	ADP
le	le	DET
sanctuaire	sanctuaire	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Monsieur	monsieur	NOUN
de	de	ADP
Listomère	Listomère	PROPN
ne	ne	ADV
était	être	AUX
pas	pas	ADV
dans	dans	ADP
ma	mon	DET
confidence	confidence	NOUN
.	.	PUNCTsent
Il	il	PRON
ne	ne	ADV
est	être	AUX
pas	pas	ADV
toujours	toujours	ADV
prudent	prudent	ADJ
de	de	ADP
mettre	mettre	VERB
un	un	DET
mari	mari	NOUN
au	au	ADP_DET
fait	fait	NOUN
de	de	ADP
certains	certain	DET
secrets	secret	NOUN
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
l'	le	DET
accent	accent	NOUN
ferme	ferme	ADJ
et	et	CCONJ
doux	doux	ADJ
avec	avec	ADP
lequel	lequel	PRON
la	le	DET
marquise	marquis	NOUN
prononça	prononcer	VERB
ces	ce	DET
paroles	parole	NOUN
et	et	CCONJ
le	le	DET
regard	regard	NOUN
imposant	imposant	ADJ
que	que	SCONJ
elle	elle	PRON
lança	lancer	VERB
firent	faire	VERB
bien	bien	ADV
juger	juger	VERB
à	à	ADP
Rastignac	Rastignac	PROPN
que	que	SCONJ
il	il	PRON
se	se	PRON
était	être	AUX
trop	trop	ADV
pressé	pressé	ADJ
de	de	ADP
se	se	PRON
poser	poser	VERB
dans	dans	ADP
sa	son	DET
cravate	cravate	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Madame	madame	NOUN
,	,	PUNCTclause
je	je	PRON
vous	vous	PRON
comprends	comprendre	VERB
,	,	PUNCTclause
dit	dire	VERB
il	il	PRON
en	en	PRON
riant	rire	VERB
;	;	PUNCTclause
je	je	PRON
dois	devoir	VERB
alors	alors	ADV
me	me	PRON
féliciter	féliciter	VERB
doublement	doublement	ADV
de	de	ADP
avoir	avoir	AUX
rencontré	rencontrer	VERB
monsieur	monsieur	NOUN
le	le	DET
marquis	marquis	NOUN
,	,	PUNCTclause
il	il	PRON
me	me	PRON
procure	procurer	VERB
l'	le	DET
occasion	occasion	NOUN
de	de	ADP
vous	vous	PRON
présenter	présenter	VERB
une	un	DET
justification	justification	NOUN
qui	qui	PRON
serait	être	AUX
pleine	plein	ADJ
de	de	ADP
dangers	danger	NOUN
si	si	SCONJ
vous	vous	PRON
ne	ne	ADV
étiez	être	AUX
pas	pas	ADV
la	le	DET
bonté	bonté	NOUN
même	même	ADJ
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
La	le	DET
marquise	marquis	NOUN
regarda	regarder	VERB
le	le	DET
jeune	jeune	ADJ
baron	baron	NOUN
de	de	ADP
un	un	DET
air	air	NOUN
assez	assez	ADV
étonné	étonner	VERB
;	;	PUNCTclause
mais	mais	CCONJ
elle	elle	PRON
répondit	répondre	VERB
avec	avec	ADP
dignité	dignité	NOUN
:	:	PUNCTclause
—	—	PUNCTclause
Monsieur	monsieur	NOUN
,	,	PUNCTclause
le	le	DET
silence	silence	NOUN
sera	être	AUX
de	de	ADP
votre	votre	DET
part	part	NOUN
la	le	DET
meilleure	meilleur	ADJ
des	un	ADP_DET
excuses	excuse	NOUN
.	.	PUNCTsent
quant à	quant à	ADP
moi	moi	PRON
,	,	PUNCTclause
je	je	PRON
vous	vous	PRON
promets	promettre	VERB
le	le	DET
plus	plus	ADV
entier	entier	ADJ
oubli	oubli	NOUN
,	,	PUNCTclause
pardon	pardon	NOUN
que	que	SCONJ
vous	vous	PRON
méritez	mériter	VERB
à peine	à peine	ADV
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Madame	madame	NOUN
,	,	PUNCTclause
dit	dire	VERB
vivement	vivement	ADV
Eugène	Eugène	PROPN
,	,	PUNCTclause
le	le	DET
pardon	pardon	NOUN
est	être	VERB
inutile	inutile	ADJ
là	là	ADV
où	où	PRON
il	il	PRON
ne	ne	ADV
y	y	PRON
a	avoir	AUX
pas	pas	ADV
eu	avoir	VERB
de	de	ADP
offense	offense	NOUN
.	.	PUNCTsent
La	le	DET
lettre	lettre	NOUN
,	,	PUNCTclause
ajouta	ajouter	VERB
il	il	PRON
à voix basse	à voix basse	ADV
,	,	PUNCTclause
que	que	SCONJ
vous	vous	PRON
avez	avoir	VERB
reçue	recevoir	VERB
et	et	CCONJ
qui	qui	PRON
a	avoir	AUX
dû	devoir	VERB
vous	vous	PRON
paraître	paraître	VERB
si	si	ADV
inconvenante	inconvenant	ADJ
,	,	PUNCTclause
ne	ne	ADV
vous	vous	PRON
était	être	AUX
pas	pas	ADV
destinée	destiner	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
La	le	DET
marquise	marquis	NOUN
ne	ne	ADV
put	pouvoir	VERB
se	se	PRON
empêcher	empêcher	VERB
de	de	ADP
sourire	sourire	VERB
,	,	PUNCTclause
elle	elle	PRON
voulait	vouloir	VERB
avoir	avoir	AUX
été	être	AUX
offensée	offenser	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Pourquoi	pourquoi	ADV
mentir	mentir	VERB
?	?	PUNCTsent
reprit	reprendre	VERB
elle	elle	PRON
de	de	ADP
un	un	DET
air	air	NOUN
dédaigneusement	dédaigneusement	ADV
enjoué	enjouer	VERB
mais	mais	CCONJ
de	de	ADP
un	un	DET
son	son	NOUN
de	de	ADP
voix	voix	NOUN
assez	assez	ADV
doux	doux	ADJ
.	.	PUNCTsent
Maintenant	maintenant	ADV
que	que	SCONJ
je	je	PRON
vous	vous	PRON
ai	avoir	AUX
grondé	gronder	VERB
,	,	PUNCTclause
je	je	PRON
rirai	rire	VERB
volontiers	volontiers	ADV
de	de	ADP
un	un	DET
stratagème	stratagème	NOUN
qui	qui	PRON
ne	ne	ADV
est	être	AUX
pas	pas	ADV
sans	sans	ADP
malice	malice	NOUN
.	.	PUNCTsent
Je	je	PRON
connais	connaître	VERB
de	de	ADP
pauvres	pauvre	ADJ
femmes	femme	NOUN
qui	qui	PRON
se	se	PRON
y	y	PRON
prendraient	prendre	VERB
.	.	PUNCTsent
—	—	PUNCTclause
Dieu	Dieu	PROPN
!	!	PUNCTsent
comme	comme	ADP
il	il	PRON
aime	aimer	VERB
!	!	PUNCTsent
diraient	dire	VERB
elles	elles	PRON
.	.	PUNCTsent
La	le	DET
marquise	marquis	NOUN
se	se	PRON
mit	mettre	VERB
à	à	ADP
rire	rire	VERB
forcément	forcément	ADV
,	,	PUNCTclause
et	et	CCONJ
ajouta	ajouter	VERB
de	de	ADP
un	un	DET
air	air	NOUN
de	de	ADP
indulgence	indulgence	NOUN
:	:	PUNCTclause
—	—	PUNCTclause
Si	si	SCONJ
nous	nous	PRON
voulons	vouloir	VERB
rester	rester	VERB
amis	ami	NOUN
,	,	PUNCTclause
que	que	SCONJ
il	il	PRON
ne	ne	ADV
soit	être	AUX
plus	plus	ADV
question	question	NOUN
de	de	ADP
méprises	méprise	NOUN
dont	dont	PRON
je	je	PRON
ne	ne	ADV
puis	puis	CCONJ
être	être	AUX
la	le	DET
dupe	dupe	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Sur	sur	ADP
mon	mon	DET
honneur	honneur	NOUN
,	,	PUNCTclause
madame	madame	NOUN
,	,	PUNCTclause
vous	vous	PRON
l'	le:PRON	PRON
êtes	être	AUX
beaucoup	beaucoup	ADV
plus	plus	ADV
que	que	SCONJ
vous	vous	PRON
ne	ne	ADV
pensez	penser	VERB
,	,	PUNCTclause
répliqua	répliquer	VERB
vivement	vivement	ADV
Eugène	Eugène	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Mais	mais	CCONJ
de	de	ADP
quoi	quoi	PRON
parlez	parler	VERB
vous	vous	PRON
donc	donc	ADV
là	là	ADV
?	?	PUNCTsent
demanda	demander	VERB
monsieur	monsieur	NOUN
de	de	ADP
Listomère	Listomère	PROPN
qui	qui	PRON
depuis	depuis	ADP
un	un	DET
instant	instant	NOUN
écoutait	écouter	VERB
la	le	DET
conversation	conversation	NOUN
sans	sans	ADP
en	en	ADP
pouvoir	pouvoir	VERB
percer	percer	VERB
l'	le	DET
obscurité	obscurité	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
ho	ho	INTJ
!	!	PUNCTsent
cela	cela	PRON
ne	ne	ADV
est	être	AUX
pas	pas	ADV
intéressant	intéressant	ADJ
pour	pour	ADP
vous	vous	PRON
,	,	PUNCTclause
répondit	répondre	VERB
la	le	DET
marquise	marquis	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Monsieur	monsieur	NOUN
de	de	ADP
Listomère	Listomère	PROPN
reprit	reprendre	VERB
tranquillement	tranquillement	ADV
la	le	DET
lecture	lecture	NOUN
de	de	ADP
son	son	DET
journal	journal	NOUN
et	et	CCONJ
dit	dire	VERB
:	:	PUNCTclause
—	—	PUNCTclause
ha	ha	INTJ
!	!	PUNCTsent
madame	madame	NOUN
de	de	ADP
Mortsauf	Mortsauf	PROPN
est	être	AUX
morte	mourir	VERB
:	:	PUNCTclause
votre	votre	DET
pauvre	pauvre	NOUN
frère	frère	NOUN
est	être	AUX
sans doute	sans doute	ADV
à	à	ADP
Clochegourde	Clochegourde	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Savez	savoir	VERB
vous	vous	PRON
,	,	PUNCTclause
monsieur	monsieur	NOUN
,	,	PUNCTclause
reprit	reprendre	VERB
la	le	DET
marquise	marquis	NOUN
en	en	ADP
se	se	PRON
tournant	tourner	VERB
vers	vers	ADP
Eugène	Eugène	PROPN
,	,	PUNCTclause
que	que	SCONJ
vous	vous	PRON
venez	venir	VERB
de	de	ADP
dire	dire	VERB
une	un	DET
impertinence	impertinence	NOUN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Si	si	SCONJ
je	je	PRON
ne	ne	ADV
connaissais	connaître	VERB
pas	pas	ADV
la	le	DET
rigueur	rigueur	NOUN
de	de	ADP
vos	vos	DET
principes	principe	NOUN
,	,	PUNCTclause
répondit	répondre	VERB
il	il	PRON
naïvement	naïvement	ADV
,	,	PUNCTclause
je	je	PRON
croirais	croire	VERB
que	que	SCONJ
vous	vous	PRON
voulez	vouloir	VERB
ou	ou	CCONJ
me	me	PRON
donner	donner	VERB
des	un	DET
idées	idée	NOUN
desquelles	desquelles	PRON
je	je	PRON
me	me	PRON
défends	défendre	VERB
,	,	PUNCTclause
ou	ou	CCONJ
me	me	PRON
arracher	arracher	VERB
mon	mon	DET
secret	secret	NOUN
.	.	PUNCTsent
Peut-être	peut-être	ADV
encore	encore	ADV
voulez	vouloir	VERB
vous	vous	PRON
vous	vous	PRON
amuser	amuser	VERB
de	de	ADP
moi	moi	PRON
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
La	le	DET
marquise	marquis	NOUN
sourit	sourire	VERB
.	.	PUNCTsent
Ce	ce	DET
sourire	sourire	NOUN
impatienta	impatienter	VERB
Eugène	Eugène	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Puissiez	pouvoir	VERB
vous	vous	PRON
,	,	PUNCTclause
madame	madame	NOUN
,	,	PUNCTclause
dit	dire	VERB
il	il	PRON
,	,	PUNCTclause
toujours	toujours	ADV
croire	croire	VERB
à	à	ADP
une	un	DET
offense	offense	NOUN
que	que	SCONJ
je	je	PRON
ne	ne	ADV
ai	avoir	AUX
point	point	ADV
commise	commettre	VERB
!	!	PUNCTsent
et	et	CCONJ
je	je	PRON
souhaite	souhaiter	VERB
bien	bien	ADV
ardemment	ardemment	ADV
que	que	SCONJ
le	le	DET
hasard	hasard	NOUN
ne	ne	ADV
vous	vous	PRON
fasse	faire	VERB
pas	pas	ADV
découvrir	découvrir	VERB
dans	dans	ADP
le	le	DET
monde	monde	NOUN
la	le	DET
personne	personne	NOUN
qui	qui	PRON
devait	devoir	VERB
lire	lire	VERB
cette	ce	DET
lettre	lettre	NOUN
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Hé	hé	INTJ
quoi	quoi	PRON
!	!	PUNCTsent
ce	ce	PRON
serait	être	AUX
toujours	toujours	ADV
pour	pour	ADP
madame	madame	NOUN
de	de	ADP
Nucingen	Nucingen	PROPN
?	?	PUNCTsent
se	se	PRON
écria	écrier	VERB
madame	madame	NOUN
de	de	ADP
Listomère	Listomère	PROPN
plus	plus	ADV
curieuse	curieux	ADJ
de	de	ADP
pénétrer	pénétrer	VERB
un	un	DET
secret	secret	NOUN
que	que	ADV
de	de	ADP
se	se	PRON
venger	venger	VERB
des	un	ADP_DET
épigrammes	épigramme	NOUN
du	du	ADP_DET
jeune	jeune	ADJ
homme	homme	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Eugène	Eugène	PROPN
rougit	rougir	VERB
.	.	PUNCTsent
Il	il	PRON
faut	falloir	VERB
avoir	avoir	VERB
plus	plus	ADV
de	de	ADP
vingt-cinq	vingt-cinq	NUM
ans	an	NOUN
pour	pour	ADP
ne	ne	ADV
pas	pas	ADV
rougir	rougir	VERB
en	en	ADP
se	se	PRON
voyant	voir	VERB
reprocher	reprocher	VERB
la	le	DET
bêtise	bêtise	NOUN
de	de	ADP
une	un	DET
fidélité	fidélité	NOUN
que	que	SCONJ
les	le	DET
femmes	femme	NOUN
raillent	railler	VERB
pour	pour	ADP
ne	ne	ADV
pas	pas	ADV
montrer	montrer	VERB
combien	combien	ADV
elles	elles	PRON
en	en	PRON
sont	être	AUX
envieuses	envieux	ADJ
.	.	PUNCTsent
Néanmoins	néanmoins	ADV
il	il	PRON
dit	dire	VERB
avec	avec	ADP
assez	assez	ADV
de	de	ADP
sang-froid	sang-froid	NOUN
:	:	PUNCTclause
—	—	PUNCTclause
Pourquoi	pourquoi	ADV
pas	pas	ADV
,	,	PUNCTclause
madame	madame	NOUN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
Voilà	voilà	ADP
les	le	DET
fautes	faute	NOUN
que	que	PRON
l'on	on	PRON
commet	commettre	VERB
à	à	ADP
vingt-cinq	vingt-cinq	NUM
ans	an	NOUN
.	.	PUNCTsent
Cette	ce	DET
confidence	confidence	NOUN
causa	causer	VERB
une	un	DET
commotion	commotion	NOUN
violente	violent	ADJ
à	à	ADP
madame	madame	NOUN
de	de	ADP
Listomère	Listomère	PROPN
;	;	PUNCTclause
mais	mais	CCONJ
Eugène	Eugène	PROPN
ne	ne	ADV
savait	savoir	VERB
pas	pas	ADV
encore	encore	ADV
analyser	analyser	VERB
un	un	DET
visage	visage	NOUN
de	de	ADP
femme	femme	NOUN
en	en	ADP
le	le:PRON	PRON
regardant	regarder	VERB
à	à	ADP
la	le	DET
hâte	hâte	NOUN
ou	ou	CCONJ
de	de	ADP
côté	côté	NOUN
.	.	PUNCTsent
Les	le	DET
lèvres	lèvre	NOUN
seules	seul	ADJ
de	de	ADP
la	le	DET
marquise	marquis	NOUN
avaient	avoir	AUX
pâli	pâlir	VERB
.	.	PUNCTsent
Madame	madame	NOUN
de	de	ADP
Listomère	Listomère	PROPN
sonna	sonner	VERB
pour	pour	ADP
demander	demander	VERB
du	du	ADP_DET
bois	bois	NOUN
,	,	PUNCTclause
et	et	CCONJ
contraignit	contraindre	VERB
ainsi	ainsi	ADV
Rastignac	Rastignac	PROPN
à	à	ADP
se	se	PRON
lever	lever	VERB
pour	pour	ADP
sortir	sortir	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Si	si	SCONJ
cela	cela	PRON
est	être	AUX
,	,	PUNCTclause
dit	dire	VERB
alors	alors	ADV
la	le	DET
marquise	marquis	NOUN
en	en	ADP
arrêtant	arrêter	VERB
Eugène	Eugène	PROPN
par	par	ADP
un	un	DET
air	air	NOUN
froid	froid	ADJ
et	et	CCONJ
composé	composer	VERB
,	,	PUNCTclause
il	il	PRON
vous	vous	PRON
serait	être	AUX
difficile	difficile	ADJ
de	de	ADP
me	me	PRON
expliquer	expliquer	VERB
,	,	PUNCTclause
monsieur	monsieur	NOUN
,	,	PUNCTclause
par	par	ADP
quel	quel	DET
hasard	hasard	NOUN
mon	mon	DET
nom	nom	NOUN
a	avoir	AUX
pu	pouvoir	VERB
se trouver	se trouver	VERB
sous	sous	ADP
votre	votre	DET
plume	plume	NOUN
.	.	PUNCTsent
Il	il	PRON
ne	ne	ADV
en	en	PRON
est	être	AUX
pas	pas	ADV
de	de	ADP
une	un	DET
adresse	adresse	NOUN
écrite	écrire	VERB
sur	sur	ADP
une	un	DET
lettre	lettre	NOUN
comme	comme	ADP
du	du	DET
claque	claque	NOUN
de	de	ADP
un	un	DET
voisin	voisin	NOUN
que	que	PRON
on	on	PRON
peut	pouvoir	VERB
par	par	ADP
étourderie	étourderie	NOUN
prendre	prendre	VERB
pour	pour	ADP
les siens	les siens	PRON
en	en	ADP
quittant	quitter	VERB
le	le	DET
bal	bal	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Eugène	Eugène	PROPN
décontenancé	décontenancer	VERB
regarda	regarder	VERB
la	le	DET
marquise	marquis	NOUN
de	de	ADP
un	un	DET
air	air	NOUN
à la fois	à la fois	ADV
fat	fat	ADJ
et	et	CCONJ
bête	bête	ADJ
,	,	PUNCTclause
il	il	PRON
sentit	sentir	VERB
que	que	SCONJ
il	il	PRON
devenait	devenir	VERB
ridicule	ridicule	ADJ
,	,	PUNCTclause
balbutia	balbutier	VERB
une	un	DET
phrase	phrase	NOUN
de	de	ADP
écolier	écolier	NOUN
et	et	CCONJ
sortit	sortir	VERB
.	.	PUNCTsent
Quelques	quelque	DET
jours	jour	NOUN
